Title ID;Genre importance;Genre
tt0133152;Primary genre;Action
tt0133152;Secondary genre;Adventure
tt0133152;Tertiary genre;Sci-Fi
tt0133240;Primary genre;Adventure
tt0133240;Secondary genre;Animation
tt0133240;Tertiary genre;Family
tt0133752;Primary genre;Crime
tt0133752;Secondary genre;Drama
tt0133752;Tertiary genre;Thriller
tt0134084;Primary genre;Horror
tt0134084;Secondary genre;Mystery
tt0134630;Primary genre;Comedy
tt0134630;Secondary genre;Drama
tt0134630;Tertiary genre;Music
tt0134847;Primary genre;Action
tt0134847;Secondary genre;Horror
tt0134847;Tertiary genre;Sci-Fi
tt0134983;Primary genre;Horror
tt0134983;Secondary genre;Sci-Fi
tt0134983;Tertiary genre;Thriller
tt0135707;Primary genre;Drama
tt0135707;Secondary genre;Family
tt0135707;Tertiary genre;Western
tt0136461;Primary genre;Thriller
tt0136517;Primary genre;Comedy
tt0136517;Secondary genre;Drama
tt0137204;Primary genre;Adventure
tt0137204;Secondary genre;Animation
tt0137204;Tertiary genre;Comedy
tt0138288;Primary genre;Comedy
tt0138353;Primary genre;Crime
tt0138353;Secondary genre;Drama
tt0138524;Primary genre;Comedy
tt0138524;Secondary genre;Crime
tt0138524;Tertiary genre;Romance
tt0138631;Primary genre;Comedy
tt0138631;Secondary genre;Crime
tt0138631;Tertiary genre;Romance
tt0138681;Primary genre;Comedy
tt0138681;Secondary genre;Crime
tt0138681;Tertiary genre;Drama
tt0138749;Primary genre;Adventure
tt0138749;Secondary genre;Animation
tt0138749;Tertiary genre;Comedy
tt0138927;Primary genre;Drama
tt0138946;Primary genre;Crime
tt0138946;Secondary genre;Drama
tt0138946;Tertiary genre;Romance
tt0139159;Primary genre;Crime
tt0139159;Secondary genre;Thriller
tt0139388;Primary genre;Comedy
tt0139388;Secondary genre;Romance
tt0139500;Primary genre;Drama
tt0139654;Primary genre;Crime
tt0139654;Secondary genre;Drama
tt0139654;Tertiary genre;Thriller
tt0140806;Primary genre;Drama
tt0140806;Secondary genre;Music
tt0141120;Primary genre;Action
tt0141120;Secondary genre;Thriller
tt0141399;Primary genre;Biography
tt0141399;Secondary genre;Comedy
tt0141399;Tertiary genre;Drama
tt0141907;Primary genre;Comedy
tt0141907;Secondary genre;Romance
tt0141926;Primary genre;Action
tt0141926;Secondary genre;War
tt0142032;Primary genre;Adventure
tt0142032;Secondary genre;Drama
tt0142032;Tertiary genre;Fantasy
tt0142634;Primary genre;Comedy
tt0143344;Primary genre;Action
tt0143344;Secondary genre;Drama
tt0144084;Primary genre;Comedy
tt0144084;Secondary genre;Crime
tt0144084;Tertiary genre;Drama
tt0144142;Primary genre;Comedy
tt0144142;Secondary genre;Drama
tt0144528;Primary genre;Comedy
tt0144528;Secondary genre;Romance
tt0144528;Tertiary genre;Sci-Fi
tt0144574;Primary genre;Adventure
tt0144574;Secondary genre;Comedy
tt0144574;Tertiary genre;Crime
tt0144964;Primary genre;Action
tt0144964;Secondary genre;Adventure
tt0144964;Tertiary genre;Fantasy
tt0145487;Primary genre;Action
tt0145487;Secondary genre;Adventure
tt0145487;Tertiary genre;Sci-Fi
tt0145937;Primary genre;Documentary
tt0145937;Secondary genre;Music
tt0146063;Primary genre;Adventure
tt0146063;Secondary genre;Animation
tt0146063;Tertiary genre;Family
tt0146309;Primary genre;Drama
tt0146309;Secondary genre;History
tt0146309;Tertiary genre;Thriller
tt0146316;Primary genre;Action
tt0146316;Secondary genre;Adventure
tt0146316;Tertiary genre;Fantasy
tt0146592;Primary genre;Drama
tt0146803;Primary genre;Drama
tt0146882;Primary genre;Comedy
tt0146882;Secondary genre;Drama
tt0146882;Tertiary genre;Music
tt0146984;Primary genre;Drama
tt0146984;Secondary genre;Fantasy
tt0146984;Tertiary genre;Sport
tt0148403;Primary genre;Documentary
tt0148415;Primary genre;Fantasy
tt0148421;Primary genre;Drama
tt0148421;Secondary genre;Music
tt0149253;Primary genre;Drama
tt0149253;Secondary genre;History
tt0149253;Tertiary genre;War
tt0149367;Primary genre;Comedy
tt0149367;Secondary genre;Crime
tt0149367;Tertiary genre;Drama
tt0149624;Primary genre;Drama
tt0149624;Secondary genre;Romance
tt0149624;Tertiary genre;Western
tt0150021;Primary genre;Action
tt0150021;Secondary genre;Comedy
tt0151150;Primary genre;Action
tt0151150;Secondary genre;Drama
tt0151150;Tertiary genre;Musical
tt0151299;Primary genre;Action
tt0151309;Primary genre;Comedy
tt0151372;Primary genre;Documentary
tt0152083;Primary genre;Drama
tt0153012;Primary genre;Crime
tt0153012;Secondary genre;Drama
tt0153012;Tertiary genre;Thriller
tt0153464;Primary genre;Drama
tt0153464;Secondary genre;Romance
tt0154039;Primary genre;Drama
tt0154039;Secondary genre;History
tt0154187;Primary genre;Drama
tt0154352;Primary genre;Documentary
tt0155723;Primary genre;Drama
tt0155754;Primary genre;Drama
tt0155754;Secondary genre;Family
tt0155754;Tertiary genre;War
tt0156020;Primary genre;Biography
tt0156020;Secondary genre;Crime
tt0156020;Tertiary genre;Drama
tt0156100;Primary genre;Comedy
tt0156100;Secondary genre;Horror
tt0156376;Primary genre;Comedy
tt0156376;Secondary genre;Romance
tt0156741;Primary genre;Comedy
tt0156741;Secondary genre;Romance
tt0156757;Primary genre;Comedy
tt0156757;Secondary genre;Drama
tt0156757;Tertiary genre;Romance
tt0156807;Primary genre;Comedy
tt0156812;Primary genre;Comedy
tt0156812;Secondary genre;Drama
tt0156812;Tertiary genre;Family
tt0156841;Primary genre;Comedy
tt0156841;Secondary genre;Drama
tt0156841;Tertiary genre;Romance
tt0156942;Primary genre;Drama
tt0156976;Primary genre;Comedy
tt0156976;Secondary genre;Drama
tt0156976;Tertiary genre;Music
tt0156984;Primary genre;Action
tt0156984;Secondary genre;Horror
tt0156984;Tertiary genre;Mystery
tt0157007;Primary genre;Drama
tt0157007;Secondary genre;Thriller
tt0157122;Primary genre;Drama
tt0157122;Secondary genre;Romance
tt0157191;Primary genre;Drama
tt0157191;Secondary genre;Romance
tt0157202;Primary genre;Crime
tt0157202;Secondary genre;Drama
tt0157202;Tertiary genre;Thriller
tt0157262;Primary genre;Comedy
tt0157262;Secondary genre;Sci-Fi
tt0157472;Primary genre;Action
tt0157472;Secondary genre;Adventure
tt0157472;Tertiary genre;Comedy
tt0157583;Primary genre;Drama
tt0157583;Secondary genre;Mystery
tt0157583;Tertiary genre;Romance
tt0157836;Primary genre;Horror
tt0157836;Secondary genre;Thriller
tt0158033;Primary genre;Biography
tt0158033;Secondary genre;Drama
tt0158466;Primary genre;Drama
tt0158466;Secondary genre;Family
tt0158466;Tertiary genre;Romance
tt0158581;Primary genre;Comedy
tt0158607;Primary genre;Comedy
tt0158622;Primary genre;Comedy
tt0158622;Secondary genre;Family
tt0158622;Tertiary genre;Romance
tt0158871;Primary genre;Drama
tt0158871;Secondary genre;War
tt0159273;Primary genre;Action
tt0159273;Secondary genre;Drama
tt0159273;Tertiary genre;Thriller
tt0159290;Primary genre;Drama
tt0159290;Secondary genre;Music
tt0159291;Primary genre;Comedy
tt0159365;Primary genre;Adventure
tt0159365;Secondary genre;Drama
tt0159365;Tertiary genre;History
tt0159369;Primary genre;Documentary
tt0159371;Primary genre;Comedy
tt0159371;Secondary genre;Drama
tt0159371;Tertiary genre;Romance
tt0159396;Primary genre;Thriller
tt0159784;Primary genre;Biography
tt0159784;Secondary genre;Crime
tt0159784;Tertiary genre;Drama
tt0160009;Primary genre;Action
tt0160009;Secondary genre;Adventure
tt0160009;Tertiary genre;Crime
tt0160127;Primary genre;Action
tt0160127;Secondary genre;Adventure
tt0160127;Tertiary genre;Comedy
tt0160182;Primary genre;Comedy
tt0160184;Primary genre;Crime
tt0160184;Secondary genre;Thriller
tt0160239;Primary genre;Comedy
tt0160239;Secondary genre;Romance
tt0160256;Primary genre;Thriller
tt0160261;Primary genre;Thriller
tt0160270;Primary genre;Comedy
tt0160275;Primary genre;Action
tt0160275;Secondary genre;Drama
tt0160289;Primary genre;Crime
tt0160289;Secondary genre;Drama
tt0160289;Tertiary genre;Mystery
tt0160399;Primary genre;Drama
tt0160399;Secondary genre;Mystery
tt0160399;Tertiary genre;Sci-Fi
tt0160403;Primary genre;Comedy
tt0160405;Primary genre;Comedy
tt0160447;Primary genre;Comedy
tt0160480;Primary genre;Comedy
tt0160480;Secondary genre;Drama
tt0160480;Tertiary genre;Romance
tt0160484;Primary genre;Drama
tt0160484;Secondary genre;Horror
tt0160484;Tertiary genre;Thriller
tt0160495;Primary genre;Crime
tt0160495;Secondary genre;Drama
tt0160495;Tertiary genre;Mystery
tt0160547;Primary genre;Comedy
tt0160547;Secondary genre;Drama
tt0160550;Primary genre;Drama
tt0160611;Primary genre;Comedy
tt0160611;Secondary genre;Crime
tt0160616;Primary genre;Drama
tt0160616;Secondary genre;Romance
tt0160616;Tertiary genre;Thriller
tt0160644;Primary genre;Drama
tt0160644;Secondary genre;Mystery
tt0160644;Tertiary genre;Romance
tt0160652;Primary genre;Thriller
tt0160663;Primary genre;Crime
tt0160663;Secondary genre;Drama
tt0160663;Tertiary genre;Thriller
tt0160706;Primary genre;Crime
tt0160706;Secondary genre;Drama
tt0160706;Tertiary genre;Thriller
tt0160710;Primary genre;Comedy
tt0160710;Secondary genre;Music
tt0160710;Tertiary genre;Romance
tt0160751;Primary genre;Drama
tt0160751;Secondary genre;Family
tt0160759;Primary genre;Drama
tt0160759;Secondary genre;Thriller
tt0160797;Primary genre;Drama
tt0160797;Secondary genre;Thriller
tt0160797;Tertiary genre;War
tt0160859;Primary genre;Thriller
tt0160904;Primary genre;Action
tt0160904;Secondary genre;Crime
tt0160904;Tertiary genre;Drama
tt0160905;Primary genre;Comedy
tt0160905;Secondary genre;Family
tt0161081;Primary genre;Drama
tt0161081;Secondary genre;Horror
tt0161081;Tertiary genre;Mystery
tt0161083;Primary genre;Comedy
tt0161083;Secondary genre;Crime
tt0161216;Primary genre;Biography
tt0161216;Secondary genre;Drama
tt0161216;Tertiary genre;Romance
tt0161539;Primary genre;Crime
tt0161860;Primary genre;Biography
tt0161860;Secondary genre;Drama
tt0161860;Tertiary genre;History
tt0162030;Primary genre;Horror
tt0162030;Secondary genre;Sci-Fi
tt0162030;Tertiary genre;Thriller
tt0162203;Primary genre;Comedy
tt0162203;Secondary genre;Romance
tt0162222;Primary genre;Adventure
tt0162222;Secondary genre;Drama
tt0162222;Tertiary genre;Romance
tt0162346;Primary genre;Comedy
tt0162346;Secondary genre;Drama
tt0162650;Primary genre;Action
tt0162650;Secondary genre;Crime
tt0162650;Tertiary genre;Thriller
tt0162711;Primary genre;Comedy
tt0162711;Secondary genre;Crime
tt0162711;Tertiary genre;Mystery
tt0162838;Primary genre;Drama
tt0162862;Primary genre;Drama
tt0162901;Primary genre;Drama
tt0162901;Secondary genre;Thriller
tt0162942;Primary genre;Drama
tt0162983;Primary genre;Comedy
tt0162983;Secondary genre;Drama
tt0163025;Primary genre;Action
tt0163025;Secondary genre;Adventure
tt0163025;Tertiary genre;Sci-Fi
tt0163080;Primary genre;Animation
tt0163080;Secondary genre;Family
tt0163080;Tertiary genre;Musical
tt0163125;Primary genre;Comedy
tt0163125;Secondary genre;Drama
tt0163125;Tertiary genre;Thriller
tt0163141;Primary genre;Comedy
tt0163141;Secondary genre;Romance
tt0163246;Primary genre;Comedy
tt0163246;Secondary genre;Family
tt0163246;Tertiary genre;Romance
tt0163596;Primary genre;Crime
tt0163596;Secondary genre;Drama
tt0163596;Tertiary genre;Mystery
tt0163676;Primary genre;Drama
tt0163676;Secondary genre;Mystery
tt0163676;Tertiary genre;Thriller
tt0163745;Primary genre;Comedy
tt0163745;Secondary genre;Drama
tt0163764;Primary genre;Action
tt0163764;Secondary genre;Adventure
tt0163764;Tertiary genre;Comedy
tt0163887;Primary genre;Biography
tt0163887;Secondary genre;Drama
tt0163944;Primary genre;Drama
tt0163944;Secondary genre;Thriller
tt0163978;Primary genre;Adventure
tt0163978;Secondary genre;Drama
tt0163978;Tertiary genre;Romance
tt0163983;Primary genre;Crime
tt0163983;Secondary genre;Drama
tt0163983;Tertiary genre;Horror
tt0164003;Primary genre;Crime
tt0164003;Secondary genre;Drama
tt0164003;Tertiary genre;Thriller
tt0164052;Primary genre;Action
tt0164052;Secondary genre;Horror
tt0164052;Tertiary genre;Sci-Fi
tt0164182;Primary genre;Drama
tt0164184;Primary genre;Action
tt0164184;Secondary genre;Drama
tt0164184;Tertiary genre;Thriller
tt0164192;Primary genre;Comedy
tt0164192;Secondary genre;Horror
tt0164192;Tertiary genre;Sci-Fi
tt0164212;Primary genre;Crime
tt0164212;Secondary genre;Drama
tt0164212;Tertiary genre;Thriller
tt0164318;Primary genre;Drama
tt0164318;Secondary genre;Thriller
tt0164334;Primary genre;Drama
tt0164334;Secondary genre;Thriller
tt0164545;Primary genre;Drama
tt0164810;Primary genre;Comedy
tt0164810;Secondary genre;Romance
tt0164953;Primary genre;Comedy
tt0164953;Secondary genre;Thriller
tt0164961;Primary genre;Action
tt0164961;Secondary genre;Crime
tt0164961;Tertiary genre;Fantasy
tt0164962;Primary genre;Western
tt0165361;Primary genre;Crime
tt0165361;Secondary genre;Drama
tt0165642;Primary genre;Action
tt0165642;Secondary genre;Drama
tt0165713;Primary genre;Drama
tt0165800;Primary genre;Drama
tt0165800;Secondary genre;Thriller
tt0165832;Primary genre;Adventure
tt0165832;Secondary genre;Comedy
tt0165832;Tertiary genre;Drama
tt0165929;Primary genre;Action
tt0165929;Secondary genre;Crime
tt0165929;Tertiary genre;Thriller
tt0165982;Primary genre;Adventure
tt0165982;Secondary genre;Animation
tt0165982;Tertiary genre;Family
tt0166013;Primary genre;Biography
tt0166013;Secondary genre;Crime
tt0166013;Tertiary genre;Drama
tt0166110;Primary genre;Crime
tt0166110;Secondary genre;Horror
tt0166158;Primary genre;Comedy
tt0166158;Secondary genre;Drama
tt0166192;Primary genre;Comedy
tt0166192;Secondary genre;Family
tt0166192;Tertiary genre;Mystery
tt0166276;Primary genre;Animation
tt0166276;Secondary genre;Comedy
tt0166276;Tertiary genre;Fantasy
tt0166339;Primary genre;Comedy
tt0166370;Primary genre;Fantasy
tt0166370;Secondary genre;Horror
tt0166649;Primary genre;Comedy
tt0166649;Secondary genre;Horror
tt0166649;Tertiary genre;Thriller
tt0166709;Primary genre;Comedy
tt0166709;Secondary genre;Drama
tt0166813;Primary genre;Adventure
tt0166813;Secondary genre;Animation
tt0166813;Tertiary genre;Drama
tt0166871;Primary genre;Comedy
tt0166871;Secondary genre;Drama
tt0166924;Primary genre;Drama
tt0166924;Secondary genre;Mystery
tt0166924;Tertiary genre;Thriller
tt0167116;Primary genre;Action
tt0167116;Secondary genre;Romance
tt0167116;Tertiary genre;Thriller
tt0167183;Primary genre;Comedy
tt0167183;Secondary genre;Drama
tt0167190;Primary genre;Action
tt0167190;Secondary genre;Fantasy
tt0167190;Tertiary genre;Horror
tt0167203;Primary genre;Adventure
tt0167203;Secondary genre;Biography
tt0167203;Tertiary genre;Drama
tt0167260;Primary genre;Action
tt0167260;Secondary genre;Adventure
tt0167260;Tertiary genre;Drama
tt0167261;Primary genre;Action
tt0167261;Secondary genre;Adventure
tt0167261;Tertiary genre;Drama
tt0167367;Primary genre;Action
tt0167367;Secondary genre;Crime
tt0167367;Tertiary genre;Thriller
tt0167380;Primary genre;Drama
tt0167380;Secondary genre;Romance
tt0167456;Primary genre;Action
tt0167456;Secondary genre;Adventure
tt0167456;Tertiary genre;Comedy
tt0167701;Primary genre;Comedy
tt0167701;Secondary genre;Crime
tt0167701;Tertiary genre;Fantasy
tt0167936;Primary genre;Comedy
tt0168446;Primary genre;Drama
tt0168504;Primary genre;Action
tt0168504;Secondary genre;Comedy
tt0168504;Tertiary genre;Crime
tt0168509;Primary genre;Comedy
tt0168509;Secondary genre;Drama
tt0168509;Tertiary genre;Mystery
tt0168578;Primary genre;Comedy
tt0168578;Secondary genre;Romance
tt0168612;Primary genre;Crime
tt0168612;Secondary genre;Drama
tt0168612;Tertiary genre;Mystery
tt0168629;Primary genre;Crime
tt0168629;Secondary genre;Drama
tt0168629;Tertiary genre;Musical
tt0168631;Primary genre;Crime
tt0168631;Secondary genre;Drama
tt0168631;Tertiary genre;Thriller
tt0168714;Primary genre;Action
tt0168786;Primary genre;Biography
tt0168786;Secondary genre;Drama
tt0168847;Primary genre;Comedy
tt0168856;Primary genre;Adventure
tt0168856;Secondary genre;Animation
tt0168856;Tertiary genre;Comedy
tt0169102;Primary genre;Drama
tt0169102;Secondary genre;Musical
tt0169102;Tertiary genre;Sport
tt0169324;Primary genre;Crime
tt0169324;Secondary genre;Drama
tt0169324;Tertiary genre;Thriller
tt0169514;Primary genre;Action
tt0169514;Secondary genre;Crime
tt0169514;Tertiary genre;Drama
tt0169543;Primary genre;Thriller
tt0169579;Primary genre;Drama
tt0170008;Primary genre;Comedy
tt0170016;Primary genre;Comedy
tt0170016;Secondary genre;Family
tt0170016;Tertiary genre;Fantasy
tt0170260;Primary genre;Crime
tt0170260;Secondary genre;Drama
tt0170452;Primary genre;Action
tt0170452;Secondary genre;Adventure
tt0170452;Tertiary genre;Drama
tt0170508;Primary genre;Drama
tt0170508;Secondary genre;History
tt0170517;Primary genre;Biography
tt0170517;Secondary genre;Drama
tt0170549;Primary genre;Comedy
tt0170691;Primary genre;Drama
tt0170691;Secondary genre;War
tt0171356;Primary genre;Comedy
tt0171356;Secondary genre;Crime
tt0171356;Tertiary genre;Romance
tt0171359;Primary genre;Drama
tt0171359;Secondary genre;Romance
tt0171359;Tertiary genre;Thriller
tt0171433;Primary genre;Comedy
tt0171433;Secondary genre;Drama
tt0171433;Tertiary genre;Romance
tt0171580;Primary genre;Comedy
tt0171580;Secondary genre;Crime
tt0171580;Tertiary genre;Drama
tt0171827;Primary genre;Action
tt0171827;Secondary genre;Drama
tt0171827;Tertiary genre;Romance
tt0171928;Primary genre;Comedy
tt0171928;Secondary genre;Crime
tt0172109;Primary genre;Action
tt0172109;Secondary genre;Crime
tt0172156;Primary genre;Action
tt0172156;Secondary genre;Comedy
tt0172156;Tertiary genre;Crime
tt0172160;Primary genre;Comedy
tt0172160;Secondary genre;Fantasy
tt0172495;Primary genre;Action
tt0172495;Secondary genre;Adventure
tt0172495;Tertiary genre;Drama
tt0172543;Primary genre;Comedy
tt0172543;Secondary genre;Romance
tt0172632;Primary genre;Drama
tt0172699;Primary genre;Comedy
tt0172699;Secondary genre;Drama
tt0172699;Tertiary genre;Romance
tt0172949;Primary genre;Horror
tt0172995;Primary genre;Comedy
tt0173498;Primary genre;Comedy
tt0173498;Secondary genre;Drama
tt0173716;Primary genre;Comedy
tt0173716;Secondary genre;Crime
tt0173716;Tertiary genre;Thriller
tt0173840;Primary genre;Action
tt0173840;Secondary genre;Adventure
tt0173840;Tertiary genre;Animation
tt0173999;Primary genre;Drama
tt0174336;Primary genre;Comedy
tt0174336;Secondary genre;Romance
tt0174480;Primary genre;Drama
tt0174480;Secondary genre;Romance
tt0174646;Primary genre;Comedy
tt0174646;Secondary genre;Drama
tt0174646;Tertiary genre;Romance
tt0174732;Primary genre;Comedy
tt0174732;Secondary genre;Romance
tt0175142;Primary genre;Comedy
tt0175203;Primary genre;Drama
tt0175203;Secondary genre;Fantasy
tt0175526;Primary genre;Horror
tt0175526;Secondary genre;Mystery
tt0175526;Tertiary genre;Thriller
tt0175557;Primary genre;Drama
tt0176185;Primary genre;Drama
tt0176244;Primary genre;Thriller
tt0176578;Primary genre;Biography
tt0176578;Secondary genre;Drama
tt0176579;Primary genre;Action
tt0176579;Secondary genre;Adventure
tt0176579;Tertiary genre;Family
tt0176650;Primary genre;Action
tt0176694;Primary genre;Animation
tt0176694;Secondary genre;Drama
tt0176694;Tertiary genre;History
tt0176783;Primary genre;Drama
tt0176783;Secondary genre;Mystery
tt0176783;Tertiary genre;Thriller
tt0176883;Primary genre;Adventure
tt0176883;Secondary genre;Comedy
tt0176883;Tertiary genre;Family
tt0177068;Primary genre;Crime
tt0177068;Secondary genre;Drama
tt0177185;Primary genre;Comedy
tt0177185;Secondary genre;Romance
tt0177185;Tertiary genre;Western
tt0177195;Primary genre;Comedy
tt0177195;Secondary genre;Crime
tt0177195;Tertiary genre;Drama
tt0177513;Primary genre;Comedy
tt0177513;Secondary genre;Romance
tt0177636;Primary genre;Biography
tt0177636;Secondary genre;Drama
tt0177636;Tertiary genre;Music
tt0177650;Primary genre;Comedy
tt0177845;Primary genre;Comedy
tt0177858;Primary genre;Adventure
tt0177858;Secondary genre;Comedy
tt0177858;Tertiary genre;Romance
tt0177882;Primary genre;Action
tt0177882;Secondary genre;Comedy
tt0177882;Tertiary genre;Romance
tt0177885;Primary genre;Comedy
tt0177971;Primary genre;Action
tt0177971;Secondary genre;Adventure
tt0177971;Tertiary genre;Drama
tt0177997;Primary genre;Thriller
tt0178043;Primary genre;Comedy
tt0178043;Secondary genre;Thriller
tt0178050;Primary genre;Comedy
tt0178050;Secondary genre;Drama
tt0178132;Primary genre;Comedy
tt0178132;Secondary genre;Crime
tt0178132;Tertiary genre;Drama
tt0178140;Primary genre;Crime
tt0178140;Secondary genre;Drama
tt0178140;Tertiary genre;Mystery
tt0178642;Primary genre;Drama
tt0178655;Primary genre;Crime
tt0178655;Secondary genre;Sci-Fi
tt0178655;Tertiary genre;Thriller
tt0178866;Primary genre;Comedy
tt0179051;Primary genre;Comedy
