,id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2019,minimum_nights,number_of_reviews,reviews_per_month,availability_2020
160,44229,Fort Greene,40.690979999999996,-73.97113,Private room,110.00,14.0,2,228,2.04,353
161,44288,West Village,40.737559999999995,-74.00405,Entire home/apt,170.00,57.0,3,88,0.78,340
163,44506,Manhattan,40.815259999999995,-73.94791,Entire home/apt,165.00,107.0,30,91,0.81,209
164,45393,Manhattan,40.73423,-74.0046,Entire home/apt,150.00,348.0,26,38,0.34,303
165,45542,Manhattan,40.82374,-73.9373,Entire home/apt,100.00,362.0,2,18,1.2,0
166,45556,Fort Greene,40.688629999999996,-73.97691,Private room,65.00,197.0,2,241,2.15,0
167,45910,Ridgewood,40.70382,-73.89797,Entire home/apt,350.00,0.0,4,13,0.13,365
169,45936,Manhattan,40.80549,-73.95924000000001,Private room,99.00,21.0,4,126,1.16,357
170,45940,Brooklyn,40.71627,-73.9587,Entire home/apt,200.00,3.0,1,35,0.56,13
171,46544,Brooklyn,40.67994,-73.97863000000001,Entire home/apt,150.00,297.0,4,55,0.5,32
172,46723,Brooklyn,40.67992,-73.9475,Private room,90.00,6.0,3,130,1.16,362
173,46911,Brooklyn,40.67868,-73.97306999999999,Private room,120.00,159.0,3,51,0.46,197
174,47199,Manhattan,40.76834,-73.95334,Private room,75.00,28.0,3,219,1.94,344
175,47362,Bedford-Stuyvesant,40.68237,-73.9415,Entire home/apt,175.00,0.0,26,30,0.27,365
177,48719,Lower East Side,40.71882,-73.98852,Entire home/apt,299.00,301.0,30,116,1.06,10
178,50447,Brooklyn,40.6693,-73.98804,Entire home/apt,135.00,228.0,5,162,1.47,177
180,51572,Chelsea,40.74859,-73.99671,Private room,123.00,23.0,1,391,3.51,0
181,51850,Jamaica,40.67252,-73.76597,Private room,55.00,29.0,2,53,0.48,307
182,53137,Manhattan,40.762440000000005,-73.99271,Entire home/apt,195.00,145.0,5,10,0.67,1
184,53469,Queens,40.717220000000005,-73.87856,Entire home/apt,98.00,0.0,7,33,0.3,321
185,53470,Queens,40.70234,-73.89816,Private room,160.00,0.0,4,6,0.06,365
186,53477,Middle Village,40.71546,-73.87854,Entire home/apt,265.00,0.0,7,39,0.37,365
187,54453,Manhattan,40.76548,-73.98474,Shared room,105.00,2.0,6,10,0.09,363
189,54508,Prospect Heights,40.6787,-73.97261999999999,Private room,100.00,124.0,2,284,2.55,1
190,54544,Manhattan,40.81035,-73.94598,Entire home/apt,121.00,43.0,1,119,1.1,329
191,54626,Highbridge,40.83075,-73.93058,Private room,50.00,8.0,1,173,1.72,0
192,54860,East Harlem,40.79958,-73.94275,Private room,100.00,141.0,5,223,2.01,206
193,55467,Williamsburg,40.71625,-73.93845,Entire home/apt,140.00,257.0,2,273,3.09,112
195,55668,Manhattan,40.72773,-73.99134000000001,Private room,130.00,284.0,2,115,1.11,63
196,55959,Williamsburg,40.709790000000005,-73.95161999999999,Private room,69.00,196.0,4,86,1.11,67
197,55982,Fort Greene,40.68656,-73.97525,Private room,68.00,361.0,3,37,0.33,0
198,56467,East Village,40.72752,-73.98432,Entire home/apt,130.00,197.0,1,223,2.12,98
199,56859,Harlem,40.81219,-73.94499,Private room,64.00,22.0,1,203,1.86,328
201,57297,Cobble Hill,40.68926,-73.99386,Entire home/apt,159.00,11.0,2,234,2.14,340
202,57468,Manhattan,40.72821,-73.98701,Entire home/apt,189.00,333.0,3,205,1.87,0
203,57618,Hell's Kitchen,40.7672,-73.98508000000001,Entire home/apt,250.00,333.0,3,101,0.98,0
204,57740,Manhattan,40.73012,-73.99053,Entire home/apt,239.00,13.0,4,7,0.06,353
205,57754,Manhattan,40.7403,-73.98498000000001,Entire home/apt,305.00,49.0,2,114,1.1,314
207,58059,Harlem,40.8251,-73.94287,Private room,60.00,178.0,1,491,4.68,286
208,58062,Park Slope,40.6585,-73.98397,Private room,135.00,150.0,2,23,0.27,226
209,58467,Roosevelt Island,40.76193,-73.9501,Private room,120.00,7.0,7,21,0.34,307
210,59014,Manhattan,40.72052,-73.98589,Entire home/apt,150.00,27.0,3,50,0.46,264
211,59121,Queens,40.70411,-73.89934000000001,Entire home/apt,145.00,0.0,4,2,0.02,358
212,59855,Manhattan,40.7589,-73.96991,Entire home/apt,250.00,207.0,30,82,0.75,0
213,60164,Soho,40.72003,-74.00262,Entire home/apt,500.00,235.0,4,103,1.03,354
215,60611,East Harlem,40.79163,-73.94573000000001,Entire home/apt,130.00,14.0,28,187,1.78,1
216,60666,Harlem,40.8118,-73.94434,Private room,92.00,22.0,1,205,1.89,325
217,60673,Manhattan,40.81583,-73.94707,Private room,175.00,0.0,2,3,0.21,365
218,60680,Manhattan,40.72654,-73.98049,Entire home/apt,99.00,16.0,4,144,1.32,330
220,60948,East Harlem,40.80942,-73.93936,Entire home/apt,140.00,130.0,30,147,1.35,225
223,61492,Lower East Side,40.71445,-73.9908,Private room,125.00,14.0,4,178,1.78,350
225,62427,Manhattan,40.7268,-73.99079,Entire home/apt,135.00,361.0,4,60,0.59,11
226,62430,Brooklyn,40.688,-73.9171,Entire home/apt,99.00,289.0,3,123,2.16,34
227,62452,Staten Island,40.63536,-74.08537,Private room,38.00,23.0,2,204,1.87,0
228,62461,West Brighton,40.63627,-74.08543,Private room,38.00,40.0,2,155,1.45,354
229,62465,East Village,40.72763,-73.9835,Private room,129.00,11.0,5,86,1.33,348
230,62787,West Brighton,40.63518,-74.08546,Private room,37.00,31.0,2,190,1.75,348
231,62891,Alphabet City,40.72477,-73.98161,Entire home/apt,175.00,36.0,3,194,1.78,257
232,62903,Chelsea,40.74238,-73.99566999999999,Entire home/apt,205.00,313.0,6,66,0.71,79
233,62925,Greenpoint,40.72945,-73.95510999999999,Entire home/apt,285.00,19.0,3,126,1.18,339
234,63299,Brooklyn,40.70763,-73.95177,Private room,59.00,344.0,2,205,1.91,35
235,63320,Staten Island,40.634809999999995,-74.08519,Private room,38.00,25.0,2,386,3.53,347
236,63360,Queens,40.753840000000004,-73.91433,Entire home/apt,99.00,34.0,5,457,4.43,315
237,63546,Brooklyn,40.641059999999996,-73.97426,Private room,39.00,0.0,1,46,0.44,365
240,63610,Eastchester,40.88057,-73.83572,Entire home/apt,105.00,19.0,2,41,0.51,347
241,63657,Brooklyn,40.682359999999996,-73.94314,Entire home/apt,135.00,342.0,2,266,2.45,3
243,63719,Brooklyn,40.68503,-73.95385,Private room,70.00,57.0,3,37,0.4,216
245,64000,Williamsburg,40.7069,-73.95467,Private room,60.00,1.0,29,14,0.13,1
247,64107,Brooklyn,40.6778,-73.94339000000001,Private room,100.00,13.0,3,304,2.8,354
248,64277,Bedford-Stuyvesant,40.683170000000004,-73.94700999999999,Private room,70.00,27.0,4,18,0.21,364
249,64314,Crown Heights,40.6761,-73.9529,Private room,110.00,0.0,6,109,1.0,365
250,64365,Brooklyn,40.67586,-73.95155,Private room,60.00,29.0,2,241,2.3,332
251,64837,East Village,40.723209999999995,-73.98156999999999,Private room,68.00,303.0,2,211,1.94,21
253,65268,Bedford-Stuyvesant,40.682759999999995,-73.95264,Private room,75.00,230.0,5,64,0.64,218
255,65562,East Village,40.72956,-73.98158000000001,Entire home/apt,129.00,27.0,7,5,0.13,219
256,65615,Williamsburg,40.71069,-73.95175,Entire home/apt,130.00,295.0,10,53,0.49,33
257,65660,Williamsburg,40.70863,-73.94641,Entire home/apt,95.00,284.0,4,149,1.37,74
258,65813,Hamilton Heights,40.82888,-73.94306999999999,Private room,75.00,7.0,3,20,0.24,337
259,65834,Brooklyn,40.673190000000005,-73.97323,Entire home/apt,175.00,264.0,2,11,0.1,7
260,66008,Brooklyn,40.67846,-73.99443000000001,Entire home/apt,190.00,20.0,3,59,0.63,322
261,66251,Manhattan,40.72681,-73.98534000000001,Entire home/apt,212.00,308.0,3,81,1.44,71
262,66275,Lower East Side,40.71904,-73.99391999999999,Private room,95.00,27.0,1,130,1.26,340
263,66718,Harlem,40.81322,-73.95306,Entire home/apt,135.00,167.0,6,200,1.9,1
264,66741,Park Slope,40.67732,-73.98225,Entire home/apt,150.00,64.0,2,238,2.21,0
265,66974,Brooklyn,40.68076,-73.9896,Entire home/apt,190.00,77.0,3,76,0.83,327
267,67288,Harlem,40.79603,-73.94903000000001,Entire home/apt,124.00,70.0,28,25,0.28,137
268,67299,Williamsburg,40.71492,-73.96282,Entire home/apt,135.00,282.0,30,58,0.55,85
269,67397,Morningside Heights,40.80393,-73.95838,Private room,122.00,25.0,3,109,1.04,0
270,68099,Manhattan,40.80082,-73.9652,Private room,109.00,18.0,1,112,1.08,365
272,68403,Bedford-Stuyvesant,40.683,-73.91981,Entire home/apt,145.00,297.0,3,140,1.32,73
273,68735,Manhattan,40.78971,-73.9729,Entire home/apt,195.00,41.0,11,32,0.32,318
274,68765,Brooklyn,40.67817,-73.99495,Entire home/apt,250.00,120.0,2,126,1.49,0
275,68974,Chinatown,40.719429999999996,-73.99627,Entire home/apt,575.00,41.0,2,209,1.96,329
277,69894,Manhattan,40.78,-73.98249,Entire home/apt,150.00,335.0,30,49,0.53,0
278,70095,Manhattan,40.867129999999996,-73.92811,Private room,90.00,216.0,2,129,1.29,0
279,70128,Manhattan,40.73198,-73.98881,Private room,65.00,248.0,31,53,0.6,0
280,70279,Red Hook,40.67714,-74.0113,Entire home/apt,185.00,3.0,14,64,0.61,364
281,70609,East Village,40.72542,-73.97986,Entire home/apt,500.00,47.0,2,53,0.5,1
282,71010,Manhattan,40.83494,-73.93869000000001,Entire home/apt,265.00,12.0,3,34,0.43,328
283,71248,Manhattan,40.716590000000004,-73.98945,Entire home/apt,125.00,198.0,25,46,0.43,93
284,71366,Manhattan,40.729659999999996,-74.00243,Entire home/apt,200.00,159.0,30,41,0.44,94
286,71812,Kingsbridge Heights,40.87207,-73.90193000000001,Entire home/apt,92.00,210.0,8,6,0.36,186
287,72190,Upper West Side,40.77728,-73.97818000000001,Entire home/apt,110.00,314.0,13,38,0.37,0
288,72265,Greenpoint,40.726459999999996,-73.95340999999999,Private room,59.00,304.0,3,32,0.38,73
289,74073,Brooklyn,40.71015,-73.96101,Entire home/apt,195.00,305.0,3,81,0.79,136
290,74240,Brooklyn,40.71903,-73.9597,Entire home/apt,169.00,115.0,1,69,0.65,82
292,74680,Queens,40.77635,-73.93426,Entire home/apt,115.00,41.0,2,219,2.12,0
295,75193,Brooklyn,40.71398,-73.95763000000001,Private room,69.00,317.0,2,244,2.29,0
296,75635,Lower East Side,40.718759999999996,-73.98394,Entire home/apt,150.00,174.0,3,311,2.91,1
297,76761,Park Slope,40.66552,-73.99019,Entire home/apt,169.00,211.0,2,420,3.99,0
298,77765,Brooklyn,40.73749,-73.95291999999999,Hotel room,179.00,9.0,3,38,0.36,19
299,77936,Manhattan,40.76248,-73.9913,Private room,150.00,296.0,3,46,0.44,150
301,79782,Williamsburg,40.70495,-73.95436,Private room,120.00,10.0,20,80,0.76,265
302,80493,East Village,40.723290000000006,-73.98486,Private room,75.00,139.0,2,192,1.82,327
303,80684,Greenpoint,40.737759999999994,-73.95326999999999,Hotel room,349.00,9.0,3,8,0.08,17
304,80700,Greenpoint,40.73738,-73.95482,Private room,349.00,6.0,3,7,0.07,22
305,80924,Brooklyn,40.67542,-73.98142,Entire home/apt,165.00,84.0,30,35,0.49,291
306,81739,Brooklyn,40.73842,-73.95312,Private room,249.00,9.0,3,2,0.02,22
308,82550,Brooklyn,40.69441,-73.99771,Entire home/apt,200.00,245.0,3,90,0.91,88
309,82638,Alphabet City,40.72399,-73.98374,Entire home/apt,169.00,55.0,3,258,2.46,321
310,82928,Brooklyn,40.6824,-73.94615,Entire home/apt,185.00,26.0,3,66,1.38,300
312,83446,Brooklyn,40.688190000000006,-73.97258000000001,Entire home/apt,130.00,257.0,35,6,0.06,0
313,83847,Alphabet City,40.724509999999995,-73.98094,Entire home/apt,225.00,358.0,2,36,0.34,72
314,84010,Brooklyn,40.73813,-73.95394,Hotel room,179.00,9.0,3,16,0.16,22
316,84659,East Village,40.728429999999996,-73.98895,Entire home/apt,159.00,314.0,1,416,3.96,200
317,84905,Manhattan,40.712709999999994,-73.99776,Private room,95.00,290.0,3,239,2.27,69
318,85094,Crown Heights,40.66966,-73.94735,Entire home/apt,79.00,219.0,15,12,0.11,150
319,86215,Lower East Side,40.71965,-73.98765999999999,Entire home/apt,199.00,200.0,2,162,1.54,137
320,87279,Manhattan,40.807829999999996,-73.93878000000001,Private room,69.00,18.0,1,127,1.21,356
321,89621,Bedford-Stuyvesant,40.680479999999996,-73.94911,Entire home/apt,90.00,13.0,3,234,2.31,354
322,93313,Bedford-Stuyvesant,40.68314,-73.93963000000001,Entire home/apt,120.00,51.0,2,88,0.84,312
323,94035,Queens,40.759609999999995,-73.91117,Private room,80.00,15.0,1,48,1.2,356
325,94477,Bedford-Stuyvesant,40.69305,-73.93185,Entire home/apt,175.00,92.0,2,395,3.8,157
326,94783,Brooklyn,40.67174,-73.95663,Entire home/apt,120.00,20.0,5,108,1.03,337
327,95747,Williamsburg,40.71055,-73.95098,Entire home/apt,140.00,27.0,7,13,0.12,63
328,95883,Bedford-Stuyvesant,40.69465,-73.95458,Entire home/apt,200.00,361.0,5,5,0.08,157
329,96471,Clinton Hill,40.684129999999996,-73.96542,Private room,165.00,4.0,4,12,0.12,356
330,98663,Manhattan,40.74893,-73.99544,Entire home/apt,130.00,146.0,30,19,0.19,0
331,99070,Harlem,40.794059999999995,-73.94102,Shared room,65.00,203.0,7,133,1.27,146
333,100002,Manhattan,40.85295,-73.93361,Private room,67.00,21.0,2,148,1.42,0
335,100186,Gowanus,40.66918,-73.99186999999999,Entire home/apt,130.00,176.0,5,100,0.97,61
336,100368,Manhattan,40.7395,-74.00123,Entire home/apt,279.00,56.0,31,32,0.31,95
337,101053,Brooklyn,40.71125,-73.95613,Entire home/apt,100.00,356.0,5,33,0.32,10
338,102995,Upper West Side,40.785579999999996,-73.9696,Entire home/apt,212.00,342.0,21,45,0.43,3
339,103161,Brooklyn,40.71577,-73.96053,Entire home/apt,250.00,3.0,3,132,1.75,343
340,103311,Brooklyn,40.738609999999994,-73.95485,Private room,599.00,9.0,3,9,0.09,0
341,103806,Manhattan,40.725770000000004,-73.98745,Entire home/apt,249.00,14.0,5,171,1.65,356
342,105469,The Rockaways,40.58615,-73.81245,Private room,70.00,2.0,3,14,0.13,364
343,105510,Brooklyn,40.67086,-73.94872,Entire home/apt,100.00,30.0,30,16,0.16,365
