,Pressure
633,81.5625
634,81.5625
635,81.5625
636,84.0625
637,86.5625
638,85
639,85
640,82.8125
641,79.53125
642,84.0625
643,83.28125
644,82.03125
645,81.875
646,81.875
647,80.78125
648,84.0625
649,85
650,78.90625
651,80
652,80
653,77.03125
654,81.25
655,78.75
656,81.40625
657,80.15625
658,85
659,81.40625
660,83.90625
661,82.8125
662,82.8125
663,81.40625
664,87.96875
665,80.9375
666,85.46875
667,82.65625
668,82.65625
669,86.71875
670,81.25
671,81.25
672,83.125
673,87.65625
674,81.875
675,83.75
676,78.59375
677,83.4375
678,84.375
679,83.4375
680,83.125
681,83.125
682,80.9375
683,77.65625
684,81.875
685,80.9375
686,77.65625
687,82.65625
688,82.1875
689,80.9375
690,84.375
691,84.375
692,76.40625
693,83.4375
694,79.0625
695,77.96875
696,79.0625
697,81.25
698,81.25
699,84.375
700,84.375
701,80
702,80.9375
703,79.6875
704,79.84375
705,77.03125
706,80.3125
707,85.46875
708,74.53125
709,77.34375
710,77.34375
711,78.28125
712,78.28125
713,74.6875
714,78.28125
715,77.8125
716,77.8125
717,85.625
718,82.65625
719,82.65625
720,80.15625
721,77.96875
722,78.125
723,77.96875
724,81.875
725,80.625
726,83.125
727,79.6875
728,79.6875
729,80.9375
730,85.15625
731,88.4375
732,85.15625
733,80.9375
734,85.3125
735,79.375
736,81.71875
737,80.3125
738,80.3125
739,81.875
740,82.1875
741,77.65625
742,78.59375
743,73.59375
744,80.3125
745,76.71875
746,78.90625
747,78.90625
748,75.46875
749,79.0625
750,80.78125
751,78.90625
752,73.90625
753,77.03125
754,79.6875
755,81.25
756,80.625
757,80.625
758,79.6875
759,82.1875
760,81.5625
761,82.5
762,81.25
763,78.4375
764,78.28125
765,80.46875
766,88.4375
767,88.4375
768,77.5
769,79.53125
770,79.0625
771,85.15625
772,79.53125
773,80.78125
774,82.1875
775,79.6875
776,74.6875
777,74.6875
778,79.6875
779,76.71875
780,77.03125
781,81.25
782,75.46875
783,74.6875
784,78.90625
785,78.90625
786,78.59375
787,80.9375
788,74.84375
789,79.53125
790,77.8125
791,77.8125
792,77.8125
793,77.8125
794,77.8125
795,77.96875
796,77.96875
797,75.9375
798,77.03125
799,73.90625
800,80.625
801,75.46875
802,82.1875
803,82.1875
804,82.1875
805,80.15625
806,78.90625
807,77.03125
808,75.9375
809,81.40625
810,78.28125
811,79.53125
812,79.84375
813,79.84375
814,76.09375
815,76.09375
816,78.59375
817,78.28125
818,82.5
819,75.46875
820,76.09375
821,75.15625
822,72.1875
823,72.1875
824,79.0625
825,74.6875
826,75.78125
827,79.6875
828,80.3125
829,76.09375
830,74.0625
831,74.0625
832,79.375
833,77.1875
834,78.59375
835,79.0625
836,79.21875
837,75.15625
838,78.28125
839,79.21875
840,79.21875
841,75.3125
842,81.5625
843,74.0625
844,77.1875
845,74.21875
846,77.03125
847,78.28125
848,75.9375
849,75.9375
850,81.25
851,76.5625
852,79.375
853,80.78125
854,77.5
855,76.09375
856,80.15625
857,83.125
858,83.125
859,79.53125
860,79.0625
861,77.65625
862,78.4375
863,75.3125
864,76.71875
865,80.15625
866,78.59375
867,77.65625
868,77.65625
869,76.71875
870,76.09375
871,76.5625
872,80.9375
873,76.09375
874,80.15625
875,73.28125
876,76.71875
877,76.71875
878,77.03125
879,78.28125
880,80.625
881,77.5
882,75.15625
883,79.0625
884,80.15625
885,74.21875
886,74.21875
887,77.65625
888,72.96875
889,80.3125
890,77.96875
891,80
892,80.78125
893,76.09375
894,75.9375
895,77.65625
896,77.65625
897,77.65625
898,76.71875
899,74.375
900,77.03125
901,74.0625
902,78.59375
903,72.96875
904,79.0625
905,79.0625
906,73.28125
907,74.84375
908,75.46875
909,75.46875
910,83.28125
911,73.59375
912,73.59375
913,73.28125
914,79.0625
915,79.0625
916,71.71875
917,75.46875
918,73.59375
919,77.1875
920,79.53125
921,78.90625
922,75.78125
923,74.6875
924,74.6875
925,76.5625
926,75.78125
927,77.65625
928,75.3125
929,75.46875
930,75.15625
931,75.46875
932,73.28125
933,75.9375
934,75.9375
935,78.28125
936,75.3125
937,72.5
938,77.8125
939,77.96875
940,81.875
941,78.28125
942,73.125
943,73.125
944,74.53125
945,78.75
946,75.3125
947,77.5
948,79.53125
949,77.03125
950,80.78125
951,77.03125
952,77.03125
953,77.03125
954,74.21875
955,77.03125
956,77.34375
957,80
958,83.90625
959,81.25
960,76.40625
961,79.0625
962,79.0625
963,75.46875
964,74.53125
965,78.28125
966,77.03125
967,79.375
968,77.96875
969,80.3125
970,78.90625
971,80
972,80
973,76.5625
974,74.6875
975,79.84375
976,76.71875
977,80.9375
978,79.375
979,79.375
980,77.96875
981,77.96875
982,74.53125
983,82.1875
984,78.125
985,82.1875
986,81.40625
987,79.53125
988,84.53125
989,76.71875
990,76.71875
991,78.125
992,83.4375
993,77.1875
994,76.40625
995,74.375
996,82.1875
997,78.75
998,85.15625
999,79.21875
1000,79.21875
1001,78.90625
1002,79.0625
1003,80.15625
1004,85.3125
1005,82.8125
1006,77.8125
1007,83.90625
1008,82.1875
1009,82.1875
1010,77.34375
1011,78.4375
1012,80
1013,74.0625
1014,77.34375
1015,80.78125
1016,78.90625
1017,77.34375
1018,81.875
1019,81.875
1020,82.5
1021,79.6875
1022,80.15625
1023,82.5
1024,72.65625
