User_ID;ActivityDate;Steps;Distance;Fast KM;Slow KM;Active Min;Inactive Min;Rest Min; Calories 
2320127002;06/05/2016;4.878;3;  -  ;3;  -  ;  -  ;204;1.742
2320127002;07/05/2016;7.379;5;  -  ;5;  -  ;  -  ;319;1.972
2320127002;08/05/2016;5.161;3;  -  ;3;  -  ;  -  ;247;1.821
2320127002;09/05/2016;3.090;2;  -  ;2;  -  ;  -  ;145;1.630
2320127002;10/05/2016;6.227;4;  -  ;4;  -  ;  -  ;290;1.899
2320127002;11/05/2016;6.424;4;  -  ;4;  -  ;  -  ;300;1.903
2320127002;12/05/2016;2.661;2;  -  ;2;  -  ;  -  ;128;1.125
2347167796;19/04/2016;6.711;4;  -  ;4;  -  ;7;382;2.346
2347167796;20/04/2016;10.999;7;1;7;11;43;269;2.198
2347167796;21/04/2016;10.080;7;2;5;23;26;208;2.048
2347167796;22/04/2016;7.804;5;1;5;9;27;206;1.946
2347167796;23/04/2016;16.901;11;3;8;32;35;360;2.629
2347167796;24/04/2016;9.471;6;  -  ;6;  -  ;  -  ;360;2.187
2347167796;25/04/2016;9.482;6;1;6;15;11;277;2.095
2347167796;26/04/2016;5.980;4;  -  ;4;  -  ;  -  ;227;1.861
2347167796;27/04/2016;11.423;8;2;5;26;9;295;2.194
2347167796;28/04/2016;5.439;4;  -  ;4;  -  ;  -  ;229;1.854
2347167796;29/04/2016;42;0;  -  ;0;  -  ;  -  ;4;403
2873212765;16/04/2016;9.685;7;3;4;47;1;305;2.148
2873212765;17/04/2016;2.524;2;  -  ;1;  -  ;8;160;1.529
2873212765;18/04/2016;7.762;5;0;5;1;6;311;1.890
2873212765;19/04/2016;7.948;5;  -  ;5;  -  ;  -  ;389;1.956
2873212765;20/04/2016;9.202;6;2;5;22;5;378;2.094
2873212765;21/04/2016;8.859;6;0;5;2;10;371;1.970
2873212765;22/04/2016;7.286;5;0;4;46;  -  ;366;2.241
2873212765;23/04/2016;9.317;6;2;4;28;5;330;2.021
2873212765;24/04/2016;6.873;5;3;2;46;1;190;1.898
2873212765;25/04/2016;7.373;5;  -  ;5;  -  ;  -  ;359;1.907
2873212765;26/04/2016;8.242;6;0;5;2;5;309;1.882
2873212765;27/04/2016;3.516;2;  -  ;2;46;  -  ;197;1.966
2873212765;28/04/2016;7.913;5;2;3;28;7;213;1.835
2873212765;29/04/2016;7.365;5;1;3;20;23;206;1.780
2873212765;30/04/2016;8.452;6;0;5;5;20;248;1.830
2873212765;01/05/2016;7.399;5;0;4;7;18;196;1.739
2873212765;02/05/2016;7.525;5;  -  ;5;  -  ;7;334;1.878
2873212765;03/05/2016;7.412;5;0;5;1;6;363;1.906
2873212765;04/05/2016;8.278;6;  -  ;6;  -  ;  -  ;420;2.015
2873212765;05/05/2016;8.314;6;1;5;13;23;311;1.971
2873212765;06/05/2016;7.063;5;  -  ;5;  -  ;5;370;1.910
2873212765;07/05/2016;4.940;3;2;2;75;11;52;1.897
2873212765;08/05/2016;8.168;6;3;3;46;  -  ;326;2.096
2873212765;09/05/2016;7.726;5;  -  ;5;  -  ;  -  ;345;1.906
2873212765;10/05/2016;8.275;6;  -  ;6;  -  ;  -  ;373;1.962
2873212765;11/05/2016;6.440;4;  -  ;4;  -  ;  -  ;319;1.826
2873212765;12/05/2016;7.566;5;  -  ;5;  -  ;  -  ;268;1.431
3372868164;22/04/2016;3.843;3;  -  ;3;  -  ;  -  ;206;1.669
3372868164;23/04/2016;7.396;5;1;4;20;2;303;1.995
3372868164;24/04/2016;6.731;5;1;3;14;7;292;1.921
3372868164;25/04/2016;5.995;4;  -  ;4;  -  ;  -  ;416;2.010
3372868164;26/04/2016;8.283;6;2;4;22;2;333;2.057
3372868164;27/04/2016;7.904;5;2;4;24;13;346;2.095
3372868164;28/04/2016;5.512;4;  -  ;4;  -  ;  -  ;385;1.972
3372868164;29/04/2016;9.135;6;  -  ;6;  -  ;  -  ;402;2.044
3372868164;30/04/2016;5.250;4;1;2;17;4;300;1.946
3372868164;01/05/2016;3.077;2;  -  ;2;  -  ;  -  ;172;1.237
3977333714;22/04/2016;8.911;6;2;4;33;12;188;1.481
3977333714;23/04/2016;12.058;8;  -  ;8;  -  ;92;252;1.638
3977333714;24/04/2016;14.112;10;3;7;30;95;129;1.655
3977333714;25/04/2016;11.177;8;6;2;50;9;133;1.570
3977333714;26/04/2016;11.388;8;0;7;7;95;170;1.551
3977333714;27/04/2016;7.193;5;  -  ;5;  -  ;10;176;1.377
3977333714;28/04/2016;7.114;5;1;3;15;8;190;1.407
3977333714;29/04/2016;10.645;8;4;4;36;32;150;1.545
3977333714;30/04/2016;13.238;9;4;5;43;52;194;1.650
3977333714;01/05/2016;10.414;7;3;4;41;40;124;1.501
3977333714;02/05/2016;16.520;11;2;9;24;143;176;1.760
3977333714;03/05/2016;14.335;10;3;7;47;41;258;1.710
3977333714;04/05/2016;13.559;9;2;8;14;96;142;1.628
3977333714;05/05/2016;12.312;9;2;7;14;88;178;1.618
3977333714;06/05/2016;11.677;8;3;6;29;55;168;1.590
3977333714;07/05/2016;11.550;8;  -  ;8;  -  ;86;208;1.574
3977333714;08/05/2016;13.585;9;1;8;9;116;171;1.633
3977333714;09/05/2016;14.687;10;1;10;8;122;151;1.667
3977333714;10/05/2016;13.072;9;0;8;1;115;196;1.630
3977333714;11/05/2016;746;1;0;0;4;  -  ;9;52
4020332650;21/04/2016;  -  ;  -  ;  -  ;0;  -  ;  -  ;  -  ;1.980
4020332650;22/04/2016;  -  ;  -  ;  -  ;0;  -  ;  -  ;  -  ;1.980
4020332650;23/04/2016;  -  ;  -  ;  -  ;0;  -  ;  -  ;  -  ;1.980
4020332650;24/04/2016;  -  ;  -  ;  -  ;0;  -  ;  -  ;  -  ;1.980
4020332650;25/04/2016;  -  ;  -  ;  -  ;0;  -  ;  -  ;  -  ;1.980
4020332650;26/04/2016;  -  ;  -  ;  -  ;0;  -  ;  -  ;  -  ;1.980
4020332650;27/04/2016;  -  ;  -  ;  -  ;0;  -  ;  -  ;  -  ;1.980
4020332650;28/04/2016;  -  ;  -  ;  -  ;0;  -  ;  -  ;  -  ;1.980
4020332650;29/04/2016;  -  ;  -  ;  -  ;0;  -  ;  -  ;  -  ;1.980
4020332650;30/04/2016;  -  ;  -  ;  -  ;0;  -  ;  -  ;  -  ;1.980
4020332650;01/05/2016;  -  ;  -  ;  -  ;0;  -  ;  -  ;  -  ;1.980
4020332650;02/05/2016;475;0;  -  ;0;  -  ;11;31;2.207
4020332650;03/05/2016;4.496;3;  -  ;3;  -  ;  -  ;174;2.828
4020332650;04/05/2016;10.252;7;1;7;13;46;346;3.879
4020332650;05/05/2016;11.728;8;3;6;38;42;196;3.429
4020332650;06/05/2016;4.369;3;  -  ;3;  -  ;  -  ;177;2.704
4020332650;07/05/2016;6.132;4;  -  ;4;  -  ;  -  ;184;2.975
4020332650;08/05/2016;5.862;4;  -  ;4;  -  ;  -  ;263;3.089
4020332650;09/05/2016;4.556;3;0;3;3;5;173;2.785
4020332650;10/05/2016;5.546;4;  -  ;4;  -  ;  -  ;206;2.926
4020332650;11/05/2016;3.689;3;0;2;2;8;134;2.645
4020332650;12/05/2016;590;0;  -  ;0;  -  ;  -  ;21;1.120
4057192912;14/04/2016;  -  ;  -  ;  -  ;0;  -  ;  -  ;  -  ;1.776
4057192912;15/04/2016;3.984;3;0;2;3;6;88;1.527
4319703577;15/04/2016;5.664;4;  -  ;4;  -  ;  -  ;228;1.985
4319703577;16/04/2016;4.744;3;  -  ;3;  -  ;  -  ;194;1.884
4319703577;17/04/2016;29;0;  -  ;0;  -  ;  -  ;3;1.464
4319703577;18/04/2016;2.276;2;0;1;1;9;58;1.632
4319703577;19/04/2016;8.925;6;  -  ;6;  -  ;  -  ;311;2.200
4319703577;20/04/2016;8.954;6;  -  ;6;  -  ;18;306;2.220
4319703577;21/04/2016;3.702;2;  -  ;0;  -  ;  -  ;34;1.792
4319703577;22/04/2016;4.500;3;0;3;1;19;176;1.886
4319703577;23/04/2016;4.935;3;  -  ;3;  -  ;  -  ;233;1.945
4319703577;24/04/2016;4.081;3;0;2;1;5;191;1.880
4319703577;25/04/2016;9.259;6;  -  ;6;  -  ;8;390;2.314
4319703577;26/04/2016;9.899;7;1;6;8;21;288;2.236
4319703577;27/04/2016;10.780;7;0;7;6;47;300;2.324
4319703577;28/04/2016;10.817;7;1;6;13;8;359;2.367
4319703577;29/04/2016;7.990;5;0;5;6;18;289;2.175
4319703577;30/04/2016;8.221;6;0;6;6;38;196;2.092
4319703577;01/05/2016;1.251;1;  -  ;1;  -  ;  -  ;67;1.593
4319703577;02/05/2016;9.261;6;  -  ;6;  -  ;11;344;2.270
4319703577;03/05/2016;9.648;6;1;6;8;26;287;2.235
4319703577;04/05/2016;10.429;7;1;7;8;13;313;2.282
4319703577;05/05/2016;13.658;9;3;6;27;34;328;2.530
4319703577;06/05/2016;9.524;6;0;5;6;11;314;2.266
4319703577;07/05/2016;7.937;5;0;5;3;28;279;2.158
4319703577;08/05/2016;3.672;2;  -  ;2;  -  ;  -  ;153;1.792
4319703577;09/05/2016;10.378;7;0;7;2;14;374;2.345
4319703577;10/05/2016;9.487;6;0;6;3;12;329;2.260
4319703577;11/05/2016;9.129;6;0;6;3;18;311;2.232
4319703577;12/05/2016;17;0;  -  ;0;  -  ;  -  ;2;257
4388161847;19/04/2016;10.181;8;1;7;20;16;249;3.015
4388161847;20/04/2016;10.553;8;1;7;19;42;228;3.083
4388161847;21/04/2016;10.055;8;0;7;7;12;272;3.069
4388161847;22/04/2016;12.139;9;3;6;77;25;220;3.544
4388161847;23/04/2016;13.236;10;5;5;58;5;215;3.306
4388161847;24/04/2016;10.243;8;1;7;14;8;239;2.885
4388161847;25/04/2016;12.961;10;1;9;11;31;301;3.288
4388161847;26/04/2016;9.461;7;1;6;14;23;224;2.929
4388161847;27/04/2016;11.193;9;1;8;11;48;241;3.074
4388161847;28/04/2016;10.074;8;1;6;19;9;234;2.969
4388161847;29/04/2016;9.232;7;1;6;13;16;236;2.979
4388161847;30/04/2016;12.533;10;1;9;14;43;300;3.283
4388161847;01/05/2016;10.255;8;1;7;12;15;241;2.926
4388161847;02/05/2016;10.096;8;4;5;33;4;204;3.147
4388161847;03/05/2016;12.727;10;1;9;18;18;306;3.290
4388161847;04/05/2016;12.375;10;3;7;35;21;251;3.162
4388161847;05/05/2016;9.603;7;1;7;12;39;199;2.899
4388161847;06/05/2016;13.175;10;2;8;33;45;262;3.425
4388161847;07/05/2016;22.770;18;9;8;120;56;260;4.022
4388161847;08/05/2016;17.298;14;10;4;107;38;178;3.934
4388161847;09/05/2016;10.218;8;0;8;6;19;258;3.013
4388161847;10/05/2016;10.299;8;1;7;13;14;267;3.061
4388161847;11/05/2016;10.201;8;1;8;8;18;256;2.954
4388161847;12/05/2016;3.369;3;  -  ;3;  -  ;  -  ;108;1.623
4445114986;01/05/2016;5.232;4;  -  ;4;  -  ;  -  ;240;2.246
4445114986;02/05/2016;6.910;5;2;2;27;4;200;2.336
4445114986;03/05/2016;7.502;5;2;3;30;2;233;2.421
4445114986;04/05/2016;2.923;2;  -  ;2;  -  ;  -  ;180;2.070
4445114986;05/05/2016;3.800;3;0;2;2;6;185;2.120
4445114986;06/05/2016;4.514;3;  -  ;3;  -  ;  -  ;229;2.211
4445114986;07/05/2016;5.183;4;2;1;26;4;108;2.123
4445114986;08/05/2016;7.303;5;  -  ;5;  -  ;8;308;2.423
4445114986;09/05/2016;5.275;4;  -  ;4;  -  ;  -  ;266;2.281
4445114986;10/05/2016;3.915;3;  -  ;3;  -  ;  -  ;231;2.181
4445114986;11/05/2016;9.105;6;2;4;34;22;232;2.499
4445114986;12/05/2016;768;1;  -  ;1;  -  ;  -  ;58;1.212
4558609924;17/04/2016;9.634;6;1;6;7;19;304;2.117
4558609924;18/04/2016;8.940;6;1;5;14;15;331;2.116
4558609924;19/04/2016;5.401;4;0;3;1;9;248;1.876
4558609924;20/04/2016;4.803;3;  -  ;3;  -  ;  -  ;222;1.788
4558609924;21/04/2016;13.743;9;0;9;6;21;432;2.486
4558609924;22/04/2016;9.601;6;1;5;20;25;273;2.094
4558609924;23/04/2016;6.890;5;0;4;5;5;308;2.085
4558609924;24/04/2016;8.563;6;  -  ;6;  -  ;  -  ;395;2.173
4558609924;25/04/2016;8.095;5;1;5;18;10;340;2.225
4558609924;26/04/2016;9.148;6;0;6;12;41;283;2.223
4558609924;27/04/2016;9.557;6;2;4;27;14;312;2.098
4558609924;28/04/2016;9.451;6;0;6;1;11;367;2.185
4558609924;29/04/2016;7.833;5;1;4;15;29;197;1.918
4558609924;30/04/2016;10.319;7;0;6;7;29;293;2.105
4558609924;01/05/2016;3.428;2;  -  ;2;  -  ;  -  ;190;1.692
4558609924;02/05/2016;7.891;5;  -  ;5;  -  ;  -  ;383;2.066
4558609924;03/05/2016;5.267;3;1;3;21;10;237;1.953
4558609924;04/05/2016;5.232;3;  -  ;3;  -  ;  -  ;252;1.842
4558609924;05/05/2016;10.611;7;1;7;14;8;370;2.262
4558609924;06/05/2016;3.755;2;  -  ;2;  -  ;  -  ;202;1.722
4558609924;07/05/2016;8.237;5;2;4;23;16;233;1.973
4558609924;08/05/2016;6.543;4;2;3;66;35;238;2.666
4558609924;09/05/2016;11.451;8;0;8;6;30;339;2.223
4558609924;10/05/2016;6.435;4;1;3;11;18;220;1.889
4558609924;11/05/2016;9.108;6;0;6;4;31;324;2.131
4558609924;12/05/2016;6.307;4;  -  ;4;  -  ;  -  ;247;1.452
4702921684;12/04/2016;7.213;6;  -  ;6;  -  ;  -  ;263;2.947
4702921684;13/04/2016;6.877;6;  -  ;6;  -  ;  -  ;258;2.898
4702921684;14/04/2016;7.860;6;  -  ;6;  -  ;  -  ;271;2.984
4702921684;15/04/2016;6.506;5;0;5;1;8;256;2.896
4702921684;16/04/2016;11.140;9;0;9;3;24;335;3.328
4702921684;17/04/2016;12.692;10;1;9;12;66;302;3.394
4702921684;18/04/2016;9.105;7;2;5;22;30;191;3.013
4702921684;19/04/2016;6.708;5;1;4;10;8;179;2.812
4702921684;20/04/2016;8.793;7;0;7;2;29;260;3.061
4702921684;21/04/2016;6.530;5;0;5;4;41;144;2.729
4702921684;22/04/2016;1.664;1;  -  ;1;  -  ;  -  ;72;2.241
4702921684;23/04/2016;15.126;12;1;11;9;66;408;3.691
4702921684;24/04/2016;15.050;12;1;11;15;95;281;3.538
4702921684;25/04/2016;9.167;7;0;7;6;15;270;3.064
4702921684;26/04/2016;6.108;5;0;5;1;8;216;2.784
4702921684;27/04/2016;7.047;6;0;6;1;16;238;2.908
4702921684;28/04/2016;9.023;7;1;6;14;9;232;3.033
4702921684;29/04/2016;9.930;8;1;7;12;19;267;3.165
4702921684;30/04/2016;10.144;8;0;8;4;36;263;3.115
4702921684;01/05/2016;  -  ;  -  ;  -  ;0;  -  ;  -  ;  -  ;2.017
4702921684;02/05/2016;7.245;6;0;6;5;40;195;2.859
4702921684;03/05/2016;9.454;8;  -  ;8;  -  ;  -  ;313;3.145
4702921684;04/05/2016;8.161;7;0;7;4;15;251;3.004
4702921684;05/05/2016;8.614;7;1;6;8;5;241;3.006
4702921684;06/05/2016;6.943;6;0;6;1;16;207;2.859
4702921684;07/05/2016;14.370;12;0;11;5;46;439;3.683
4702921684;08/05/2016;12.857;10;1;10;9;125;192;3.287
4702921684;09/05/2016;8.232;7;  -  ;7;  -  ;12;253;2.990
4702921684;10/05/2016;10.613;9;0;9;1;37;262;3.172
4702921684;11/05/2016;9.810;8;1;7;10;41;235;3.069
