Id;Steps Day;Steps Hour;No of Steps
1503960366;15/04/2016; 6 ;  -  
1503960366;15/04/2016; 7 ; 7 
1503960366;15/04/2016; 8 ; 55 
1503960366;15/04/2016; 9 ; 21 
1503960366;15/04/2016; 10 ; 154 
1503960366;15/04/2016; 11 ; 425 
1503960366;15/04/2016; 12 ; 270 
1503960366;15/04/2016; 13 ; 373 
1503960366;15/04/2016; 14 ;  -  
1503960366;15/04/2016; 15 ;  -  
1503960366;15/04/2016; 16 ;  -  
1503960366;15/04/2016; 17 ; 1.774 
1503960366;15/04/2016; 18 ; 509 
1503960366;15/04/2016; 19 ; 519 
1503960366;15/04/2016; 20 ; 77 
1503960366;15/04/2016; 21 ; 280 
1503960366;15/04/2016; 22 ; 2.145 
1503960366;15/04/2016; 23 ; 2.768 
1503960366;16/04/2016;  -  ; 459 
1503960366;16/04/2016; 1 ;  -  
1503960366;16/04/2016; 2 ; 63 
1503960366;16/04/2016; 3 ; 6 
1503960366;16/04/2016; 4 ; 6 
1503960366;16/04/2016; 5 ; 12 
1503960366;16/04/2016; 6 ;  -  
1503960366;16/04/2016; 7 ; 101 
1503960366;16/04/2016; 8 ; 175 
1503960366;16/04/2016; 9 ; 1.181 
1503960366;16/04/2016; 10 ; 1.295 
1503960366;16/04/2016; 11 ; 2.043 
1503960366;16/04/2016; 12 ; 1.513 
1503960366;16/04/2016; 13 ; 3.616 
1503960366;16/04/2016; 14 ; 580 
1503960366;16/04/2016; 15 ;  -  
1503960366;16/04/2016; 16 ; 15 
1503960366;16/04/2016; 17 ; 380 
1503960366;16/04/2016; 18 ; 96 
1503960366;16/04/2016; 19 ; 146 
1503960366;16/04/2016; 20 ; 385 
1503960366;16/04/2016; 21 ; 463 
1503960366;16/04/2016; 22 ; 42 
1503960366;16/04/2016; 23 ; 92 
1503960366;17/04/2016;  -  ;  -  
1503960366;17/04/2016; 1 ;  -  
1503960366;17/04/2016; 2 ;  -  
1503960366;17/04/2016; 3 ; 8 
1503960366;17/04/2016; 4 ;  -  
1503960366;17/04/2016; 5 ;  -  
1503960366;17/04/2016; 6 ;  -  
1503960366;17/04/2016; 7 ;  -  
1503960366;17/04/2016; 8 ;  -  
1503960366;17/04/2016; 9 ;  -  
1503960366;17/04/2016; 10 ;  -  
1503960366;17/04/2016; 11 ; 84 
1503960366;17/04/2016; 12 ; 260 
1503960366;17/04/2016; 13 ; 402 
1503960366;17/04/2016; 14 ; 252 
1503960366;17/04/2016; 15 ; 191 
1503960366;17/04/2016; 16 ; 13 
1503960366;17/04/2016; 17 ; 2.613 
1503960366;17/04/2016; 18 ; 1.616 
1503960366;17/04/2016; 19 ; 754 
1503960366;17/04/2016; 20 ; 2.955 
1503960366;17/04/2016; 21 ; 487 
1503960366;17/04/2016; 22 ; 70 
1503960366;17/04/2016; 23 ;  -  
1503960366;18/04/2016;  -  ; 416 
1503960366;18/04/2016; 1 ;  -  
1503960366;18/04/2016; 2 ;  -  
1503960366;18/04/2016; 3 ;  -  
1503960366;18/04/2016; 4 ;  -  
1503960366;18/04/2016; 5 ;  -  
1503960366;18/04/2016; 6 ;  -  
1503960366;18/04/2016; 7 ;  -  
1503960366;18/04/2016; 8 ;  -  
1503960366;18/04/2016; 9 ; 1.688 
1503960366;18/04/2016; 10 ; 380 
1503960366;18/04/2016; 11 ; 328 
1503960366;18/04/2016; 12 ; 1.306 
1503960366;18/04/2016; 13 ; 268 
1503960366;18/04/2016; 14 ; 137 
1503960366;18/04/2016; 15 ; 495 
1503960366;18/04/2016; 16 ; 277 
1503960366;18/04/2016; 17 ; 304 
1503960366;18/04/2016; 18 ; 4.074 
1503960366;18/04/2016; 19 ; 2.101 
1503960366;18/04/2016; 20 ; 28 
1503960366;18/04/2016; 21 ; 187 
1503960366;18/04/2016; 22 ; 542 
1503960366;18/04/2016; 23 ; 488 
1503960366;19/04/2016;  -  ;  -  
1503960366;19/04/2016; 1 ; 22 
1503960366;19/04/2016; 2 ;  -  
1503960366;19/04/2016; 3 ; 9 
1503960366;19/04/2016; 4 ;  -  
1503960366;19/04/2016; 5 ;  -  
1503960366;19/04/2016; 6 ; 7 
1503960366;19/04/2016; 7 ; 316 
1503960366;19/04/2016; 8 ; 1.656 
1503960366;19/04/2016; 9 ; 367 
1503960366;19/04/2016; 10 ; 203 
1503960366;19/04/2016; 11 ; 194 
1503960366;19/04/2016; 12 ; 1.887 
1503960366;19/04/2016; 13 ; 2.697 
1503960366;19/04/2016; 14 ; 409 
1503960366;19/04/2016; 15 ; 299 
1503960366;19/04/2016; 16 ; 297 
1503960366;19/04/2016; 17 ; 732 
1503960366;19/04/2016; 18 ; 1.280 
1503960366;19/04/2016; 19 ; 397 
1503960366;19/04/2016; 20 ; 2.487 
1503960366;19/04/2016; 21 ; 826 
1503960366;19/04/2016; 22 ; 52 
1503960366;19/04/2016; 23 ; 1.369 
1503960366;20/04/2016;  -  ; 16 
1503960366;20/04/2016; 1 ; 36 
1503960366;20/04/2016; 2 ;  -  
1503960366;20/04/2016; 3 ;  -  
1503960366;20/04/2016; 4 ;  -  
1503960366;20/04/2016; 5 ;  -  
1503960366;20/04/2016; 6 ;  -  
1503960366;20/04/2016; 7 ; 29 
1503960366;20/04/2016; 8 ; 264 
1503960366;20/04/2016; 9 ; 1.993 
1503960366;20/04/2016; 10 ; 459 
1503960366;20/04/2016; 11 ; 65 
1503960366;20/04/2016; 12 ; 185 
1503960366;20/04/2016; 13 ; 64 
1503960366;20/04/2016; 14 ; 1.270 
1503960366;20/04/2016; 15 ; 797 
1503960366;20/04/2016; 16 ; 261 
1503960366;20/04/2016; 17 ; 13 
1503960366;20/04/2016; 18 ; 1.308 
1503960366;20/04/2016; 19 ; 1.558 
1503960366;20/04/2016; 20 ; 499 
1503960366;20/04/2016; 21 ; 395 
1503960366;20/04/2016; 22 ; 77 
1503960366;20/04/2016; 23 ; 1.255 
1503960366;21/04/2016;  -  ; 17 
1503960366;21/04/2016; 1 ; 129 
1503960366;21/04/2016; 2 ; 81 
1503960366;21/04/2016; 3 ;  -  
1503960366;21/04/2016; 4 ;  -  
1503960366;21/04/2016; 5 ;  -  
1503960366;21/04/2016; 6 ;  -  
1503960366;21/04/2016; 7 ; 38 
1503960366;21/04/2016; 8 ; 245 
1503960366;21/04/2016; 9 ; 1.672 
1503960366;21/04/2016; 10 ; 255 
1503960366;21/04/2016; 11 ;  -  
1503960366;21/04/2016; 12 ; 384 
1503960366;21/04/2016; 13 ; 1.140 
1503960366;21/04/2016; 14 ; 12 
1503960366;21/04/2016; 15 ; 213 
1503960366;21/04/2016; 16 ; 26 
1503960366;21/04/2016; 17 ; 96 
1503960366;21/04/2016; 18 ; 213 
1503960366;21/04/2016; 19 ; 100 
1503960366;21/04/2016; 20 ; 3.541 
1503960366;21/04/2016; 21 ; 970 
1503960366;21/04/2016; 22 ; 89 
1503960366;21/04/2016; 23 ; 598 
1503960366;22/04/2016;  -  ;  -  
1503960366;22/04/2016; 1 ;  -  
1503960366;22/04/2016; 2 ;  -  
1503960366;22/04/2016; 3 ;  -  
1503960366;22/04/2016; 4 ;  -  
1503960366;22/04/2016; 5 ;  -  
1503960366;22/04/2016; 6 ;  -  
1503960366;22/04/2016; 7 ;  -  
1503960366;22/04/2016; 8 ;  -  
1503960366;22/04/2016; 9 ; 192 
1503960366;22/04/2016; 10 ; 29 
1503960366;22/04/2016; 11 ; 958 
1503960366;22/04/2016; 12 ; 38 
1503960366;22/04/2016; 13 ; 118 
1503960366;22/04/2016; 14 ;  -  
1503960366;22/04/2016; 15 ; 180 
1503960366;22/04/2016; 16 ; 22 
1503960366;22/04/2016; 17 ; 1.041 
1503960366;22/04/2016; 18 ; 514 
1503960366;22/04/2016; 19 ; 629 
1503960366;22/04/2016; 20 ; 329 
1503960366;22/04/2016; 21 ; 5.934 
1503960366;22/04/2016; 22 ; 855 
1503960366;22/04/2016; 23 ; 1.925 
1503960366;23/04/2016;  -  ; 182 
1503960366;23/04/2016; 1 ;  -  
1503960366;23/04/2016; 2 ; 11 
1503960366;23/04/2016; 3 ;  -  
1503960366;23/04/2016; 4 ;  -  
1503960366;23/04/2016; 5 ;  -  
1503960366;23/04/2016; 6 ; 12 
1503960366;23/04/2016; 7 ;  -  
1503960366;23/04/2016; 8 ; 127 
1503960366;23/04/2016; 9 ; 285 
1503960366;23/04/2016; 10 ; 49 
1503960366;23/04/2016; 11 ; 703 
1503960366;23/04/2016; 12 ; 1.597 
1503960366;23/04/2016; 13 ; 1.453 
1503960366;23/04/2016; 14 ; 202 
1503960366;23/04/2016; 15 ; 158 
1503960366;23/04/2016; 16 ; 2.008 
1503960366;23/04/2016; 17 ; 1.472 
1503960366;23/04/2016; 18 ; 2.569 
1503960366;23/04/2016; 19 ; 29 
1503960366;23/04/2016; 20 ; 142 
1503960366;23/04/2016; 21 ; 2.432 
1503960366;23/04/2016; 22 ; 709 
1503960366;23/04/2016; 23 ; 231 
1503960366;24/04/2016;  -  ; 141 
1503960366;24/04/2016; 1 ; 42 
1503960366;24/04/2016; 2 ;  -  
1503960366;24/04/2016; 3 ;  -  
1503960366;24/04/2016; 4 ; 8 
1503960366;24/04/2016; 5 ;  -  
1503960366;24/04/2016; 6 ; 7 
1503960366;24/04/2016; 7 ;  -  
1503960366;24/04/2016; 8 ; 8 
1503960366;24/04/2016; 9 ; 76 
1503960366;24/04/2016; 10 ; 492 
1503960366;24/04/2016; 11 ; 149 
1503960366;24/04/2016; 12 ; 548 
1503960366;24/04/2016; 13 ; 394 
1503960366;24/04/2016; 14 ; 26 
1503960366;24/04/2016; 15 ; 27 
1503960366;24/04/2016; 16 ; 885 
1503960366;24/04/2016; 17 ; 411 
1503960366;24/04/2016; 18 ; 911 
1503960366;24/04/2016; 19 ; 4.871 
1503960366;24/04/2016; 20 ; 342 
1503960366;24/04/2016; 21 ; 244 
1503960366;24/04/2016; 22 ; 66 
1503960366;24/04/2016; 23 ; 391 
1503960366;25/04/2016;  -  ; 95 
1503960366;25/04/2016; 1 ; 22 
1503960366;25/04/2016; 2 ; 97 
1503960366;25/04/2016; 3 ;  -  
1503960366;25/04/2016; 4 ; 25 
1503960366;25/04/2016; 5 ; 4 
1503960366;25/04/2016; 6 ;  -  
1503960366;25/04/2016; 7 ; 44 
1503960366;25/04/2016; 8 ; 426 
1503960366;25/04/2016; 9 ; 2.041 
1503960366;25/04/2016; 10 ; 258 
1503960366;25/04/2016; 11 ; 1.468 
1503960366;25/04/2016; 12 ; 707 
1503960366;25/04/2016; 13 ; 299 
1503960366;25/04/2016; 14 ; 94 
1503960366;25/04/2016; 15 ; 359 
1503960366;25/04/2016; 16 ; 263 
1503960366;25/04/2016; 17 ; 188 
1503960366;25/04/2016; 18 ; 116 
1503960366;25/04/2016; 19 ; 2.815 
1503960366;25/04/2016; 20 ; 895 
1503960366;25/04/2016; 21 ; 4.895 
1503960366;25/04/2016; 22 ; 188 
1503960366;25/04/2016; 23 ; 56 
1503960366;26/04/2016;  -  ; 101 
1503960366;26/04/2016; 1 ; 178 
1503960366;26/04/2016; 2 ;  -  
1503960366;26/04/2016; 3 ; 145 
1503960366;26/04/2016; 4 ;  -  
1503960366;26/04/2016; 5 ; 7 
1503960366;26/04/2016; 6 ;  -  
1503960366;26/04/2016; 7 ; 28 
1503960366;26/04/2016; 8 ; 173 
1503960366;26/04/2016; 9 ; 1.826 
1503960366;26/04/2016; 10 ; 666 
1503960366;26/04/2016; 11 ; 266 
1503960366;26/04/2016; 12 ; 415 
1503960366;26/04/2016; 13 ; 1.571 
1503960366;26/04/2016; 14 ; 1.998 
1503960366;26/04/2016; 15 ; 323 
1503960366;26/04/2016; 16 ; 697 
1503960366;26/04/2016; 17 ; 143 
1503960366;26/04/2016; 18 ; 2.513 
1503960366;26/04/2016; 19 ; 148 
1503960366;26/04/2016; 20 ; 1.649 
1503960366;26/04/2016; 21 ; 450 
1503960366;26/04/2016; 22 ; 148 
1503960366;26/04/2016; 23 ; 310 
1503960366;27/04/2016;  -  ; 277 
1503960366;27/04/2016; 1 ; 60 
1503960366;27/04/2016; 2 ; 17 
1503960366;27/04/2016; 3 ;  -  
1503960366;27/04/2016; 4 ;  -  
1503960366;27/04/2016; 5 ;  -  
1503960366;27/04/2016; 6 ;  -  
1503960366;27/04/2016; 7 ;  -  
1503960366;27/04/2016; 8 ;  -  
1503960366;27/04/2016; 9 ; 1.916 
1503960366;27/04/2016; 10 ; 502 
1503960366;27/04/2016; 11 ; 797 
1503960366;27/04/2016; 12 ; 701 
1503960366;27/04/2016; 13 ; 319 
1503960366;27/04/2016; 14 ; 1.932 
1503960366;27/04/2016; 15 ; 59 
1503960366;27/04/2016; 16 ; 98 
1503960366;27/04/2016; 17 ; 261 
1503960366;27/04/2016; 18 ; 2.714 
1503960366;27/04/2016; 19 ; 5.786 
1503960366;27/04/2016; 20 ; 2.420 
1503960366;27/04/2016; 21 ; 266 
1503960366;27/04/2016; 22 ;  -  
1503960366;27/04/2016; 23 ;  -  
1503960366;28/04/2016;  -  ;  -  
1503960366;28/04/2016; 1 ; 127 
1503960366;28/04/2016; 2 ;  -  
1503960366;28/04/2016; 3 ;  -  
1503960366;28/04/2016; 4 ;  -  
1503960366;28/04/2016; 5 ;  -  
1503960366;28/04/2016; 6 ;  -  
1503960366;28/04/2016; 7 ; 14 
1503960366;28/04/2016; 8 ; 128 
1503960366;28/04/2016; 9 ; 1.192 
1503960366;28/04/2016; 10 ; 987 
1503960366;28/04/2016; 11 ; 288 
1503960366;28/04/2016; 12 ; 317 
1503960366;28/04/2016; 13 ; 1.144 
1503960366;28/04/2016; 14 ; 1.512 
1503960366;28/04/2016; 15 ; 115 
1503960366;28/04/2016; 16 ; 554 
1503960366;28/04/2016; 17 ; 235 
1503960366;28/04/2016; 18 ; 1.829 
1503960366;28/04/2016; 19 ; 13 
1503960366;28/04/2016; 20 ; 2.122 
1503960366;28/04/2016; 21 ; 986 
1503960366;28/04/2016; 22 ; 16 
1503960366;28/04/2016; 23 ; 1.512 
1503960366;29/04/2016;  -  ; 202 
1503960366;29/04/2016; 1 ;  -  
1503960366;29/04/2016; 2 ; 71 
1503960366;29/04/2016; 3 ;  -  
1503960366;29/04/2016; 4 ;  -  
1503960366;29/04/2016; 5 ;  -  
1503960366;29/04/2016; 6 ;  -  
1503960366;29/04/2016; 7 ; 27 
1503960366;29/04/2016; 8 ; 201 
1503960366;29/04/2016; 9 ; 1.820 
1503960366;29/04/2016; 10 ; 44 
1503960366;29/04/2016; 11 ; 104 
1503960366;29/04/2016; 12 ; 214 
1503960366;29/04/2016; 13 ; 41 
1503960366;29/04/2016; 14 ; 1.711 
1503960366;29/04/2016; 15 ; 1.076 
1503960366;29/04/2016; 16 ; 285 
1503960366;29/04/2016; 17 ; 380 
1503960366;29/04/2016; 18 ; 118 
1503960366;29/04/2016; 19 ; 267 
1503960366;29/04/2016; 20 ; 386 
1503960366;29/04/2016; 21 ; 1.366 
1503960366;29/04/2016; 22 ; 1.111 
1503960366;29/04/2016; 23 ; 1.757 
1503960366;30/04/2016;  -  ; 19 
1503960366;30/04/2016; 1 ; 65 
1503960366;30/04/2016; 2 ;  -  
1503960366;30/04/2016; 3 ; 6 
1503960366;30/04/2016; 4 ;  -  
1503960366;30/04/2016; 5 ;  -  
1503960366;30/04/2016; 6 ;  -  
1503960366;30/04/2016; 7 ;  -  
1503960366;30/04/2016; 8 ; 60 
1503960366;30/04/2016; 9 ; 148 
1503960366;30/04/2016; 10 ; 239 
1503960366;30/04/2016; 11 ; 127 
1503960366;30/04/2016; 12 ; 92 
1503960366;30/04/2016; 13 ; 141 
1503960366;30/04/2016; 14 ; 520 
1503960366;30/04/2016; 15 ; 993 
1503960366;30/04/2016; 16 ; 3.388 
1503960366;30/04/2016; 17 ; 2.176 
1503960366;30/04/2016; 18 ; 2.319 
1503960366;30/04/2016; 19 ; 92 
1503960366;30/04/2016; 20 ; 117 
1503960366;30/04/2016; 21 ; 840 
1503960366;30/04/2016; 22 ; 2.139 
1503960366;30/04/2016; 23 ; 1.192 
1503960366;01/05/2016;  -  ; 247 
1503960366;01/05/2016; 1 ; 59 
1503960366;01/05/2016; 2 ; 36 
1503960366;01/05/2016; 3 ; 4 
1503960366;01/05/2016; 4 ;  -  
1503960366;01/05/2016; 5 ;  -  
1503960366;01/05/2016; 6 ;  -  
1503960366;01/05/2016; 7 ; 41 
1503960366;01/05/2016; 8 ; 94 
1503960366;01/05/2016; 9 ; 198 
1503960366;01/05/2016; 10 ; 146 
1503960366;01/05/2016; 11 ; 103 
1503960366;01/05/2016; 12 ; 130 
1503960366;01/05/2016; 13 ; 85 
1503960366;01/05/2016; 14 ; 540 
1503960366;01/05/2016; 15 ; 294 
1503960366;01/05/2016; 16 ; 823 
1503960366;01/05/2016; 17 ; 1.053 
1503960366;01/05/2016; 18 ; 2.007 
1503960366;01/05/2016; 19 ; 177 
1503960366;01/05/2016; 20 ; 93 
1503960366;01/05/2016; 21 ; 363 
1503960366;01/05/2016; 22 ; 1.552 
1503960366;01/05/2016; 23 ; 2.557 
1503960366;02/05/2016;  -  ;  -  
1503960366;02/05/2016; 1 ; 119 
1503960366;02/05/2016; 2 ;  -  
1503960366;02/05/2016; 3 ; 21 
1503960366;02/05/2016; 4 ;  -  
1503960366;02/05/2016; 5 ;  -  
1503960366;02/05/2016; 6 ;  -  
1503960366;02/05/2016; 7 ; 28 
1503960366;02/05/2016; 8 ; 245 
1503960366;02/05/2016; 9 ; 1.690 
1503960366;02/05/2016; 10 ; 369 
1503960366;02/05/2016; 11 ; 384 
1503960366;02/05/2016; 12 ; 2.116 
1503960366;02/05/2016; 13 ; 1.064 
1503960366;02/05/2016; 14 ; 355 
1503960366;02/05/2016; 15 ; 418 
1503960366;02/05/2016; 16 ; 420 
1503960366;02/05/2016; 17 ; 340 
1503960366;02/05/2016; 18 ; 227 
1503960366;02/05/2016; 19 ; 235 
1503960366;02/05/2016; 20 ; 3.903 
1503960366;02/05/2016; 21 ; 1.427 
1503960366;02/05/2016; 22 ; 945 
1503960366;02/05/2016; 23 ; 404 
1503960366;03/05/2016;  -  ; 55 
1503960366;03/05/2016; 1 ; 79 
1503960366;03/05/2016; 2 ; 20 
1503960366;03/05/2016; 3 ; 110 
1503960366;03/05/2016; 4 ;  -  
1503960366;03/05/2016; 5 ;  -  
1503960366;03/05/2016; 6 ; 16 
1503960366;03/05/2016; 7 ; 23 
1503960366;03/05/2016; 8 ; 158 
1503960366;03/05/2016; 9 ; 1.391 
1503960366;03/05/2016; 10 ; 955 
1503960366;03/05/2016; 11 ; 297 
1503960366;03/05/2016; 12 ; 396 
1503960366;03/05/2016; 13 ; 309 
1503960366;03/05/2016; 14 ; 384 
1503960366;03/05/2016; 15 ; 1.719 
1503960366;03/05/2016; 16 ; 870 
1503960366;03/05/2016; 17 ; 690 
1503960366;03/05/2016; 18 ; 3.119 
1503960366;03/05/2016; 19 ; 140 
1503960366;03/05/2016; 20 ; 6 
1503960366;03/05/2016; 21 ; 1.333 
1503960366;03/05/2016; 22 ; 2.549 
1503960366;03/05/2016; 23 ; 484 
1503960366;04/05/2016;  -  ; 400 
1503960366;04/05/2016; 1 ; 18 
1503960366;04/05/2016; 2 ;  -  
1503960366;04/05/2016; 3 ;  -  
1503960366;04/05/2016; 4 ;  -  
1503960366;04/05/2016; 5 ;  -  
1503960366;04/05/2016; 6 ;  -  
1503960366;04/05/2016; 7 ;  -  
1503960366;04/05/2016; 8 ; 68 
1503960366;04/05/2016; 9 ; 1.470 
1503960366;04/05/2016; 10 ; 598 
1503960366;04/05/2016; 11 ; 194 
1503960366;04/05/2016; 12 ; 366 
1503960366;04/05/2016; 13 ; 318 
1503960366;04/05/2016; 14 ; 2.284 
1503960366;04/05/2016; 15 ; 138 
1503960366;04/05/2016; 16 ; 144 
1503960366;04/05/2016; 17 ; 341 
1503960366;04/05/2016; 18 ; 2.041 
1503960366;04/05/2016; 19 ; 205 
1503960366;04/05/2016; 20 ; 1.316 
1503960366;04/05/2016; 21 ; 1.106 
1503960366;04/05/2016; 22 ; 93 
1503960366;04/05/2016; 23 ;  -  
1503960366;05/05/2016;  -  ; 70 
1503960366;05/05/2016; 1 ; 113 
1503960366;05/05/2016; 2 ; 19 
1503960366;05/05/2016; 3 ;  -  
1503960366;05/05/2016; 4 ; 44 
1503960366;05/05/2016; 5 ;  -  
1503960366;05/05/2016; 6 ; 8 
1503960366;05/05/2016; 7 ; 23 
1503960366;05/05/2016; 8 ; 107 
1503960366;05/05/2016; 9 ; 1.615 
1503960366;05/05/2016; 10 ; 360 
1503960366;05/05/2016; 11 ; 28 
1503960366;05/05/2016; 12 ; 318 
1503960366;05/05/2016; 13 ; 1.231 
1503960366;05/05/2016; 14 ; 375 
1503960366;05/05/2016; 15 ; 187 
1503960366;05/05/2016; 16 ; 989 
1503960366;05/05/2016; 17 ; 2.217 
1503960366;05/05/2016; 18 ; 715 
1503960366;05/05/2016; 19 ; 348 
1503960366;05/05/2016; 20 ; 283 
1503960366;05/05/2016; 21 ; 3.897 
1503960366;05/05/2016; 22 ; 900 
1503960366;05/05/2016; 23 ; 200 
1503960366;06/05/2016;  -  ; 186 
1503960366;06/05/2016; 1 ; 4 
1503960366;06/05/2016; 2 ; 88 
1503960366;06/05/2016; 3 ;  -  
1503960366;06/05/2016; 4 ; 19 
1503960366;06/05/2016; 5 ;  -  
1503960366;06/05/2016; 6 ;  -  
1503960366;06/05/2016; 7 ; 23 
1503960366;06/05/2016; 8 ; 146 
1503960366;06/05/2016; 9 ; 1.683 
1503960366;06/05/2016; 10 ; 504 
1503960366;06/05/2016; 11 ; 234 
1503960366;06/05/2016; 12 ; 261 
1503960366;06/05/2016; 13 ; 175 
1503960366;06/05/2016; 14 ; 535 
1503960366;06/05/2016; 15 ; 900 
1503960366;06/05/2016; 16 ; 335 
1503960366;06/05/2016; 17 ; 279 
1503960366;06/05/2016; 18 ; 1.532 
1503960366;06/05/2016; 19 ; 2.500 
1503960366;06/05/2016; 20 ; 255 
1503960366;06/05/2016; 21 ; 514 
1503960366;06/05/2016; 22 ; 375 
1503960366;06/05/2016; 23 ; 1.611 
1503960366;07/05/2016;  -  ; 168 
1503960366;07/05/2016; 1 ;  -  
1503960366;07/05/2016; 2 ; 19 
1503960366;07/05/2016; 3 ;  -  
1503960366;07/05/2016; 4 ;  -  
1503960366;07/05/2016; 5 ;  -  
1503960366;07/05/2016; 6 ;  -  
1503960366;07/05/2016; 7 ;  -  
1503960366;07/05/2016; 8 ; 132 
1503960366;07/05/2016; 9 ; 115 
1503960366;07/05/2016; 10 ; 1.291 
1503960366;07/05/2016; 11 ; 2.352 
1503960366;07/05/2016; 12 ; 129 
1503960366;07/05/2016; 13 ; 77 
1503960366;07/05/2016; 14 ; 125 
1503960366;07/05/2016; 15 ; 318 
1503960366;07/05/2016; 16 ; 259 
1503960366;07/05/2016; 17 ; 173 
1503960366;07/05/2016; 18 ; 253 
1503960366;07/05/2016; 19 ; 652 
1503960366;07/05/2016; 20 ; 102 
1503960366;07/05/2016; 21 ; 2.073 
1503960366;07/05/2016; 22 ; 3.696 
1503960366;07/05/2016; 23 ; 58 
1503960366;08/05/2016;  -  ; 147 
1503960366;08/05/2016; 1 ;  -  
1503960366;08/05/2016; 2 ;  -  
1503960366;08/05/2016; 3 ;  -  
1503960366;08/05/2016; 4 ; 6 
1503960366;08/05/2016; 5 ;  -  
1503960366;08/05/2016; 6 ; 7 
1503960366;08/05/2016; 7 ;  -  
1503960366;08/05/2016; 8 ;  -  
1503960366;08/05/2016; 9 ;  -  
1503960366;08/05/2016; 10 ;  -  
1503960366;08/05/2016; 11 ;  -  
1503960366;08/05/2016; 12 ; 511 
1503960366;08/05/2016; 13 ; 227 
1503960366;08/05/2016; 14 ; 660 
1503960366;08/05/2016; 15 ; 341 
1503960366;08/05/2016; 16 ; 100 
1503960366;08/05/2016; 17 ; 240 
1503960366;08/05/2016; 18 ; 4.472 
1503960366;08/05/2016; 19 ; 1.069 
1503960366;08/05/2016; 20 ; 793 
1503960366;08/05/2016; 21 ; 663 
1503960366;08/05/2016; 22 ; 553 
1503960366;08/05/2016; 23 ; 271 
1503960366;09/05/2016;  -  ; 135 
1503960366;09/05/2016; 1 ;  -  
1503960366;09/05/2016; 2 ;  -  
1503960366;09/05/2016; 3 ;  -  
1503960366;09/05/2016; 4 ;  -  
