timestamp,equipment_id,site_id,temperature,vibration,engine_hours,fault_code,gps_lat,gps_lon
2024-01-01 03:45:00,CNV002,QLD001,119.3,115.66,1028.63,CRITICAL_ENGINE,,
2024-01-01 03:50:00,TRK014,NSW001,69.5,23.79,1031.4,,-32.451383726314056,151.23492599625655
2024-01-01 03:55:00,TRK009,QLD001,77.1,18.5,1024.88,,,
2024-01-01 04:00:00,TRK005,NSW001,84.9,6.56,1032.33,WARN_TEMP,-32.44860323043319,151.23618158828407
2024-01-01 04:05:00,CNV001,NSW001,60.4,26.34,1034.03,WARN_TEMP,,
2024-01-01 04:10:00,CRU003,NSW001,,11.82,1029.86,WARN_TEMP,,
2024-01-01 04:15:00,CRU001,QLD001,,29.52,1030.84,WARN_TEMP,,
2024-01-01 04:20:00,CRU001,WA001,85.7,11.5,1029.27,WARN_TEMP,,
2024-01-01 04:25:00,CNV001,QLD001,117.1,16.76,1033.99,,,
2024-01-01 04:30:00,TRK012,WA001,106.9,28.74,1028.99,,-22.34317328686828,117.11817089883777
2024-01-01 04:35:00,TRK004,NSW001,,14.22,1033.56,CRITICAL_ENGINE,-32.452332855428075,151.2400558377235
2024-01-01 04:40:00,TRK010,WA001,115.7,14.38,1037.41,,-22.35408007044314,117.12721228831866
2024-01-01 04:45:00,TRK004,NSW001,,8.03,1038.34,,-32.45975592469383,151.2330675602647
2024-01-01 04:50:00,EXC002,NSW001,111.0,29.02,1035.36,WARN_TEMP,-32.452553827125875,151.23320974290016
2024-01-01 04:55:00,EXC006,QLD001,115.2,25.64,1035.42,,,
2024-01-01 05:00:00,CNV003,WA001,87.0,21.7,1033.36,WARN_TEMP,,
2024-01-01 05:05:00,TRK006,QLD001,107.9,22.53,1033.26,,,
2024-01-01 05:10:00,TRK007,WA001,84.4,16.9,1038.12,WARN_TEMP,-22.339741342637353,117.11526106701109
2024-01-01 05:15:00,CRU002,WA001,94.9,15.64,1038.96,,,
2024-01-01 05:20:00,TRK015,QLD001,73.8,23.57,1041.51,CRITICAL_ENGINE,,
2024-01-01 05:25:00,TRK007,NSW001,103.5,12.07,1033.51,,-32.4607750707347,151.23171762138298
2024-01-01 05:30:00,CRU002,NSW001,62.7,28.6,1039.38,WARN_TEMP,,
2024-01-01 05:35:00,TRK001,NSW001,88.7,90.1,1042.12,,-32.45025768709401,151.23251414884504
2024-01-01 05:40:00,EXC006,NSW001,69.0,29.85,1035.18,WARN_TEMP,-32.45457364697514,151.24031481659688
2024-01-01 05:45:00,EXC002,QLD001,86.6,92.22,1040.71,WARN_VIB,,
2024-01-01 05:50:00,TRK004,WA001,75.9,18.8,1036.57,WARN_TEMP,-22.346589925907647,117.12527622390239
2024-01-01 05:55:00,TRK008,QLD001,,22.18,1044.74,CRITICAL_ENGINE,,
2024-01-01 06:00:00,CNV002,WA001,92.7,25.67,1036.71,,,
2024-01-01 06:05:00,EXC005,NSW001,,16.72,1039.54,WARN_TEMP,-32.447846475185116,151.23450944354235
2024-01-01 06:10:00,TRK003,NSW001,85.9,7.28,1046.62,WARN_VIB,-32.4549575413658,151.2249149091243
2024-01-01 06:15:00,CNV003,QLD001,105.8,16.06,1040.28,WARN_VIB,,
2024-01-01 06:20:00,CNV003,QLD001,,13.03,1039.05,,,
2024-01-01 06:25:00,CRU002,QLD001,116.7,16.37,1041.65,,,
2024-01-01 06:30:00,CNV001,QLD001,,26.73,1043.62,,,
2024-01-01 06:35:00,TRK012,NSW001,,10.09,1044.99,,-32.45793767809855,151.23846500058244
2024-01-01 06:40:00,EXC006,NSW001,,5.34,1044.08,,-32.446854857212095,151.2427585975697
2024-01-01 06:45:00,TRK004,NSW001,,17.72,1043.23,WARN_TEMP,-32.44709510734793,151.2293746181215
2024-01-01 06:50:00,TRK013,WA001,,26.6,1043.76,WARN_TEMP,-22.348802495137715,117.12915434811529
2024-01-01 06:55:00,TRK001,QLD001,,21.5,1050.15,WARN_TEMP,,
2024-01-01 07:00:00,TRK012,QLD001,92.6,9.72,1048.97,WARN_VIB,,
2024-01-01 07:05:00,CNV001,QLD001,104.7,14.65,1049.14,CRITICAL_ENGINE,,
2024-01-01 07:10:00,EXC001,WA001,117.9,26.13,1044.0,WARN_TEMP,-22.355293048041695,117.11628310831934
2024-01-01 07:15:00,TRK005,WA001,118.2,21.25,1052.02,CRITICAL_ENGINE,-22.338413156316637,117.12100018795046
2024-01-01 07:20:00,CRU002,QLD001,188,22.11,1046.87,,,
2024-01-01 07:25:00,TRK014,WA001,,9.16,1047.49,,-22.354680180626456,117.12932286930325
2024-01-01 07:30:00,TRK012,QLD001,91.9,9.25,1045.79,WARN_TEMP,,
2024-01-01 07:35:00,TRK008,QLD001,,11.35,1048.05,,,
2024-01-01 07:40:00,TRK015,QLD001,69.5,19.69,1052.39,WARN_TEMP,,
2024-01-01 07:45:00,TRK015,QLD001,83.1,19.3,1052.25,CRITICAL_ENGINE,,
2024-01-01 07:50:00,CNV003,NSW001,60.5,29.34,1056.11,CRITICAL_ENGINE,,
2024-01-01 07:55:00,TRK010,WA001,81.1,21.94,1054.71,CRITICAL_ENGINE,-22.34198289811636,117.11613558476988
2024-01-01 08:00:00,EXC006,NSW001,107.3,8.29,1057.1,,-32.45175038270123,151.22801280140888
2024-01-01 08:05:00,EXC003,QLD001,114.8,25.62,1053.32,,,
2024-01-01 08:10:00,TRK011,WA001,64.5,21.91,1055.74,WARN_TEMP,-22.336254605054002,117.12949175288041
2024-01-01 08:15:00,CNV002,QLD001,92.2,21.81,1055.35,CRITICAL_ENGINE,,
2024-01-01 08:20:00,TRK004,NSW001,61.5,27.88,1052.21,,-32.453991921552436,151.23378535072646
2024-01-01 08:25:00,EXC006,QLD001,62.7,84.64,1052.85,WARN_VIB,,
2024-01-01 08:30:00,TRK015,QLD001,104.6,23.56,1052.55,WARN_TEMP,,
2024-01-01 08:35:00,CNV003,QLD001,116.3,10.43,1055.95,,,
2024-01-01 08:40:00,TRK004,NSW001,114.1,11.9,1061.68,WARN_TEMP,-32.46486653152365,151.22874211630847
2024-01-01 08:45:00,TRK001,WA001,,19.11,1053.19,WARN_VIB,-22.351456852593067,117.11771902703838
2024-01-01 08:50:00,TRK011,WA001,,29.6,1062.88,WARN_VIB,-22.35058691606544,117.11688994241803
2024-01-01 08:55:00,TRK001,WA001,107.4,9.36,1054.02,CRITICAL_ENGINE,-22.3471807888618,117.11567298613573
2024-01-01 09:00:00,TRK015,QLD001,66.5,6.08,1061.83,CRITICAL_ENGINE,,
2024-01-01 09:05:00,TRK015,NSW001,,15.04,1061.36,WARN_TEMP,-32.452451973702054,151.23337124658727
2024-01-01 09:10:00,TRK011,NSW001,67.6,22.8,1058.81,WARN_VIB,-32.456088863251374,151.2335743083515
2024-01-01 09:15:00,TRK004,NSW001,99.3,26.64,1059.8,,-32.45842372857646,151.2410483844956
2024-01-01 09:20:00,CRU003,WA001,78.8,107.47,1060.74,,,
2024-01-01 09:25:00,TRK003,QLD001,104.3,19.66,1062.12,,,
2024-01-01 09:30:00,TRK014,QLD001,,27.9,1057.51,,,
2024-01-01 09:35:00,TRK012,WA001,72.8,7.71,1065.95,,-22.353302293729396,117.1189713642499
2024-01-01 09:40:00,TRK014,NSW001,,21.07,1058.26,CRITICAL_ENGINE,-32.4501107842008,151.22984895450307
2024-01-01 09:45:00,CRU002,QLD001,,8.58,1065.07,,,
2024-01-01 09:50:00,EXC006,WA001,91.8,8.94,1062.12,,-22.340063287600668,117.12475187113229
2024-01-01 09:55:00,TRK002,WA001,97.1,21.55,1064.36,WARN_TEMP,-22.347316325242346,117.11771137930675
2024-01-01 10:00:00,TRK012,QLD001,100.7,12.71,1062.21,WARN_VIB,,
2024-01-01 10:05:00,TRK007,QLD001,,12.24,1061.7,WARN_TEMP,,
2024-01-01 10:10:00,TRK006,WA001,102.2,25.16,1061.72,CRITICAL_ENGINE,-22.354753954768746,117.11377483073171
2024-01-01 10:15:00,TRK011,NSW001,84.3,15.13,1071.16,,-32.45067355691379,151.2368625052661
2024-01-01 10:20:00,TRK012,WA001,66.4,6.97,1070.71,CRITICAL_ENGINE,-22.34880973437703,117.12006137244987
2024-01-01 10:25:00,EXC002,NSW001,90.6,23.18,1070.69,,-32.461974623021064,151.22742888436554
2024-01-01 10:30:00,EXC005,WA001,,24.32,1067.94,WARN_VIB,-22.340402457007848,117.1223781051399
2024-01-01 10:35:00,EXC004,NSW001,97.5,8.77,1064.18,WARN_TEMP,-32.45407229759949,151.24042659358304
2024-01-01 10:40:00,TRK012,NSW001,87.7,12.18,1070.45,,-32.45439983223169,151.23464135634669
2024-01-01 10:45:00,EXC003,NSW001,,21.3,1067.72,WARN_TEMP,-32.45667265396254,151.24365444717733
2024-01-01 10:50:00,CNV002,QLD001,,5.98,1072.08,WARN_TEMP,,
2024-01-01 10:55:00,EXC005,WA001,115.1,21.97,1066.02,CRITICAL_ENGINE,-22.342653892860614,117.1147182370856
2024-01-01 11:00:00,CRU001,QLD001,103.4,26.83,1069.33,WARN_VIB,,
2024-01-01 11:05:00,TRK012,QLD001,,19.88,1075.88,,,
2024-01-01 11:10:00,EXC006,QLD001,,23.47,1073.85,WARN_VIB,,
2024-01-01 11:15:00,CRU001,QLD001,61.1,93.67,1075.16,,,
2024-01-01 11:20:00,TRK005,WA001,110.7,25.88,1076.84,,-22.342361415252572,117.13092785545086
2024-01-01 11:25:00,EXC005,QLD001,70.9,27.57,1075.71,,,
2024-01-01 11:30:00,CRU001,NSW001,86.7,16.22,1074.34,,,
2024-01-01 11:35:00,CNV002,QLD001,,19.26,1073.91,,,
2024-01-01 11:40:00,EXC002,NSW001,69.7,26.83,1070.52,WARN_TEMP,-32.449217661098956,151.23559081490848
2024-01-01 11:45:00,EXC002,WA001,105.8,8.68,1074.87,,-22.339265934882892,117.13109259547437
2024-01-01 11:50:00,TRK014,WA001,82.4,10.61,1074.19,,-22.338816474247768,117.12639921368589
2024-01-01 11:55:00,TRK005,WA001,109.8,22.64,1075.99,,-22.337482850217935,117.11378007769822
2024-01-01 12:00:00,TRK005,NSW001,,24.4,1074.38,,-32.46574501106762,151.23289651087507
2024-01-01 12:05:00,TRK015,WA001,114.3,17.88,1074.92,,-22.349774560244494,117.11343128671867
2024-01-01 12:10:00,EXC004,QLD001,100.1,28.84,1078.44,WARN_VIB,,
2024-01-01 12:15:00,TRK013,QLD001,83.2,13.93,1074.18,,,
2024-01-01 12:20:00,EXC006,WA001,,6.11,1079.46,CRITICAL_ENGINE,-22.352098217458966,117.12898285186957
2024-01-01 12:25:00,CRU002,QLD001,108.7,16.44,1077.43,,,
2024-01-01 12:30:00,TRK002,QLD001,,101.72,1077.53,CRITICAL_ENGINE,,
2024-01-01 12:35:00,TRK012,WA001,,14.2,1084.39,CRITICAL_ENGINE,-22.346805267325845,117.13252957435648
2024-01-01 12:40:00,TRK006,QLD001,82.0,7.07,1080.24,WARN_TEMP,,
2024-01-01 12:45:00,CNV003,WA001,79.3,12.66,1082.53,WARN_TEMP,,
2024-01-01 12:50:00,TRK015,QLD001,103.6,15.87,1083.39,,,
2024-01-01 12:55:00,EXC006,QLD001,108.1,85.71,1083.58,WARN_TEMP,,
2024-01-01 13:00:00,TRK003,WA001,,19.18,1084.05,CRITICAL_ENGINE,-22.346601548625706,117.120819290151
2024-01-01 13:05:00,TRK003,NSW001,82.0,29.01,1078.76,,-32.456719120794865,151.23223974760077
2024-01-01 13:10:00,TRK009,QLD001,,22.35,1088.99,,,
2024-01-01 13:15:00,TRK003,QLD001,102.8,29.19,1089.37,CRITICAL_ENGINE,,
2024-01-01 13:20:00,TRK003,NSW001,113.5,28.18,1086.38,,-32.45652488509651,151.22692724910158
2024-01-01 13:25:00,TRK005,WA001,250,16.69,1090.33,,-22.34336103274759,117.11512430963305
2024-01-01 13:30:00,CRU002,NSW001,84.6,8.13,1084.17,,,
2024-01-01 13:35:00,CRU001,NSW001,112.7,9.55,1091.16,WARN_TEMP,,
2024-01-01 13:40:00,TRK002,WA001,78.2,10.64,1091.47,WARN_VIB,-22.33770148166358,117.13031867412312
2024-01-01 13:45:00,EXC006,NSW001,97.5,21.02,1088.42,WARN_VIB,-32.46361611466241,151.23767465746766
2024-01-01 13:50:00,EXC005,QLD001,,5.71,1083.45,CRITICAL_ENGINE,,
2024-01-01 13:55:00,TRK009,NSW001,94.3,27.22,1088.96,CRITICAL_ENGINE,-32.44756699660091,151.2341588963635
2024-01-01 14:00:00,CRU001,QLD001,64.4,17.11,1086.04,WARN_VIB,,
2024-01-01 14:05:00,CRU002,QLD001,,85.23,1088.21,WARN_VIB,,
2024-01-01 14:10:00,TRK008,QLD001,87.0,28.63,1093.64,WARN_TEMP,,
2024-01-01 14:15:00,TRK006,QLD001,,8.98,1095.46,WARN_TEMP,,
2024-01-01 14:20:00,TRK010,QLD001,116.7,88.61,1089.53,,,
2024-01-01 14:25:00,EXC005,NSW001,77.1,8.35,1089.14,,-32.45142286471676,151.23181874705034
2024-01-01 14:30:00,EXC004,NSW001,93.2,24.11,1089.8,WARN_VIB,-32.45309202719762,151.22687622039447
2024-01-01 14:35:00,TRK013,QLD001,,23.87,1089.49,WARN_VIB,,
2024-01-01 14:40:00,TRK002,WA001,102.8,8.72,1096.93,,-22.34904068304727,117.1256613624213
2024-01-01 14:45:00,EXC005,NSW001,,17.74,1093.4,WARN_VIB,-32.46070418870525,151.24081497666486
2024-01-01 14:50:00,CRU001,WA001,,23.13,1095.88,,,
2024-01-01 14:55:00,TRK009,NSW001,,23.04,1095.34,,-32.4562153533475,151.23892365670497
2024-01-01 15:00:00,TRK013,WA001,,22.51,1091.91,WARN_TEMP,-22.349326150331084,117.11642862516238
2024-01-01 15:05:00,TRK014,NSW001,,23.4,1091.12,,-32.45632633576879,151.23571773545817
2024-01-01 15:10:00,EXC001,NSW001,117.4,18.66,1097.76,CRITICAL_ENGINE,-32.45308508220862,151.24057305060228
2024-01-01 15:15:00,EXC001,WA001,,28.54,1101.32,,-22.34150198126327,117.12720479823128
2024-01-01 15:20:00,EXC001,QLD001,116.1,19.34,1097.43,WARN_TEMP,,
2024-01-01 15:25:00,CNV001,WA001,77.3,16.06,1095.06,WARN_TEMP,,
2024-01-01 15:30:00,CNV003,NSW001,93.7,23.52,1095.39,,,
2024-01-01 15:35:00,EXC002,WA001,63.1,7.51,1101.21,,-22.33630962465549,117.13295821423667
2024-01-01 15:40:00,EXC006,QLD001,72.0,21.15,1103.08,,,
2024-01-01 15:45:00,TRK008,NSW001,,28.04,1098.68,,-32.448021547788436,151.22522679698426
2024-01-01 15:50:00,CNV002,QLD001,104.9,5.94,1097.98,WARN_VIB,,
2024-01-01 15:55:00,TRK011,QLD001,98.5,8.35,1100.54,,,
2024-01-01 16:00:00,TRK004,QLD001,87.5,23.42,1103.91,WARN_VIB,,
2024-01-01 16:05:00,TRK007,WA001,98.3,13.2,1100.51,,-22.351904375979053,117.11621223751268
2024-01-01 16:10:00,TRK008,WA001,74.1,92.08,1104.23,,-22.350368936983692,117.12059104181122
2024-01-01 16:15:00,CRU001,WA001,69.6,27.2,1105.2,CRITICAL_ENGINE,,
2024-01-01 16:20:00,TRK010,QLD001,73.1,23.69,1104.06,WARN_TEMP,,
2024-01-01 16:25:00,EXC001,NSW001,,22.01,1104.46,,-32.4561898668756,151.23506346248146
2024-01-01 16:30:00,EXC004,WA001,92.9,8.75,1102.28,WARN_VIB,-22.34676318894681,117.12700590475879
2024-01-01 16:35:00,EXC001,WA001,,8.3,1103.65,WARN_VIB,-22.35444526438135,117.12264756611478
2024-01-01 16:40:00,CRU003,WA001,109.0,6.13,1103.45,,,
2024-01-01 16:45:00,TRK002,WA001,,9.5,1101.85,CRITICAL_ENGINE,-22.33603333430152,117.12631761636194
2024-01-01 16:50:00,TRK013,QLD001,,22.07,1107.62,WARN_VIB,,
2024-01-01 16:55:00,TRK012,WA001,92.2,10.57,1101.53,,-22.336030186346417,117.1226600780239
2024-01-01 17:00:00,TRK014,NSW001,73.8,9.71,1110.75,,-32.4660556537018,151.23770395371605
2024-01-01 17:05:00,TRK001,WA001,66.1,22.58,1102.99,CRITICAL_ENGINE,-22.35471526539888,117.12217925622976
2024-01-01 17:10:00,CNV001,WA001,119.6,19.4,1108.77,CRITICAL_ENGINE,,
2024-01-01 17:15:00,TRK008,QLD001,,15.34,1106.25,WARN_VIB,,
2024-01-01 17:20:00,CRU003,WA001,85.6,117.66,1110.71,WARN_VIB,,
2024-01-01 17:25:00,TRK014,QLD001,82.6,26.23,1107.51,CRITICAL_ENGINE,,
2024-01-01 17:30:00,TRK015,WA001,118.1,11.07,1107.03,CRITICAL_ENGINE,-22.354018591332103,117.1223957365166
2024-01-01 17:35:00,EXC003,NSW001,,20.12,1105.9,,-32.46293673412134,151.23973392835074
2024-01-01 17:40:00,EXC003,WA001,112.2,80.61,1115.37,CRITICAL_ENGINE,-22.353253676011136,117.13339144014036
2024-01-01 17:45:00,TRK008,NSW001,72.3,24.39,1110.31,WARN_VIB,-32.453725573200096,151.23066844568572
2024-01-01 17:50:00,EXC001,QLD001,118.9,27.86,1110.71,WARN_TEMP,,
2024-01-01 17:55:00,TRK008,NSW001,75.6,15.44,1109.02,,-32.46209962747993,151.2358957902541
2024-01-01 18:00:00,EXC003,NSW001,,17.22,1115.24,CRITICAL_ENGINE,-32.456888088348386,151.22786467291903
2024-01-01 18:05:00,TRK006,WA001,,18.55,1114.92,,-22.34512111169192,117.1301813698719
2024-01-01 18:10:00,CNV003,NSW001,60.4,6.7,1110.51,,,
2024-01-01 18:15:00,TRK012,WA001,100.0,17.2,1109.57,WARN_VIB,-22.347373229835654,117.11373452295206
2024-01-01 18:20:00,EXC003,QLD001,108.8,27.74,1111.07,,,
2024-01-01 18:25:00,TRK008,WA001,75.1,6.98,1120.09,WARN_TEMP,-22.34429995635104,117.1332046606328
2024-01-01 18:30:00,CRU001,WA001,111.5,14.48,1116.53,,,
2024-01-01 18:35:00,CRU002,WA001,110.7,29.43,1121.24,WARN_VIB,,
2024-01-01 18:40:00,TRK008,WA001,,11.78,1121.24,CRITICAL_ENGINE,-22.33708830379838,117.13138623301731
2024-01-01 18:45:00,TRK002,WA001,,103.48,1120.02,CRITICAL_ENGINE,-22.3391819522443,117.13197749880507
2024-01-01 18:50:00,EXC004,WA001,111.0,14.6,1120.4,CRITICAL_ENGINE,-22.341116728598116,117.12341585703275
2024-01-01 18:55:00,TRK002,WA001,110.3,28.87,1117.47,,-22.355007486821098,117.11886654057258
2024-01-01 19:00:00,EXC001,WA001,116.5,21.52,1114.86,WARN_VIB,-22.3496924103859,117.11832899562614
2024-01-01 19:05:00,TRK009,WA001,107.0,14.02,1115.42,,-22.346705282700075,117.12862692982402
2024-01-01 19:10:00,TRK003,WA001,93.4,7.24,1120.54,WARN_VIB,-22.343639124044117,117.11988860661145
2024-01-01 19:15:00,TRK010,QLD001,65.1,29.45,1121.22,,,
2024-01-01 19:20:00,TRK006,WA001,76.1,11.9,1119.0,,-22.34837750175421,117.13228444591263
2024-01-01 19:25:00,EXC001,NSW001,87.5,14.89,1124.92,WARN_TEMP,-32.45061847076085,151.23109083432558
2024-01-01 19:30:00,CNV003,NSW001,,28.68,1119.01,,,
2024-01-01 19:35:00,TRK013,QLD001,101.7,11.06,1121.26,WARN_TEMP,,
2024-01-01 19:40:00,EXC004,WA001,92.7,28.83,1122.62,CRITICAL_ENGINE,-22.351407032072775,117.12935371042063
2024-01-01 19:45:00,TRK003,QLD001,68.4,8.85,1122.73,WARN_TEMP,,
2024-01-01 19:50:00,EXC005,QLD001,92.1,15.46,1119.37,,,
2024-01-01 19:55:00,CNV002,NSW001,114.9,21.62,1121.16,WARN_VIB,,
2024-01-01 20:00:00,EXC006,NSW001,118.0,7.65,1120.99,,-32.4564864751895,151.23487595533697
2024-01-01 20:05:00,EXC004,WA001,83.5,17.51,1123.95,,-22.34594457831017,117.11930864441037
2024-01-01 20:10:00,TRK003,WA001,,13.58,1128.84,WARN_VIB,-22.345941480024415,117.12292325062418
2024-01-01 20:15:00,CRU002,QLD001,78.0,26.23,1127.98,CRITICAL_ENGINE,,
2024-01-01 20:20:00,CRU003,WA001,93.1,16.55,1129.98,CRITICAL_ENGINE,,
2024-01-01 20:25:00,EXC006,NSW001,61.8,19.81,1126.39,CRITICAL_ENGINE,-32.46240407789859,151.2300668966103
2024-01-01 20:30:00,CNV002,WA001,108.0,9.93,1124.14,CRITICAL_ENGINE,,
2024-01-01 20:35:00,EXC002,NSW001,83.3,13.8,1128.08,,-32.45042523491478,151.23861976721892
2024-01-01 20:40:00,EXC005,NSW001,68.0,9.58,1130.93,WARN_VIB,-32.4589307346138,151.23642851634887
2024-01-01 20:45:00,TRK014,WA001,92.2,9.33,1126.17,,-22.352794069298046,117.11969160029322
2024-01-01 20:50:00,TRK002,QLD001,,14.6,1130.62,CRITICAL_ENGINE,,
2024-01-01 20:55:00,CRU001,QLD001,110.4,5.77,1133.11,,,
2024-01-01 21:00:00,TRK008,NSW001,106.8,17.38,1131.11,WARN_VIB,-32.46441586697282,151.24000226055728
2024-01-01 21:05:00,TRK012,NSW001,236,29.74,1127.52,CRITICAL_ENGINE,-32.451673090105125,151.23045417870205
2024-01-01 21:10:00,TRK015,QLD001,109.0,111.03,1129.37,CRITICAL_ENGINE,,
2024-01-01 21:15:00,TRK012,NSW001,85.7,25.34,1135.55,WARN_VIB,-32.45968369042094,151.2301217003758
2024-01-01 21:20:00,TRK011,NSW001,94.4,27.5,1136.15,,-32.447444560100124,151.24021382096583
2024-01-01 21:25:00,TRK009,NSW001,112.0,25.71,1136.11,CRITICAL_ENGINE,-32.45884598499396,151.2273434326615
2024-01-01 21:30:00,EXC006,QLD001,64.5,15.07,1136.5,CRITICAL_ENGINE,,
2024-01-01 21:35:00,TRK012,QLD001,,24.35,1136.83,CRITICAL_ENGINE,,
2024-01-01 21:40:00,EXC006,NSW001,111.0,29.2,1138.25,WARN_TEMP,-32.46132926323371,151.24106687234098
2024-01-01 21:45:00,EXC004,WA001,89.1,6.21,1131.5,WARN_TEMP,-22.355274372952547,117.13198865750695
2024-01-01 21:50:00,TRK015,WA001,,116.38,1139.82,,-22.352420450741885,117.13205451125452
2024-01-01 21:55:00,EXC006,QLD001,82.3,14.91,1134.56,CRITICAL_ENGINE,,
2024-01-01 22:00:00,TRK014,NSW001,65.7,19.84,1137.19,WARN_TEMP,-32.46651426104783,151.23841194214575
2024-01-01 22:05:00,TRK014,NSW001,64.2,7.56,1135.63,,-32.463957414105124,151.239969209673
2024-01-01 22:10:00,TRK005,NSW001,,5.21,1139.5,WARN_TEMP,-32.45967624562346,151.22876110902845
2024-01-01 22:15:00,TRK014,NSW001,111.6,23.81,1139.4,WARN_TEMP,-32.459669287192334,151.23308777483024
2024-01-01 22:20:00,TRK008,QLD001,74.9,12.12,1143.41,,,
2024-01-01 22:25:00,CRU001,QLD001,96.4,21.15,1142.34,,,
2024-01-01 22:30:00,TRK004,WA001,95.6,119.48,1144.34,,-22.347863235023496,117.13017946605808
2024-01-01 22:35:00,EXC003,NSW001,88.3,19.68,1135.64,,-32.465903462761254,151.22570937719175
