,id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2018,minimum_nights,number_of_reviews,reviews_per_month,availability_2019
100,70284,Chinatown,37.79363898204185,-122.40634723482724,Shared room,30,,30,12,0.13,348
101,70753,Financial District,37.79446982345703,-122.40450489784357,Shared room,45,321.0,1,340,3.56,52
102,71645,Bernal Heights,37.74577518746264,-122.40841196868364,Private room,109,224.0,3,104,3.09,344
103,71779,Inner Richmond,37.77624826509971,-122.46465687469065,Entire home/apt,80,,30,2,0.02,298
104,72365,Western Addition,37.775181247967524,-122.43334092158028,Entire home/apt,100,279.0,30,64,0.68,307
105,72444,Financial District,37.79308771358162,-122.40443145073387,Shared room,38,330.0,1,342,3.65,31
106,72921,Western Addition,37.77587983423838,-122.43143095984578,Entire home/apt,95,,30,49,0.52,317
107,73011,South of Market,37.77025729875716,-122.41854672356712,Entire home/apt,270,,30,30,0.38,365
108,74451,Western Addition,37.773876709923954,-122.43297568688288,Entire home/apt,120,,30,17,0.2,341
109,74758,Excelsior,37.73137082430299,-122.42531805584379,Private room,40,120.0,30,34,0.36,363
110,75422,Excelsior,37.73127948759723,-122.424726996644,Private room,35,69.0,30,9,0.11,188
111,75423,Excelsior,37.7304802544081,-122.42493583612392,Private room,40,145.0,30,33,0.36,365
112,77175,Glen Park,37.73838179478437,-122.43375157200887,Entire home/apt,135,202.0,3,261,2.79,154
113,77932,Excelsior,37.73133675895826,-122.42456556245136,Private room,49,8.0,30,20,0.24,357
114,78651,Mission,37.75615409729817,-122.41927153123531,Private room,75,34.0,2,73,0.8,365
115,80394,Haight Ashbury,37.77065365786201,-122.44252070747329,Entire home/apt,140,,30,11,0.19,78
116,81158,Western Addition,37.78493236128104,-122.44617874146972,Entire home/apt,83,,30,12,0.13,217
117,81256,Excelsior,37.731521543095994,-122.42547026238549,Private room,40,0.0,30,19,0.21,258
118,81535,Downtown/Civic Center,37.780246825684266,-122.41309674864809,Entire home/apt,250,,30,14,0.2,279
119,82919,Bernal Heights,37.73429819825516,-122.42092134075443,Private room,115,288.0,3,368,3.95,72
120,83257,Western Addition,37.78528002426264,-122.44358154469023,Private room,90,176.0,1,84,0.91,253
121,83553,Outer Richmond,37.774825536612354,-122.5095180808837,Entire home/apt,85,0.0,30,6,0.07,362
122,84777,Castro/Upper Market,37.759693505843174,-122.4444486787198,Entire home/apt,85,,4,213,2.31,50
123,87640,Noe Valley,37.74549596568911,-122.42898445047337,Private room,115,145.0,2,314,3.38,30
124,91957,Haight Ashbury,37.76193577248815,-122.4492861428232,Entire home/apt,248,59.0,30,94,1.07,339
125,95243,North Beach,37.80298721188276,-122.40936987959715,Entire home/apt,400,,2,31,0.34,35
126,96383,Pacific Heights,37.79175618189418,-122.42475524420394,Private room,59,54.0,30,129,1.4,320
127,99094,Mission,37.768086305165035,-122.42439033142362,Entire home/apt,185,,5,11,0.12,0
128,100710,Mission,37.75629055903744,-122.42517753276407,Entire home/apt,450,12.0,4,10,0.11,135
129,102213,Russian Hill,37.801524079564906,-122.41430793244173,Entire home/apt,165,154.0,30,107,1.16,324
130,102951,Chinatown,37.79297219150865,-122.40663639438749,Shared room,30,,30,5,0.07,365
131,105497,Outer Sunset,37.75753701604279,-122.49852483616777,Private room,85,,30,3,0.21,365
132,106025,Downtown/Civic Center,37.785349475972616,-122.41514600966632,Entire home/apt,130,,30,58,0.63,313
133,109883,West of Twin Peaks,37.73327365354464,-122.46434558077836,Entire home/apt,125,0.0,2,311,3.42,336
134,110825,Bayview,37.715486716683905,-122.38922416156313,Entire home/apt,120,57.0,30,8,0.09,311
135,113211,Chinatown,37.792941231143644,-122.40658665179993,Shared room,30,32.0,30,14,0.18,335
136,114401,Castro/Upper Market,37.761015773096254,-122.43005445179884,Private room,125,20.0,1,483,5.27,347
137,115242,North Beach,37.805911719564854,-122.40829886506624,Entire home/apt,125,122.0,30,5,0.05,309
138,117955,South of Market,37.775408075445405,-122.4114224310228,Entire home/apt,250,304.0,30,82,1.1,0
139,122829,Downtown/Civic Center,37.773808277791204,-122.42148271904918,Entire home/apt,75,,30,70,0.77,63
140,124011,Inner Sunset,37.76333989510342,-122.46947555681659,Entire home/apt,580,23.0,5,9,0.17,89
141,126046,Haight Ashbury,37.7681347587221,-122.44493597270329,Entire home/apt,150,118.0,30,80,0.91,296
142,128230,Castro/Upper Market,37.75886842493242,-122.4356477818782,Entire home/apt,328,134.0,3,137,1.5,249
143,130775,Haight Ashbury,37.76608594076294,-122.45126197318658,Private room,65,0.0,32,10,0.13,365
144,130805,Mission,37.75586065788621,-122.42091933940463,Entire home/apt,97,,30,63,0.69,235
145,132441,Bernal Heights,37.739736814648204,-122.42299429786104,Private room,69,286.0,1,99,1.09,165
146,134015,Marina,37.80356039109715,-122.42588865524272,Entire home/apt,275,355.0,3,68,0.75,24
147,137546,Bernal Heights,37.747078099302705,-122.42456382413224,Private room,102,232.0,2,207,2.53,124
148,138592,Mission,37.75557545386986,-122.42474067635095,Entire home/apt,1200,122.0,4,24,0.27,30
149,138619,North Beach,37.79835394401653,-122.40419704528624,Entire home/apt,150,0.0,2,51,0.56,289
150,138681,South of Market,37.7728428945825,-122.39686539739073,Entire home/apt,500,57.0,180,2,0.02,359
151,138772,Castro/Upper Market,37.75822672204274,-122.43273310309284,Private room,150,203.0,5,54,0.6,136
152,140568,Bernal Heights,37.738735662423146,-122.41623805097369,Private room,90,,2,150,1.66,43
153,142177,Outer Richmond,37.78470578372941,-122.48124967080864,Entire home/apt,425,312.0,3,174,2.0,2
154,144043,Bernal Heights,37.74547473165871,-122.40725882207606,Private room,98,,2,134,1.47,26
155,144978,Pacific Heights,37.79335720433158,-122.42506231886728,Private room,56,2.0,30,116,1.29,348
156,145886,Mission,37.764087334815436,-122.41658968757608,Entire home/apt,395,,30,112,1.24,319
157,147443,Diamond Heights,37.745987813468844,-122.4453204670415,Entire home/apt,230,,30,107,1.18,350
158,148559,Castro/Upper Market,37.76787021889577,-122.43172219789791,Entire home/apt,275,361.0,4,19,0.21,0
159,148769,Twin Peaks,37.75195065585714,-122.4492788119738,Entire home/apt,115,,30,87,1.6,280
160,150053,South of Market,37.78759758847618,-122.39222388419763,Entire home/apt,600,,30,12,0.14,365
161,150347,Mission,37.76202211098672,-122.41876038242056,Entire home/apt,179,116.0,30,116,1.29,273
162,150848,Potrero Hill,37.7619953856549,-122.39391467062444,Private room,75,280.0,3,201,2.28,106
163,162934,Outer Richmond,37.77760606429601,-122.50378426358351,Entire home/apt,149,31.0,4,199,2.21,321
164,164207,West of Twin Peaks,37.74159258435915,-122.46578197080092,Private room,69,215.0,4,322,3.57,116
165,166199,Castro/Upper Market,37.761936301723864,-122.432392028553,Entire home/apt,220,41.0,4,153,1.73,52
166,166771,Haight Ashbury,37.76827235107756,-122.44678432093524,Entire home/apt,185,1.0,30,150,1.69,280
167,174679,Mission,37.75452315126554,-122.40715577753849,Private room,80,,3,9,0.1,336
168,175090,Financial District,37.79018403099442,-122.40474841078851,Entire home/apt,110,57.0,30,24,0.27,360
169,175102,Financial District,37.790763899804475,-122.40402958480206,Entire home/apt,135,0.0,30,49,0.55,339
170,176092,Mission,37.7527174181433,-122.4093400525747,Entire home/apt,117,,3,277,3.09,106
171,176274,Excelsior,37.73142636465153,-122.4232500338415,Private room,38,,30,8,0.09,365
172,178532,Inner Richmond,37.77556129112249,-122.45497960310252,Private room,140,28.0,1,119,1.33,281
173,178740,Inner Richmond,37.77818014233496,-122.45420265281116,Entire home/apt,178,,7,129,1.44,7
174,180233,Castro/Upper Market,37.75656890220272,-122.4326266944107,Entire home/apt,100,,30,18,0.21,254
175,181407,Glen Park,37.73723251874856,-122.43138991828741,Entire home/apt,170,,3,13,0.15,41
176,183859,Glen Park,37.73625671585987,-122.436769660021,Entire home/apt,220,44.0,3,198,2.49,299
177,187730,Mission,37.757567277655575,-122.41939471332493,Private room,75,75.0,3,96,1.08,348
178,189068,Bernal Heights,37.738563917776105,-122.4168710846286,Private room,90,306.0,2,164,1.84,38
179,189894,Marina,37.8031780774682,-122.42977370463731,Entire home/apt,150,197.0,5,33,0.44,70
180,191632,Haight Ashbury,37.77310912173779,-122.44978613353844,Entire home/apt,138,33.0,2,404,4.54,243
181,199480,Bernal Heights,37.74556736984753,-122.41187307695988,Private room,90,359.0,3,183,2.06,334
182,201313,North Beach,37.803403578686215,-122.40484501149777,Entire home/apt,182,,30,2,0.29,365
183,201579,Western Addition,37.77755721542998,-122.43326351433011,Entire home/apt,136,92.0,30,212,2.4,313
184,205842,Potrero Hill,37.764874220246675,-122.39762672259356,Entire home/apt,230,30.0,1,641,8.26,342
185,206566,Chinatown,37.79507376561988,-122.40497703714732,Shared room,30,,30,9,0.14,347
186,206634,Chinatown,37.79466144926989,-122.40523328020731,Shared room,30,,30,5,0.06,352
187,206637,Chinatown,37.79290806707532,-122.4063745666461,Shared room,30,0.0,30,3,0.05,365
188,207980,Noe Valley,37.744458920842575,-122.43775665670208,Entire home/apt,295,131.0,2,319,3.63,189
189,208727,Outer Richmond,37.78264838532081,-122.48971185845508,Private room,79,0.0,30,28,0.36,179
190,208831,Russian Hill,37.80242099129454,-122.41440194674657,Entire home/apt,165,225.0,3,419,4.78,110
191,209514,Haight Ashbury,37.771184017561175,-122.44962559309751,Private room,92,5.0,1,378,4.29,361
192,212265,Mission,37.75551488421959,-122.40882423277814,Entire home/apt,245,,7,1,1.0,106
193,212783,Haight Ashbury,37.77107885841311,-122.4494183501758,Private room,98,14.0,1,350,3.97,344
194,213532,Haight Ashbury,37.77084767118647,-122.44811347552229,Private room,78,4.0,1,385,4.38,337
195,216042,Bernal Heights,37.74382383173753,-122.41772673251323,Entire home/apt,147,317.0,5,49,0.56,250
196,216064,Outer Mission,37.72652011758496,-122.43467912368631,Private room,75,0.0,2,85,0.97,0
197,217106,Haight Ashbury,37.76468089662926,-122.44523144708471,Entire home/apt,110,,30,42,0.48,320
198,218567,Western Addition,37.78594364770903,-122.432192875102,Entire home/apt,200,28.0,30,88,1.0,345
199,220418,Haight Ashbury,37.77042069769517,-122.45019258502148,Private room,78,12.0,1,358,4.07,349
200,220780,Outer Richmond,37.77579266404861,-122.50701883931028,Private room,162,,30,0,,82
201,221342,Russian Hill,37.80281100414563,-122.41539590929222,Private room,139,290.0,2,166,1.89,60
202,224579,Mission,37.75631936972899,-122.4047789531847,Entire home/apt,145,301.0,30,61,0.7,37
203,225205,Mission,37.76096715422161,-122.4231304577762,Private room,115,321.0,2,357,4.07,62
204,225933,Castro/Upper Market,37.768402646885946,-122.43086055330338,Private room,99,328.0,3,176,2.06,151
205,226594,Haight Ashbury,37.76968016797141,-122.45193249782152,Private room,120,11.0,1,81,0.92,326
206,229240,Financial District,37.79341363789447,-122.40339940420168,Shared room,45,340.0,1,308,3.52,54
207,229319,Bernal Heights,37.73818715881532,-122.41566294993788,Entire home/apt,135,,30,18,0.22,127
208,231129,Nob Hill,37.79113834524172,-122.4102947801119,Entire home/apt,995,4.0,1,58,0.69,322
209,231752,Noe Valley,37.755647273756225,-122.44021786803921,Entire home/apt,250,87.0,30,74,0.87,350
210,232060,Inner Sunset,37.75854624312175,-122.46444357577276,Entire home/apt,99,0.0,30,113,1.36,188
211,234394,Inner Richmond,37.78448987541317,-122.46188101322069,Entire home/apt,195,172.0,4,39,0.46,312
212,238190,Russian Hill,37.803009263105885,-122.41580891918602,Private room,99,294.0,2,185,2.13,63
213,238204,Parkside,37.741738929681155,-122.5043467564314,Entire home/apt,135,1.0,3,179,2.06,329
214,241235,Financial District,37.792707729105295,-122.40382575340776,Shared room,45,332.0,1,292,3.36,51
215,242008,South of Market,37.77498573484536,-122.40634931130349,Entire home/apt,160,341.0,3,50,0.73,35
216,242477,Castro/Upper Market,37.7596710266809,-122.44256903873709,Entire home/apt,175,,120,16,0.19,351
217,244361,Chinatown,37.795322529995055,-122.40862666255622,Entire home/apt,135,,30,69,0.8,185
218,245339,Downtown/Civic Center,37.78303500445085,-122.41942178110571,Entire home/apt,138,,30,8,0.14,306
219,252867,Potrero Hill,37.75888606618256,-122.39538804401352,Entire home/apt,280,100.0,6,20,0.24,91
220,254953,Golden Gate Park,37.770270857904244,-122.51090525601583,Entire home/apt,165,6.0,185,2,0.04,177
221,256148,Castro/Upper Market,37.76188298040355,-122.44215252096134,Private room,139,210.0,1,525,6.11,154
222,256176,Inner Richmond,37.77579193825386,-122.45504496210104,Private room,100,16.0,2,263,3.06,322
223,258786,Bernal Heights,37.743504427230775,-122.4080544588173,Private room,75,,30,10,0.12,40
224,258873,North Beach,37.801335092416714,-122.40713759432148,Private room,89,,2,288,3.8,246
225,259621,Financial District,37.79469729962835,-122.40373662568413,Shared room,45,319.0,1,195,2.27,59
226,259622,Financial District,37.794409864746655,-122.40472525122536,Shared room,45,336.0,1,191,2.3,57
227,259919,Inner Sunset,37.76470344764796,-122.45368384354009,Entire home/apt,114,,30,13,0.15,0
228,269371,Castro/Upper Market,37.762944812486616,-122.43973594027395,Private room,95,13.0,2,159,1.86,353
229,269463,Haight Ashbury,37.76710858506811,-122.4515121884875,Entire home/apt,250,329.0,2,112,1.31,39
230,271505,Castro/Upper Market,37.766388176882735,-122.4292570976588,Private room,160,316.0,3,182,2.16,59
231,271602,South of Market,37.776414297518365,-122.40453636486582,Entire home/apt,133,32.0,30,98,1.16,365
232,273530,Potrero Hill,37.756123238724534,-122.39966658849838,Entire home/apt,325,357.0,4,31,0.51,54
233,274334,Outer Sunset,37.75345980283525,-122.50358489575858,Private room,92,178.0,3,58,0.69,118
234,276072,Mission,37.7683311279676,-122.425919906527,Private room,95,,2,45,0.59,15
235,277339,Outer Mission,37.72681357623567,-122.4341905417405,Entire home/apt,110,137.0,3,311,3.7,187
236,279184,Mission,37.752904965565634,-122.41552660816635,Entire home/apt,575,,4,12,0.14,0
237,280549,West of Twin Peaks,37.73773412930746,-122.44955527998941,Private room,250,32.0,1,35,0.53,336
238,284117,Noe Valley,37.74334023349654,-122.42931645550048,Entire home/apt,111,247.0,2,202,2.45,155
239,285499,Castro/Upper Market,37.76287558879188,-122.43815168195792,Entire home/apt,210,,30,2,0.04,365
240,285755,Mission,37.75394850236603,-122.41917251022949,Private room,145,,3,104,1.24,1
241,286311,Castro/Upper Market,37.76274918440637,-122.44251542727513,Entire home/apt,475,,5,12,0.38,0
242,287907,Outer Mission,37.732245589382885,-122.43614258253294,Entire home/apt,300,350.0,3,62,0.76,10
243,288213,Potrero Hill,37.75971287904621,-122.38833336444763,Entire home/apt,190,162.0,2,168,2.02,282
244,292723,Excelsior,37.730964599490534,-122.42377947897072,Private room,40,0.0,30,18,0.22,349
245,295240,Castro/Upper Market,37.762674171448104,-122.43919495998337,Entire home/apt,299,122.0,2,117,1.41,234
246,295565,Excelsior,37.73030099066968,-122.42464476259345,Private room,28,,30,7,0.08,309
247,297897,Outer Sunset,37.75737019803541,-122.5061943752885,Entire home/apt,299,,2,193,2.45,20
248,298368,Mission,37.76258853204935,-122.41747642643881,Entire home/apt,160,42.0,30,57,0.69,365
249,300589,Parkside,37.744337871868794,-122.47266130785195,Private room,99,185.0,3,273,3.35,0
250,307837,Noe Valley,37.751310000955854,-122.43699616577317,Entire home/apt,159,227.0,7,50,0.63,299
251,308885,North Beach,37.7995421626789,-122.4067873761932,Entire home/apt,225,11.0,30,109,1.43,365
252,310254,Downtown/Civic Center,37.77737870327946,-122.42087023774494,Entire home/apt,258,,30,12,0.15,219
253,314248,Pacific Heights,37.7902555838612,-122.43640408433694,Entire home/apt,325,202.0,7,36,0.58,309
254,314368,North Beach,37.80345294762515,-122.40798115140404,Entire home/apt,375,,1,21,3.26,0
255,317078,Western Addition,37.776117706150174,-122.43292340525869,Entire home/apt,140,,30,12,0.15,303
256,317121,Haight Ashbury,37.76641273887561,-122.44666924969944,Entire home/apt,90,,30,25,0.31,220
257,323635,Excelsior,37.726064170903285,-122.43231633847375,Private room,55,6.0,2,53,0.66,181
258,325478,Mission,37.760654170558475,-122.42413536603495,Entire home/apt,315,326.0,4,104,1.26,41
259,326650,Western Addition,37.786334036087425,-122.43216649776436,Entire home/apt,139,,30,34,0.43,365
260,329020,South of Market,37.78277527541262,-122.39337425288224,Entire home/apt,250,,30,6,0.07,20
261,330535,Haight Ashbury,37.768922881983386,-122.44614722135277,Entire home/apt,189,127.0,30,111,1.35,220
262,330736,Mission,37.76592346046789,-122.40628420511749,Entire home/apt,295,269.0,2,48,0.58,9
263,334339,Castro/Upper Market,37.762951077807756,-122.44259230880787,Private room,99,215.0,3,154,2.01,76
264,334886,Marina,37.80432485435444,-122.44601381922487,Private room,140,10.0,2,126,1.54,353
265,338849,Western Addition,37.78524709667271,-122.43050614417362,Private room,99,,30,3,0.05,335
266,340429,Potrero Hill,37.75992352108469,-122.39492312065978,Entire home/apt,160,,2,18,0.34,0
267,342420,Castro/Upper Market,37.760521816496,-122.42938676366028,Entire home/apt,595,342.0,4,15,0.34,89
268,345760,Castro/Upper Market,37.76478537116977,-122.43610593676745,Entire home/apt,119,,30,11,0.18,214
269,348580,Bernal Heights,37.74270981420035,-122.41954733598743,Entire home/apt,160,349.0,3,29,0.36,0
270,348714,Haight Ashbury,37.773065331275674,-122.4429333266213,Entire home/apt,190,246.0,3,311,3.84,21
271,350391,Noe Valley,37.746034934698464,-122.43714633619136,Private room,185,119.0,2,145,1.76,0
272,350479,Mission,37.7571063635956,-122.40962695573792,Private room,60,176.0,1,34,0.44,339
273,351881,Castro/Upper Market,37.76174166551883,-122.443387993719,Private room,125,25.0,2,332,4.05,339
274,351950,Excelsior,37.72964986680759,-122.42538864365874,Private room,35,13.0,30,19,0.24,365
