,id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2018,minimum_nights,number_of_reviews,reviews_per_month,availability_2019
178,320689,Zuid,52.3491899761009,4.858891147328281,Entire home/apt,88,,1,32,0.4,0
179,325165,Centrum-Oost,52.37073252478772,4.928607658807339,Entire home/apt,80,,3,24,0.35,0
180,329577,Zuid,52.35157006940396,4.849302410206958,Entire home/apt,190,,2,36,0.44,21
181,331946,De Baarsjes - Oud-West,52.36181544971878,4.856987624920197,Entire home/apt,275,356.0,2,23,0.37,0
182,335197,Centrum-West,52.3704158509066,4.889335098555673,Entire home/apt,175,,3,102,1.26,1
183,340994,Centrum-Oost,52.36884439013096,4.906479868020015,Entire home/apt,140,215.0,4,34,0.42,65
184,342540,Watergraafsmeer,52.3566559259347,4.933655150598123,Private room,72,20.0,2,226,2.78,334
185,343094,Oud-Oost,52.35549014520654,4.9085239968759655,Private room,96,145.0,3,298,3.71,240
186,345397,De Pijp - Rivierenbuurt,52.35711088030786,4.903913951254411,Entire home/apt,169,364.0,2,38,0.47,0
187,347272,Centrum-West,52.3762616668596,4.8781816402362175,Entire home/apt,129,,4,50,0.62,5
188,349208,Oud-Oost,52.351351900423715,4.9177942864427,Private room,75,17.0,2,81,1.05,314
189,350271,IJburg - Zeeburgereiland,52.36075570338882,4.988761589662034,Entire home/apt,395,7.0,7,3,0.07,358
190,356220,Centrum-Oost,52.35989203954985,4.893966153096777,Private room,120,217.0,2,160,1.96,3
191,356424,Westerpark,52.37855001279298,4.87036896319253,Entire home/apt,100,,5,16,0.2,0
192,357980,De Baarsjes - Oud-West,52.365451615757415,4.875296384968482,Entire home/apt,245,319.0,2,70,0.86,6
193,359298,Centrum-Oost,52.362873802035686,4.9101519849131465,Entire home/apt,150,,4,108,1.33,123
194,359408,Centrum-West,52.3663006202557,4.880362689046959,Entire home/apt,99,,3,66,0.84,1
195,361342,Centrum-West,52.38029175778536,4.893370169574942,Entire home/apt,299,,4,94,1.17,13
196,362458,Centrum-Oost,52.37021068428303,4.930074872762538,Entire home/apt,80,,4,47,0.65,14
197,364728,Centrum-Oost,52.371015879048564,4.930616986250456,Entire home/apt,129,27.0,2,148,1.83,316
198,366438,Centrum-Oost,52.36850150619426,4.896692850156722,Private room,170,212.0,2,394,4.86,160
199,367107,Centrum-Oost,52.362482395341395,4.902040840800507,Entire home/apt,170,332.0,3,6,0.15,8
200,367491,De Baarsjes - Oud-West,52.36594092995622,4.878068144957083,Entire home/apt,165,306.0,2,58,0.71,13
201,370695,Centrum-West,52.370006922285384,4.8878736006932035,Entire home/apt,190,319.0,7,104,1.3,63
202,370870,Centrum-Oost,52.36430151718033,4.905423277688136,Entire home/apt,100,254.0,5,40,0.49,14
203,378523,Centrum-Oost,52.3721309699917,4.9037882171024245,Entire home/apt,280,261.0,3,88,1.16,152
204,379143,De Pijp - Rivierenbuurt,52.35397725203687,4.904327780949765,Private room,85,296.0,3,82,4.06,74
205,379885,Oud-Oost,52.35466251384658,4.907630215719822,Entire home/apt,199,31.0,3,41,0.51,314
206,384909,Centrum-West,52.373928142075776,4.8779306825068565,Entire home/apt,199,274.0,2,104,1.28,0
207,386479,Centrum-West,52.371979491307535,4.875612251968058,Private room,100,21.0,2,113,1.43,17
208,387644,Westerpark,52.37926631635374,4.877495439022881,Entire home/apt,300,364.0,4,51,0.65,0
209,390894,Centrum-West,52.37170239002863,4.877288495130244,Entire home/apt,225,0.0,1,34,0.43,355
210,392003,Centrum-West,52.37187604299336,4.876419661464853,Private room,55,50.0,2,165,2.09,12
211,396125,Centrum-West,52.37914263423,4.884930466253877,Private room,70,328.0,3,503,6.24,23
212,400325,Centrum-Oost,52.361233419864966,4.894886639744007,Entire home/apt,140,,2,53,0.65,0
213,402353,Watergraafsmeer,52.3541445044911,4.9342754622923115,Entire home/apt,130,120.0,2,121,1.55,202
214,406794,Oud-Oost,52.36130708101714,4.925787213006578,Entire home/apt,150,,2,8,0.24,0
215,408794,De Baarsjes - Oud-West,52.3597097567875,4.861774202515398,Entire home/apt,129,61.0,3,23,0.31,5
216,409893,Centrum-Oost,52.363865735041855,4.8953790996935895,Entire home/apt,160,,6,96,1.2,240
217,410998,De Baarsjes - Oud-West,52.37130639414874,4.87287175014137,Entire home/apt,120,,2,6,0.12,0
218,414865,Zuid,52.35098813463605,4.846646282429849,Entire home/apt,115,285.0,4,7,0.17,55
219,414917,Centrum-Oost,52.36299894155552,4.899171691731012,Entire home/apt,299,7.0,180,78,0.98,358
220,415619,Oostelijk Havengebied - Indische Buurt,52.369581714368636,4.935160978566824,Entire home/apt,145,62.0,2,57,0.72,247
221,418098,De Baarsjes - Oud-West,52.36872131205867,4.860219830421077,Entire home/apt,185,,3,19,0.24,0
222,418901,Centrum-West,52.37937483615373,4.893615757464223,Entire home/apt,260,,7,39,0.5,272
223,422044,Centrum-West,52.379989088868605,4.893881514844094,Entire home/apt,275,352.0,7,128,1.61,260
224,424248,Geuzenveld - Slotermeer,52.371981450637314,4.83354187468096,Entire home/apt,105,298.0,2,30,0.37,155
225,425575,Centrum-Oost,52.36216056517296,4.895037828314399,Entire home/apt,140,,6,92,1.15,324
226,431206,Zuid,52.35453344848232,4.8752212558292385,Entire home/apt,250,,2,21,0.27,0
227,431635,Bos en Lommer,52.37852708756858,4.855730952745263,Entire home/apt,65,,3,13,0.17,0
228,432233,Centrum-Oost,52.3617700401836,4.887437204979946,Entire home/apt,300,,3,23,0.29,363
229,432610,De Pijp - Rivierenbuurt,52.3477569167267,4.9061689576766065,Entire home/apt,99,,1,0,,98
230,432750,De Pijp - Rivierenbuurt,52.34786818603733,4.90790904389846,Entire home/apt,28,,10,1,0.22,0
231,434097,Centrum-Oost,52.36408774295845,4.922077786001281,Private room,82,221.0,2,175,2.52,29
232,437757,De Pijp - Rivierenbuurt,52.352980432988225,4.9051204461631865,Entire home/apt,109,114.0,4,113,1.41,35
233,438089,De Baarsjes - Oud-West,52.36149890877554,4.867808450956324,Private room,99,149.0,2,133,1.76,136
234,439097,De Baarsjes - Oud-West,52.36993756986935,4.867074086243472,Entire home/apt,125,350.0,4,48,0.71,0
235,440992,Zuid,52.34278599412925,4.849848651254993,Entire home/apt,150,324.0,3,92,1.16,42
236,441424,Oostelijk Havengebied - Indische Buurt,52.373786853846376,4.944882122498465,Entire home/apt,150,323.0,3,27,0.35,41
237,442105,De Baarsjes - Oud-West,52.37202251108621,4.870931150477715,Entire home/apt,250,185.0,2,102,1.3,225
238,443698,Centrum-Oost,52.360354701922276,4.899665438779062,Private room,135,142.0,1,46,0.59,193
239,444935,Centrum-Oost,52.364456681307466,4.8887065976776425,Entire home/apt,149,,4,9,0.34,0
240,446592,De Pijp - Rivierenbuurt,52.358520093449314,4.903558256143318,Private room,100,16.0,2,184,2.31,350
241,446999,De Baarsjes - Oud-West,52.361048160108794,4.866996723810226,Private room,89,145.0,2,245,3.27,142
242,447151,Zuid,52.353527871358594,4.8470901311746735,Entire home/apt,85,,4,70,0.87,4
243,450767,Centrum-Oost,52.37007373806571,4.901695876112567,Entire home/apt,255,,3,59,0.78,117
244,451408,De Pijp - Rivierenbuurt,52.3507558444754,4.890155937469404,Entire home/apt,240,361.0,4,44,0.55,4
245,451719,Centrum-West,52.371155314957406,4.878959760656713,Entire home/apt,175,64.0,3,60,0.76,320
246,454056,Oostelijk Havengebied - Indische Buurt,52.37175820609724,4.950291753295827,Entire home/apt,125,360.0,4,28,0.36,0
247,455881,Oud-Oost,52.35698256769386,4.920605929326942,Entire home/apt,175,,3,18,0.23,82
248,460469,Oud-Oost,52.360480049733106,4.926849572550374,Entire home/apt,110,,3,46,0.58,0
249,462341,Centrum-West,52.373932570783175,4.893548611587601,Entire home/apt,170,363.0,3,26,0.59,2
250,462809,Oostelijk Havengebied - Indische Buurt,52.37458934130694,4.943733512896456,Private room,72,111.0,3,211,2.71,9
251,466259,Oud-Oost,52.35643226560935,4.90674701940424,Entire home/apt,235,,3,2,0.06,0
252,467103,Centrum-West,52.37074432303853,4.894354369870574,Entire home/apt,160,,2,150,1.89,0
253,467581,Centrum-West,52.37618660902663,4.886181500639763,Entire home/apt,240,,3,153,1.94,0
254,467852,Centrum-West,52.36816644448256,4.8845408343283365,Entire home/apt,647,46.0,7,16,0.2,271
255,474452,De Baarsjes - Oud-West,52.369745426732855,4.860264786370328,Entire home/apt,125,,3,28,0.41,0
256,480245,Oud-Oost,52.35408510547038,4.912887311384521,Entire home/apt,150,28.0,2,14,0.32,0
257,481664,Westerpark,52.39038482976692,4.891275742539776,Private room,105,31.0,2,362,6.04,276
258,483779,Slotervaart,52.34931579908979,4.831327287524187,Private room,72,,2,38,1.47,0
259,484836,De Baarsjes - Oud-West,52.370659805670606,4.8602548587307375,Entire home/apt,140,,3,51,0.65,13
260,485237,Slotervaart,52.364021018353405,4.830338645081807,Entire home/apt,75,,1,31,0.4,0
261,489418,Bos en Lommer,52.37593538177365,4.850102038926285,Entire home/apt,79,,2,96,1.22,0
