year,ahe,bachelor,female,age
1992,19.66939,0,1,30
1992,15.73551,1,0,28
1992,28.77351,1,1,34
1992,22.02972,1,1,34
1992,13.98712,1,1,26
1992,15.73551,1,0,29
1992,22.16085,1,1,30
1992,23.60327,1,0,27
1992,51.14042,1,1,26
1992,38.39465,1,0,30
1992,31.47103,0,0,33
1992,33.04457,1,1,30
1992,23.60327,0,0,29
1992,28.32392,0,0,25
1992,13.34371,1,0,32
1992,17.88126,0,0,28
1992,14.94874,0,1,28
1992,15.02741,0,1,31
1992,15.73551,0,0,31
1992,38.46458,1,1,33
1992,16.36493,1,0,29
1992,25.17682,1,1,31
1992,25.80624,1,1,26
1992,23.60327,0,0,34
1992,19.276,0,0,27
1992,14.90057,0,1,26
1992,10.63721,0,1,34
1992,19.66939,0,0,27
1992,20.45617,1,1,28
1992,12.58841,0,0,30
1992,22.81649,1,1,27
1992,15.73551,0,0,30
1992,13.76857,1,1,33
1992,18.18326,0,0,27
1992,18.88261,0,0,26
1992,39.33878,1,0,31
1992,12.56559,0,0,34
1992,29.89747,1,0,28
1992,14.16196,0,1,33
1992,17.62377,0,0,30
1992,11.80163,0,0,30
1992,31.47103,1,1,34
1992,32.72987,1,0,32
1992,31.47103,1,1,29
1992,17.30906,0,0,29
1992,17.85265,0,0,31
1992,17.30906,0,0,32
1992,8.443445,0,0,27
1992,17.83358,0,0,30
1992,9.834695,0,0,29
1992,10.22808,0,1,29
1992,17.98344,0,1,30
1992,21.24294,1,0,28
1992,18.09584,1,1,28
1992,5.211601,1,1,27
1992,23.28856,0,0,29
1992,25.17682,1,0,33
1992,24.39004,1,1,29
1992,14.3552,1,1,26
1992,31.47103,0,0,33
1992,19.66939,0,0,32
1992,20.06278,0,1,31
1992,22.09266,1,1,26
1992,19.66939,0,0,28
1992,20.06278,0,0,31
1992,11.80163,0,1,31
1992,11.22816,0,1,31
1992,27.53715,0,1,25
1992,40.46275,1,1,31
1992,20.45617,1,0,28
1992,17.0468,1,0,28
1992,20.68096,1,1,27
1992,22.81649,1,0,29
1992,11.40825,0,1,29
1992,23.60327,1,0,27
1992,16.08519,1,0,28
1992,9.441307,0,1,25
1992,11.80163,0,0,27
1992,8.182467,0,1,28
1992,12.9818,0,0,25
1992,26.57553,0,0,25
1992,7.855168,0,0,34
1992,19.66939,0,0,34
1992,54.27146,1,0,34
1992,20.14145,0,0,32
1992,22.81649,1,0,29
1992,19.66939,0,0,32
1992,21.24294,1,1,33
1992,28.32392,1,1,29
1992,29.89747,1,1,25
1992,35.93928,1,0,32
1992,26.37665,1,1,29
1992,12.9818,0,0,32
1992,12.58841,0,0,30
1992,28.53373,0,0,34
1992,14.94874,0,1,31
1992,11.52539,1,1,25
1992,22.16085,0,0,29
1992,10.82267,0,0,34
1992,20.45617,1,1,26
1992,4.495861,0,0,25
1992,10.62147,0,1,30
1992,10.80085,0,1,29
1992,11.80163,0,1,27
1992,14.16196,0,0,28
1992,33.83135,1,0,32
1992,27.53715,0,1,32
1992,26.47268,0,0,28
1992,19.68513,1,0,25
1992,18.88261,0,0,26
1992,32.72987,0,0,33
1992,16.52229,0,1,31
1992,7.107057,0,1,27
1992,18.88261,0,1,32
1992,24.78343,0,0,33
1992,7.867756,0,0,25
1992,32.2578,1,0,34
1992,7.323307,0,0,27
1992,19.66939,1,1,28
1992,35.4049,1,0,31
1992,22.02972,1,0,27
1992,27.53715,0,0,31
1992,31.47103,1,0,28
1992,19.04825,0,1,30
1992,19.78179,0,1,29
1992,12.19502,1,0,28
1992,18.88261,0,1,34
1992,19.66939,0,0,33
1992,31.47103,0,0,33
1992,34.09361,1,0,30
1992,36.36652,1,1,31
1992,13.09195,1,0,25
1992,20.14145,0,0,26
1992,25.96359,0,1,32
1992,20.77088,1,1,26
1992,14.16196,1,1,28
1992,21.19007,0,1,29
1992,31.07764,0,0,26
1992,17.30906,0,1,34
1992,25.96359,0,0,33
1992,23.84874,1,0,30
1992,7.867756,0,0,30
1992,49.0948,0,0,31
1992,2.787433,1,1,28
1992,15.25134,0,1,27
1992,27.53715,0,0,34
1992,19.3322,0,1,33
1992,25.17682,0,0,29
1992,15.73551,0,1,29
1992,18.88261,0,1,30
1992,25.39797,1,0,25
1992,14.94874,0,0,25
1992,26.32122,1,0,32
1992,27.97424,1,0,34
1992,19.59071,1,1,32
1992,22.02972,0,0,29
1992,25.96359,0,0,30
1992,19.66939,0,1,33
1992,24.39004,1,0,28
1992,25.96359,1,1,32
1992,15.73551,0,0,30
1992,18.64658,0,1,32
1992,17.39489,0,0,26
1992,16.36493,1,0,26
1992,29.89747,1,0,34
1992,11.45545,1,1,27
1992,19.66939,1,1,27
1992,23.60327,0,1,32
1992,39.8633,0,0,25
1992,18.88261,1,1,27
1992,27.53715,1,0,26
1992,20.7693,1,0,25
1992,15.73551,1,0,25
1992,17.08427,1,0,27
1992,4.720654,0,1,26
1992,24.84554,0,1,26
1992,29.89747,0,0,26
1992,11.36454,1,0,27
1992,18.21936,0,0,30
1992,22.02972,0,0,32
1992,20.45617,0,1,33
1992,15.73551,0,0,31
1992,12.58841,0,1,26
1992,27.7994,1,0,31
1992,39.75287,1,0,30
1992,19.276,1,1,30
1992,13.48758,0,0,28
1992,19.35468,1,1,26
1992,28.77351,1,0,34
1992,25.17682,1,0,27
1992,22.4793,1,0,25
1992,14.16196,0,1,26
1992,17.62377,1,0,34
1992,21.24294,1,0,25
1992,32.72987,0,0,30
1992,25.77477,0,0,32
1992,16.52229,0,1,26
1992,26.18389,0,0,32
1992,25.74902,0,0,30
1992,16.1851,1,0,26
1992,40.05403,1,0,33
1992,17.30906,0,1,32
1992,13.37519,0,0,31
1992,6.014112,0,1,29
1992,13.37519,1,0,28
1992,12.2737,0,0,26
1992,23.60327,0,0,30
1992,23.60327,0,0,29
1992,22.02972,1,0,30
1992,20.84955,0,0,30
1992,9.441307,0,1,30
1992,15.49343,1,0,28
1992,21.95653,1,1,25
1992,11.80163,0,0,30
1992,15.73551,0,1,25
1992,7.902584,0,0,34
1992,26.75037,0,0,32
1992,12.58841,0,1,25
1992,17.30906,0,0,31
1992,11.32957,0,0,25
1992,17.23038,0,1,25
1992,17.30906,0,0,26
1992,14.16196,0,1,34
1992,27.37979,1,1,27
1992,23.07875,1,0,32
1992,7.273304,0,0,34
1992,34.61813,1,0,25
1992,26.22585,0,0,29
1992,11.0823,0,1,31
1992,19.66939,1,1,33
1992,13.48758,0,0,31
1992,37.76523,0,0,30
1992,13.09195,0,1,33
1992,16.36493,0,0,27
1992,28.32392,0,0,32
1992,27.53715,0,0,32
1992,23.01319,0,0,34
1992,15.73551,1,1,32
1992,17.71583,0,1,33
1992,11.1897,0,0,25
1992,25.96359,1,0,32
1992,11.15791,0,0,32
1992,27.53715,0,1,33
1992,28.32392,0,0,33
1992,47.20654,1,0,34
1992,26.75037,1,0,34
1992,36.04863,1,0,26
1992,15.73551,1,1,25
1992,24.39004,1,0,32
1992,9.441307,0,0,26
1992,34.88038,0,0,30
1992,30.78687,0,0,29
1992,16.52229,0,0,25
1992,15.10609,0,0,25
1992,22.89517,0,0,29
1992,16.52229,0,1,26
1992,15.4208,0,0,26
1992,15.4208,0,0,28
1992,24.39004,1,0,31
1992,34.91396,0,1,34
1992,14.90733,0,1,27
1992,14.16196,0,0,31
1992,20.45617,1,1,29
1992,21.45752,1,1,34
1992,11.14599,0,1,31
1992,39.33878,1,0,33
1992,43.9283,1,0,25
1992,25.57021,0,0,31
1992,15.10609,0,0,33
1992,17.98344,0,1,29
1992,7.792825,0,1,32
1992,25.17682,0,1,32
1992,33.04457,0,0,30
1992,11.01486,0,1,25
1992,19.66939,1,1,26
1992,25.17682,0,1,30
1992,19.40713,1,0,32
1992,19.66939,0,0,28
1992,14.94874,0,1,29
1992,11.98417,0,0,27
1992,8.182467,0,1,29
1992,20.23137,0,0,34
1992,16.94594,1,1,30
1992,17.98344,0,0,27
1992,32.2578,0,0,27
1992,16.46177,0,0,29
1992,14.72844,0,0,26
1992,12.58841,1,1,27
1992,29.50409,0,0,27
1992,14.97155,0,0,30
1992,15.73551,0,0,33
1992,14.16196,0,0,31
1992,34.78376,1,1,33
1992,15.73551,0,1,33
1992,23.60327,1,1,26
1992,24.39004,0,0,28
1992,17.4839,0,0,34
1992,30.16282,0,0,31
1992,21.24294,1,1,29
1992,36.19168,0,0,34
1992,27.53715,0,1,28
1992,33.83135,1,1,26
1992,18.5443,0,1,29
1992,20.63405,1,1,28
1992,11.80163,0,0,25
1992,10.90996,0,0,27
1992,31.47103,1,0,28
1992,13.11293,0,0,31
1992,31.47103,1,0,32
1992,39.33878,0,0,30
1992,29.89747,0,0,30
1992,11.80163,0,0,32
1992,23.60327,1,1,27
1992,27.53715,1,0,33
1992,14.94874,0,0,26
1992,23.37848,1,1,25
1992,36.19168,1,0,34
1992,17.30906,1,0,26
1992,14.84075,0,0,28
1992,13.09195,0,0,28
1992,26.75037,0,1,26
1992,20.45617,0,0,33
1992,31.47103,1,0,28
1992,36.97845,1,1,28
1992,14.16196,0,0,34
1992,29.89747,1,1,26
1992,16.52229,0,1,26
1992,39.33878,0,0,31
1992,12.2737,0,0,26
1992,49.33296,1,0,30
1992,20.23137,1,1,31
1992,29.45688,0,0,33
1992,18.88261,1,1,27
1992,34.21425,1,1,28
1992,32.10044,1,0,32
1992,8.654531,1,1,27
1992,22.4793,1,1,32
1992,15.73551,1,1,26
1992,15.43878,0,1,25
1992,31.47103,0,0,29
1992,15.73551,1,1,34
1992,11.80163,0,1,30
1992,5.507429,0,0,34
1992,5.035364,0,1,33
1992,29.89747,1,1,28
1992,12.2737,0,0,29
1992,31.47103,1,1,30
1992,18.09584,1,1,28
1992,21.24294,1,0,30
1992,14.9862,0,1,27
1992,28.77351,1,1,33
1992,48.95493,0,0,33
1992,26.57553,0,0,34
1992,24.5474,1,0,34
1992,22.4793,1,1,26
1992,16.36493,1,1,27
1992,24.27765,1,1,29
1992,23.60327,0,1,28
1992,25.17682,0,1,32
1992,21.24294,1,0,27
1992,25.46545,0,1,27
1992,17.98344,0,0,27
1992,23.60327,0,0,33
1992,19.78179,1,0,27
1992,14.16196,0,1,30
1992,37.76523,1,1,34
1992,14.94874,0,1,26
1992,24.39004,0,0,26
1992,22.4793,0,1,28
1992,25.05094,1,1,34
1992,17.7659,1,1,27
1992,19.66939,0,0,28
1992,15.38583,0,0,28
1992,19.63792,0,0,30
1992,27.53715,1,0,25
1992,33.04457,1,1,34
1992,18.88261,0,1,27
1992,23.60327,1,0,26
1992,25.17682,1,1,26
1992,11.01486,0,1,25
1992,14.16196,0,0,34
1992,8.523402,1,0,31
1992,9.441307,0,1,30
1992,17.08427,0,0,27
1992,9.375742,0,1,34
1992,19.63792,0,1,27
1992,41.40924,1,1,31
1992,17.18318,0,1,26
1992,36.19168,0,1,32
1992,19.78179,0,1,25
1992,18.88261,0,1,27
1992,23.60327,1,1,26
1992,18.88261,0,1,30
1992,22.09266,1,1,28
1992,40.28291,1,1,31
1992,45.40819,1,1,34
1992,40.91233,0,0,31
1992,14.94874,0,0,31
1992,54.28751,1,0,32
1992,10.22808,0,0,34
1992,25.17682,0,0,29
1992,39.2963,0,0,26
1992,14.72844,0,1,32
1992,4.091233,1,1,34
1992,31.47103,0,0,28
1992,47.20654,1,0,32
1992,30.30543,1,1,30
1992,22.50178,1,0,31
1992,23.28856,1,0,31
1992,8.182467,0,0,34
1992,22.50178,1,0,29
1992,15.73551,1,1,27
1992,14.94874,0,1,34
1992,40.91233,1,1,30
1992,31.47103,1,1,33
1992,14.94874,0,0,32
1992,19.43336,0,1,25
1992,20.45617,1,0,27
1992,12.2737,1,0,29
1992,27.53715,0,0,34
1992,20.59922,1,0,32
1992,24.39004,0,0,34
1992,28.05417,1,1,32
1992,24.39004,1,0,27
1992,22.50178,1,1,30
1992,14.68648,1,0,30
1992,29.27537,1,0,27
1992,5.822139,0,1,30
1992,12.88738,0,0,25
1992,27.53715,1,1,29
1992,17.70245,1,1,28
1992,10.54279,0,0,32
1992,3.933878,0,1,31
1992,47.20654,1,1,30
1992,16.52229,0,0,26
1992,21.4003,1,1,25
1992,9.441307,0,1,30
1992,23.60327,0,0,33
1992,29.26805,1,1,30
1992,76.31644,1,0,34
1992,11.80163,0,1,31
1992,14.94874,1,1,26
1992,28.77351,0,0,32
1992,30.68425,0,0,32
1992,19.36678,0,0,32
1992,38.82026,1,0,30
1992,26.97516,0,1,28
1992,15.38583,1,0,27
1992,27.53715,1,1,26
1992,15.73551,0,1,28
1992,9.441307,0,0,30
1992,14.31932,0,0,27
1992,18.29711,1,0,30
1992,29.1107,1,0,34
1992,18.00142,0,0,34
1992,14.31932,0,1,33
1992,24.47746,1,1,27
1992,27.23454,1,1,31
1992,11.80163,0,1,32
1992,22.88802,0,0,30
1992,26.75037,1,1,33
1992,25.96359,1,1,28
1992,25.17682,1,1,34
1992,9.890894,0,1,25
1992,20.57721,1,1,27
1992,39.33878,1,0,29
1992,7.855168,0,0,25
1992,16.52229,1,1,28
1992,35.4049,1,1,29
1992,16.52229,0,1,29
1992,18.88261,0,1,30
1992,19.66939,0,1,29
1992,32.3702,1,1,31
1992,7.08098,0,1,31
1992,17.30906,0,0,31
1992,14.16196,0,1,29
1992,11.01486,0,1,26
1992,11.01486,0,1,25
1992,8.654531,0,1,29
1992,8.654531,0,1,27
1992,12.2737,0,0,31
1992,23.60327,1,1,34
1992,22.4793,1,1,29
1992,20.14145,1,1,25
1992,22.81649,1,1,28
1992,10.22808,0,1,34
1992,39.2963,0,0,34
1992,8.261144,0,0,32
1992,18.04706,0,1,26
1992,22.4793,0,1,25
1992,31.47103,0,0,27
1992,16.52229,1,0,32
1992,9.441307,0,1,26
1992,20.45617,1,1,25
1992,11.80163,0,0,26
1992,10.22808,0,0,30
1992,17.30906,0,1,31
1992,19.276,0,1,34
1992,23.01319,0,0,25
1992,31.47103,1,0,28
1992,16.40059,1,1,29
1992,18.88261,0,1,34
1992,19.66939,0,0,25
1992,31.47103,1,0,34
1992,19.36678,0,0,31
1992,15.73551,1,1,34
1992,18.09584,0,1,28
1992,17.30906,1,0,34
1992,16.36493,0,1,28
1992,20.45617,0,0,25
1992,26.75037,0,1,32
