campaign_date,Campaign_Name,PRODUCT_ID,spend,impressions,Clicks
2024-03-29,autumn_campaign_2024,PRD00811,3318.43,25599,756
2024-03-30,autumn_campaign_2024,PRD00160,4022.16,99391,65
2024-03-31,autumn_campaign_2024,PRD01712,1976.67,57902,653
2024-04-01,autumn_campaign_2024,PRD01936,3712.17,4947,60
2024-04-02,autumn_campaign_2024,PRD00537,1927.22,84466,440
2024-04-03,autumn_campaign_2024,PRD00947,1820.51,1242,730
2024-04-04,autumn_campaign_2024,PRD01260,1633.3,28192,62
2024-04-05,autumn_campaign_2024,PRD00394,2250.46,56007,694
2024-04-06,autumn_campaign_2024,PRD00228,4165.23,76840,747
2024-04-07,autumn_campaign_2024,PRD00109,2627.9,50630,919
2024-04-08,autumn_campaign_2024,PRD00437,4118.05,19069,137
2024-04-09,autumn_campaign_2024,PRD01993,1444.45,44761,671
2024-04-10,autumn_campaign_2024,PRD00874,3992.09,38478,970
2024-04-11,autumn_campaign_2024,PRD01439,2698.87,84597,16
2024-04-12,autumn_campaign_2024,PRD01263,4982.8,55763,430
2024-04-13,autumn_campaign_2024,PRD01880,905.11,45075,358
2024-04-14,autumn_campaign_2024,PRD00645,3587.36,64877,748
2024-04-15,autumn_campaign_2024,PRD00552,4390.19,19599,399
2024-04-16,autumn_campaign_2024,PRD01275,410.09,42001,236
2024-04-17,autumn_campaign_2024,PRD01262,4268.43,47798,95
2024-04-18,autumn_campaign_2024,PRD01878,1621.94,1597,620
2024-04-19,autumn_campaign_2024,PRD01552,3862.84,48898,511
2024-04-20,autumn_campaign_2024,PRD01933,2559.11,61068,946
2024-04-21,autumn_campaign_2024,PRD01505,4660.65,46471,837
2024-04-22,autumn_campaign_2024,PRD01099,4457.47,59932,801
2024-04-23,autumn_campaign_2024,PRD01372,813.35,25789,528
2024-04-24,autumn_campaign_2024,PRD00427,2262.95,90919,694
2024-04-25,autumn_campaign_2024,PRD00006,4992.87,13688,458
2024-04-26,autumn_campaign_2024,PRD01398,3121.34,12478,223
2024-04-27,autumn_campaign_2024,PRD01762,4995.64,29270,865
2024-04-28,autumn_campaign_2024,PRD01443,1454.14,3230,259
2024-04-29,autumn_campaign_2024,PRD00175,2222.06,97919,400
2024-04-30,autumn_campaign_2024,PRD01193,2845.01,44322,159
2024-05-01,autumn_campaign_2024,PRD01323,1560.1,17595,360
2024-05-02,autumn_campaign_2024,PRD00938,1525.28,86116,423
2024-05-03,autumn_campaign_2024,PRD00161,1342.65,80342,321
2024-05-04,autumn_campaign_2024,PRD00846,913.69,90802,963
2024-05-05,autumn_campaign_2024,PRD01793,2611.31,75370,78
2024-05-06,autumn_campaign_2024,PRD01791,3497.57,3489,994
2024-05-07,autumn_campaign_2024,PRD01143,3459.18,83155,292
2024-05-08,autumn_campaign_2024,PRD01779,3049.41,23911,73
2024-05-09,autumn_campaign_2024,PRD01265,2545.41,11356,621
2024-05-10,autumn_campaign_2024,PRD00568,4254.41,28602,729
2024-05-11,autumn_campaign_2024,PRD01464,395.6,85671,971
2024-05-12,autumn_campaign_2024,PRD01262,1218.66,30320,251
2024-05-13,autumn_campaign_2024,PRD00565,802.17,4826,256
2024-05-14,autumn_campaign_2024,PRD00264,2022.45,95215,278
2024-05-15,autumn_campaign_2024,PRD00704,4834.77,26578,812
2024-05-16,autumn_campaign_2024,PRD01166,1752.19,36321,834
2024-05-17,autumn_campaign_2024,PRD00828,4460.08,2051,833
2024-05-18,autumn_campaign_2024,PRD00433,3146.21,17189,928
2024-05-19,autumn_campaign_2024,PRD00274,2074.09,14962,439
2024-05-20,autumn_campaign_2024,PRD01330,2810.83,68185,189
2024-05-21,autumn_campaign_2024,PRD01650,1669.56,90279,146
2024-05-22,autumn_campaign_2024,PRD00867,3389.1,12515,612
2024-05-23,autumn_campaign_2024,PRD01101,787.19,41083,382
2024-05-24,autumn_campaign_2024,PRD01699,4643.33,1085,449
2024-05-25,autumn_campaign_2024,PRD01277,4558.19,44877,723
2024-05-26,autumn_campaign_2024,PRD00996,1921.07,78565,225
2024-05-27,autumn_campaign_2024,PRD01968,2477.41,75646,747
2024-05-28,autumn_campaign_2024,PRD01922,3901.19,89618,508
2024-05-29,autumn_campaign_2024,PRD00963,4787.12,70019,722
2024-05-30,autumn_campaign_2024,PRD00176,1718.0,85519,185
2024-05-31,autumn_campaign_2024,PRD00325,1909.79,30030,552
