ProductID,Month,BudgetUnits,ForecastUnits,BudgetRevenue,ForecastRevenue
1001,2022-12,117,97.0,11667.17,6184.08
1001,2023-01,90,118.0,8851.54,12039.11
1001,2023-02,94,128.0,9359.63,5758.67
1001,2023-03,86,50.0,3007.53,4337.36
1001,2023-04,126,101.0,9645.18,7724.73
1001,2023-05,122,103.0,12317.12,10162.34
1001,2023-06,100,120.0,11105.13,12647.11
1001,2023-07,79,112.0,6818.89,14262.77
1001,2023-08,74,96.0,7389.11,6420.85
1001,2023-09,134,136.0,12157.6,16223.85
1001,2023-10,107,34.0,11235.85,3347.86
1001,2023-11,101,73.0,9555.92,6974.68
1001,2023-12,123,108.0,12286.33,14928.22
1001,2024-01,88,90.0,5602.51,12530.49
1001,2024-02,119,122.0,13491.98,12535.95
1001,2024-03,104,93.0,9976.51,9426.26
1001,2024-04,130,113.0,12848.0,9663.22
1001,2024-05,87,140.0,9581.64,14236.43
1001,2024-06,93,72.0,9175.64,8772.58
1001,2024-07,92,94.0,8793.3,9657.55
1001,2024-08,68,94.0,5638.02,11478.77
1001,2024-09,84,114.0,10961.05,10506.25
1001,2024-10,87,104.0,8696.47,7816.6
1001,2024-11,109,150.0,10337.32,14239.21
1001,2024-12,79,107.0,5929.78,7738.96
1001,2025-01,125,77.0,15203.39,10634.39
1001,2025-02,105,113.0,14599.73,10744.24
1001,2025-03,88,66.0,8873.4,9040.59
1001,2025-04,119,76.0,9864.21,6642.07
1001,2025-05,105,94.0,10950.35,10097.34
1001,2025-06,94,98.0,9788.39,9594.27
1001,2025-07,110,146.0,12302.34,14803.71
1001,2025-08,66,109.0,4030.38,7060.38
1001,2025-09,117,117.0,11349.14,6698.22
1001,2025-10,92,83.0,10371.79,12984.79
1001,2025-11,104,80.0,7965.25,7887.81
1001,2025-12,96,71.0,9823.4,5057.13
1002,2022-01,122,126.0,14846.79,11106.74
1002,2022-02,110,96.0,10144.61,8786.05
1002,2022-03,74,63.0,8575.59,5998.8
1002,2022-04,104,125.0,6795.08,10049.59
1002,2022-05,103,109.0,9523.23,13704.51
1002,2022-06,104,69.0,8464.01,8289.44
1002,2022-07,109,52.0,13838.01,5977.44
1002,2022-08,126,90.0,11854.82,6465.47
1002,2022-09,150,95.0,19762.6,7962.68
1002,2022-10,103,58.0,9511.29,7226.44
1002,2022-11,74,126.0,7899.11,9311.55
1002,2022-12,89,88.0,8811.86,7620.48
1002,2023-01,83,92.0,6595.36,6234.09
1002,2023-02,99,122.0,6871.84,12210.7
1002,2023-03,87,75.0,10184.98,6528.43
1002,2023-04,129,80.0,13897.18,7545.43
1002,2023-05,84,114.0,8139.63,13119.15
1002,2023-06,99,72.0,9697.9,7293.52
1002,2023-07,119,77.0,11806.39,4385.38
1002,2023-08,113,72.0,7217.63,7093.41
1002,2023-09,122,61.0,9545.19,4966.51
1002,2023-10,77,109.0,6456.65,8933.87
1002,2023-11,111,81.0,12060.77,6132.95
1002,2023-12,75,54.0,10291.8,4967.65
1002,2024-01,104,99.0,10732.72,10022.97
1002,2024-02,138,74.0,9501.4,5527.87
1002,2024-03,73,118.0,8497.75,8964.12
1002,2024-04,72,91.0,9203.22,2685.48
1002,2024-05,110,73.0,13288.81,5332.79
1002,2024-06,94,,7562.76,8348.05
1002,2024-07,116,89.0,9581.2,4686.28
1002,2024-08,92,99.0,9045.34,9667.86
1002,2024-09,77,98.0,7640.44,12961.88
1002,2024-10,137,96.0,11600.32,9444.04
1002,2024-11,87,81.0,8597.95,5987.31
1002,2024-12,112,97.0,11760.02,9256.37
1002,2025-01,85,76.0,8096.63,6557.36
1002,2025-02,104,99.0,7566.4,10066.13
1002,2025-03,73,84.0,6870.24,4041.93
1002,2025-04,101,103.0,9780.79,9207.38
1002,2025-05,92,75.0,8703.75,6463.85
1002,2025-06,101,69.0,10575.89,7147.05
1002,2025-07,97,89.0,10771.54,5196.26
1002,2025-08,109,106.0,11517.76,11615.78
1002,2025-09,86,93.0,9695.74,10301.24
1002,2025-10,104,62.0,11518.81,8012.68
1002,2025-11,120,105.0,8261.57,12974.18
1002,2025-12,97,36.0,10431.78,2257.05
1003,2022-01,74,84.0,9283.43,7621.22
1003,2022-02,105,143.0,13847.46,13930.51
1003,2022-03,95,68.0,8180.53,7523.11
1003,2022-04,107,102.0,12828.88,8230.46
1003,2022-05,98,118.0,10944.93,14959.29
1003,2022-06,107,92.0,11475.09,6894.03
1003,2022-07,67,114.0,6626.11,12278.97
1003,2022-08,66,90.0,5808.19,7055.52
1003,2022-09,54,91.0,6369.09,9966.77
1003,2022-10,87,99.0,10016.83,3067.97
1003,2022-11,97,113.0,11023.33,16104.56
1003,2022-12,122,107.0,12936.82,12805.08
1003,2023-01,89,98.0,10513.11,14595.74
1003,2023-02,96,98.0,9981.08,13090.85
1003,2023-03,99,136.0,7986.02,12967.48
1003,2023-04,96,119.0,11606.9,7409.4
1003,2023-05,81,108.0,7032.92,6689.45
1003,2023-06,120,,13183.63,9868.75
1003,2023-07,120,94.0,14631.44,7257.59
1003,2023-08,82,105.0,7048.18,12273.06
1003,2023-09,105,76.0,10653.02,6932.57
1003,2023-10,118,84.0,10763.55,10943.6
1003,2023-11,144,149.0,14582.08,15715.23
1003,2023-12,130,96.0,10461.49,9880.5
1003,2024-01,109,79.0,7311.22,5062.46
1003,2024-02,113,81.0,10980.56,8530.43
1003,2024-03,112,91.0,12317.12,7075.11
1003,2024-04,92,74.0,11282.45,7349.9
1003,2024-05,85,91.0,8123.06,10693.68
1003,2024-06,68,74.0,6285.77,12084.77
1003,2024-07,119,97.0,13594.56,14689.28
1003,2024-08,95,90.0,11802.69,10111.89
1003,2024-09,113,87.0,15648.7,12418.36
1003,2024-10,111,117.0,6599.48,13565.3
1003,2024-11,96,110.0,10910.32,10061.45
1003,2024-12,66,109.0,5621.37,10000.22
1003,2025-01,87,91.0,4681.43,11868.55
1003,2025-02,105,127.0,14657.67,12771.73
1003,2025-03,63,77.0,4779.3,6733.89
1003,2025-04,101,49.0,10791.8,3049.81
1003,2025-05,105,97.0,9841.37,9522.87
1003,2025-06,89,84.0,5904.69,8337.78
1003,2025-07,136,149.0,17195.34,17529.11
1003,2025-08,86,136.0,8503.46,13365.82
1003,2025-09,94,102.0,8581.8,9986.36
1003,2025-10,78,90.0,11357.67,8843.41
1003,2025-11,95,113.0,10845.43,8153.6
1003,2025-12,95,122.0,10012.69,12571.96
1004,2022-01,131,83.0,13316.79,7220.88
1004,2022-02,129,51.0,11171.03,4425.32
1004,2022-03,113,115.0,14453.14,6974.66
1004,2022-04,115,92.0,9969.06,10441.01
1004,2022-05,81,48.0,7500.25,3002.67
1004,2022-06,87,109.0,9242.88,15224.3
1004,2022-07,96,61.0,8148.29,4697.94
1004,2022-08,75,110.0,6532.15,5562.22
1004,2022-09,113,97.0,12106.45,9956.37
1004,2022-10,112,100.0,13969.09,11062.46
1004,2022-11,107,110.0,7582.8,10547.25
1004,2022-12,94,105.0,6845.65,14789.55
1004,2023-01,102,69.0,6713.87,6414.78
1004,2023-02,98,82.0,9980.54,6885.59
1004,2023-03,111,81.0,11014.53,10082.15
1004,2023-04,151,74.0,13697.19,5846.3
1004,2023-05,115,71.0,10385.98,7047.46
1004,2023-06,80,76.0,7239.0,3609.16
1004,2023-07,71,89.0,7310.49,8486.68
1004,2023-08,64,88.0,7422.0,10022.9
1004,2023-09,98,77.0,11037.18,6585.56
1004,2023-10,76,79.0,9801.48,8334.86
1004,2023-11,123,88.0,14607.85,7476.69
1004,2023-12,96,162.0,11072.93,14170.26
1004,2024-01,98,108.0,12172.5,9479.34
1004,2024-02,65,93.0,6520.0,9554.68
1004,2024-03,126,107.0,14648.55,7754.52
1004,2024-04,117,152.0,13508.61,16163.51
1004,2024-05,103,144.0,8390.01,14000.03
1004,2024-06,109,118.0,9946.63,12706.6
1004,2024-07,94,103.0,9151.67,7360.4
1004,2024-08,99,121.0,7985.3,11370.7
1004,2024-09,113,73.0,11712.76,5365.26
1004,2024-10,122,157.0,17134.3,14839.72
1004,2024-11,114,103.0,11632.8,14285.47
1004,2024-12,73,126.0,7228.5,17036.9
1004,2025-01,103,83.0,10870.91,9827.13
1004,2025-02,100,112.0,8956.65,5225.13
1004,2025-03,118,117.0,12149.7,11900.1
1004,2025-04,120,88.0,10304.32,8385.19
1004,2025-05,123,65.0,15231.9,5461.21
1004,2025-06,77,131.0,7550.79,8841.73
1004,2025-07,92,123.0,11393.42,10986.67
1004,2025-08,108,117.0,9407.61,12738.48
1004,2025-09,99,86.0,8925.55,8744.12
1004,2025-10,100,85.0,9148.11,10865.84
1004,2025-11,104,122.0,12899.79,13995.97
1004,2025-12,145,79.0,16844.39,7271.67
1005,2022-01,137,142.0,8345.46,10760.52
1005,2022-02,113,119.0,12964.64,11689.18
1005,2022-03,109,116.0,10730.24,14579.18
1005,2022-04,54,115.0,4283.22,14256.2
1005,2022-05,95,77.0,10210.41,5945.68
1005,2022-06,81,60.0,8056.73,6745.24
1005,2022-07,120,96.0,14514.85,9643.11
1005,2022-08,98,114.0,11874.45,10426.91
1005,2022-09,95,95.0,9657.26,7361.53
1005,2022-10,120,89.0,13109.86,7063.32
1005,2022-11,107,109.0,9799.74,16406.92
1005,2022-12,107,144.0,12752.56,12015.81
1005,2023-01,92,110.0,9312.56,11136.02
1005,2023-02,94,54.0,8976.19,2405.54
1005,2023-03,107,81.0,9169.01,7655.91
1005,2023-04,105,64.0,6827.94,4694.29
1005,2023-05,59,75.0,7777.24,5518.9
1005,2023-06,113,65.0,11976.01,5980.43
1005,2023-07,98,114.0,13242.23,11954.91
1005,2023-08,102,75.0,11390.01,7038.61
1005,2023-09,116,98.0,15638.79,4941.85
1005,2023-10,94,122.0,8740.7,9783.87
1005,2023-11,94,65.0,9623.63,10465.75
1005,2023-12,122,72.0,10069.05,6471.49
1005,2024-01,120,79.0,10343.44,9647.38
1005,2024-02,117,90.0,9084.43,5513.07
1005,2024-03,86,44.0,9889.69,3706.97
1005,2024-04,109,146.0,13457.13,10398.36
1005,2024-05,117,128.0,9953.53,9749.45
1005,2024-06,97,59.0,12553.23,2352.09
1005,2024-07,77,93.0,7350.29,9686.24
1005,2024-08,105,94.0,12887.46,4372.47
1005,2024-09,99,82.0,10162.38,8652.56
1005,2024-10,81,83.0,9383.99,9024.29
1005,2024-11,86,150.0,12571.79,9515.77
1005,2024-12,106,162.0,12261.87,17095.29
1005,2025-01,95,86.0,9096.22,7415.93
1005,2025-02,114,90.0,10394.17,6295.14
1005,2025-03,99,77.0,9542.11,9705.49
1005,2025-04,107,112.0,11462.03,11365.69
1005,2025-05,97,92.0,11172.69,6706.25
1005,2025-06,126,100.0,10713.28,8777.13
1005,2025-07,86,104.0,7365.31,13369.54
1005,2025-08,84,43.0,7171.92,2140.84
1005,2025-09,99,126.0,11182.56,8386.59
1005,2025-10,84,144.0,8935.1,14414.83
1005,2025-11,121,161.0,15237.71,16661.15
1005,2025-12,107,115.0,9388.83,8456.18
1006,2022-01,101,76.0,9975.85,7782.63
1006,2022-02,146,78.0,14244.38,7479.61
1006,2022-03,108,126.0,9740.56,10012.74
1006,2022-04,67,76.0,7418.83,7686.73
1006,2022-05,79,90.0,7949.73,10133.28
1006,2022-06,88,93.0,5599.55,6623.03
1006,2022-07,132,45.0,12308.2,4746.6
1006,2022-08,92,79.0,9087.62,7890.19
1006,2022-09,98,53.0,9511.09,4166.98
1006,2022-10,89,105.0,10040.5,12854.04
1006,2022-11,90,123.0,11112.71,15795.16
1006,2022-12,127,96.0,12257.7,11580.12
1006,2023-01,72,105.0,6436.0,9531.93
1006,2023-02,65,77.0,6473.36,9410.27
1006,2023-03,119,97.0,11449.49,7685.6
1006,2023-04,108,93.0,12108.71,13372.67
1006,2023-05,99,62.0,8195.52,3939.87
1006,2023-06,76,132.0,7944.52,8183.42
1006,2023-07,113,131.0,10486.68,10886.13
1006,2023-08,93,107.0,10490.34,13862.43
1006,2023-09,124,129.0,15777.57,15032.98
1006,2023-10,69,96.0,7333.21,8680.5
1006,2023-11,118,90.0,9615.24,12249.67
1006,2023-12,113,105.0,13394.36,13289.15
1006,2024-01,106,38.0,9167.75,3366.25
1006,2024-02,80,104.0,9907.52,9139.25
1006,2024-03,77,150.0,7004.79,10376.38
1006,2024-04,104,110.0,8933.5,13173.75
1006,2024-05,90,76.0,9321.46,9064.46
1006,2024-06,87,108.0,8537.32,18425.97
1006,2024-07,85,134.0,8411.01,12975.35
1006,2024-08,114,122.0,14288.8,13202.39
1006,2024-09,87,86.0,9586.8,9848.93
1006,2024-10,127,110.0,15392.83,15171.12
1006,2024-11,103,62.0,7870.69,3971.41
1006,2024-12,131,78.0,16327.42,8942.18
1006,2025-01,134,125.0,13125.65,11874.9
1006,2025-02,101,104.0,9027.9,10315.17
1006,2025-03,132,57.0,13882.41,4407.59
1006,2025-04,103,120.0,10181.32,14318.96
1006,2025-05,68,127.0,5979.74,14676.15
1006,2025-06,103,35.0,8742.51,3692.94
1006,2025-07,131,107.0,13775.16,6921.07
1006,2025-08,128,145.0,12873.15,13703.38
1006,2025-09,67,122.0,10321.05,14387.19
1006,2025-10,125,113.0,10037.46,15076.1
1006,2025-11,75,94.0,7918.28,11474.84
1006,2025-12,108,109.0,9155.19,7386.46
1007,2022-01,101,82.0,7458.27,5604.81
1007,2022-02,90,53.0,6574.56,3133.44
1007,2022-03,103,110.0,14434.71,6881.79
1007,2022-04,86,122.0,8227.15,11202.66
1007,2022-05,134,91.0,10301.4,6103.96
1007,2022-06,106,107.0,7691.99,8064.07
1007,2022-07,110,114.0,9584.91,13173.32
1007,2022-08,111,55.0,10407.22,6070.8
1007,2022-09,88,46.0,8301.89,5464.91
1007,2022-10,131,45.0,19946.9,3231.97
1007,2022-11,119,130.0,14239.58,13486.26
1007,2022-12,76,115.0,6512.85,4247.25
1007,2023-01,156,117.0,21272.4,9033.5
1007,2023-02,129,139.0,16910.74,13826.31
1007,2023-03,75,95.0,4195.85,5457.72
1007,2023-04,101,75.0,9767.82,7295.63
1007,2023-05,138,132.0,13676.15,17189.37
1007,2023-06,84,91.0,9929.18,6275.22
1007,2023-07,94,66.0,9620.85,9293.65
1007,2023-08,84,105.0,6892.5,7482.43
1007,2023-09,75,136.0,11043.65,15242.35
1007,2023-10,85,117.0,7931.65,14044.09
1007,2023-11,105,106.0,11775.28,9064.34
1007,2023-12,91,56.0,8295.8,3608.73
1007,2024-01,97,76.0,9896.39,8461.15
1007,2024-02,71,79.0,5760.5,9374.32
1007,2024-03,134,121.0,12463.56,16531.64
1007,2024-04,69,137.0,5994.42,4177.5
1007,2024-05,153,139.0,12142.44,14487.31
1007,2024-06,95,102.0,6681.76,8462.19
1007,2024-07,109,105.0,13514.34,10709.34
1007,2024-08,146,82.0,15357.25,4271.55
1007,2024-09,74,133.0,6004.65,15064.49
1007,2024-10,98,73.0,9117.43,6361.52
1007,2024-11,90,118.0,10174.22,10096.59
1007,2024-12,81,107.0,7937.98,13450.66
1007,2025-01,153,121.0,15193.73,11579.57
1007,2025-02,82,77.0,6554.4,6938.98
1007,2025-03,91,118.0,8373.82,11217.52
1007,2025-04,75,141.0,8260.48,20405.78
1007,2025-05,115,137.0,10928.48,16156.28
1007,2025-06,154,69.0,19022.91,9828.95
1007,2025-07,108,119.0,13564.01,9905.87
1007,2025-08,108,77.0,9306.91,6484.24
1007,2025-09,97,103.0,10598.28,6563.91
1007,2025-10,140,129.0,16081.98,11717.94
1007,2025-11,98,114.0,10626.02,6494.97
1007,2025-12,115,174.0,7145.43,21835.6
1008,2022-01,107,97.0,13711.01,6757.03
1008,2022-02,103,137.0,9883.68,12229.77
1008,2022-03,102,88.0,13441.9,6749.93
1008,2022-04,117,67.0,13308.92,6519.44
1008,2022-05,46,99.0,3590.96,8769.47
1008,2022-06,131,71.0,10244.33,9728.57
1008,2022-07,102,139.0,10878.52,10747.95
1008,2022-08,98,131.0,11696.31,13102.99
1008,2022-09,101,97.0,8898.77,14515.76
1008,2022-10,100,70.0,9019.16,8306.93
1008,2022-11,113,96.0,9746.8,9659.0
1008,2022-12,65,66.0,7567.82,5786.93
1008,2023-01,107,131.0,12129.33,13169.4
1008,2023-02,143,117.0,13257.64,13901.64
1008,2023-03,108,78.0,10962.03,7469.23
1008,2023-04,59,95.0,5556.55,8429.73
1008,2023-05,66,90.0,6546.14,9235.79
1008,2023-06,76,116.0,5700.5,10932.88
1008,2023-07,126,82.0,11277.0,10461.87
1008,2023-08,92,92.0,9618.34,11680.36
1008,2023-09,54,78.0,4282.29,5626.89
1008,2023-10,82,78.0,8707.11,6021.35
1008,2023-11,102,110.0,8673.97,11368.16
1008,2023-12,133,108.0,11563.07,10620.39
1008,2024-01,81,106.0,9529.57,8379.45
1008,2024-02,95,128.0,8533.88,13414.73
1008,2024-03,79,79.0,7072.93,12198.23
1008,2024-04,91,86.0,8074.99,8243.95
1008,2024-05,113,104.0,15950.66,10955.87
1008,2024-06,128,,14350.29,6774.46
1008,2024-07,97,98.0,9228.66,4525.45
1008,2024-08,117,90.0,10674.91,8425.86
1008,2024-09,95,110.0,7085.04,8439.63
1008,2024-10,105,103.0,9709.02,8822.18
1008,2024-11,83,98.0,10260.02,7207.78
1008,2024-12,130,121.0,11822.29,14468.8
1008,2025-01,70,56.0,5194.3,5026.35
1008,2025-02,93,87.0,9484.93,4056.04
1008,2025-03,109,64.0,9459.35,5739.44
1008,2025-04,76,65.0,6070.76,6480.62
1008,2025-05,111,114.0,8892.23,9144.01
1008,2025-06,81,111.0,4799.38,14536.39
1008,2025-07,90,80.0,9611.02,10065.24
1008,2025-08,106,126.0,10884.84,16473.36
1008,2025-09,124,97.0,15969.23,10099.48
1008,2025-10,101,76.0,9516.66,9077.41
1008,2025-11,73,116.0,7808.98,12404.93
1008,2025-12,55,97.0,6213.09,7849.83
1009,2022-01,101,40.0,11456.21,3337.57
1009,2022-02,117,53.0,13319.91,4986.06
1009,2022-03,116,76.0,10165.18,11860.66
1009,2022-04,83,82.0,7840.87,6103.75
1009,2022-05,123,143.0,10567.9,8129.43
1009,2022-06,123,127.0,14321.28,16371.92
1009,2022-07,82,95.0,5930.06,6131.86
1009,2022-08,119,83.0,17325.38,8453.92
1009,2022-09,87,119.0,11834.2,13346.24
1009,2022-10,75,109.0,9563.4,9555.92
1009,2022-11,84,125.0,8635.15,9054.56
1009,2022-12,92,81.0,9745.13,8322.11
1009,2023-01,123,117.0,8453.71,12890.45
1009,2023-02,117,111.0,14110.34,9574.92
1009,2023-03,80,123.0,6295.26,5659.42
1009,2023-04,120,81.0,11265.44,5269.09
1009,2023-05,73,71.0,6773.45,7756.75
1009,2023-06,54,118.0,4123.44,8654.38
1009,2023-07,113,98.0,7827.66,14319.25
1009,2023-08,82,106.0,8527.82,14340.02
1009,2023-09,90,125.0,7664.6,16006.65
1009,2023-10,84,90.0,11585.22,9713.19
1009,2023-11,102,156.0,10937.17,12417.06
1009,2023-12,114,70.0,13972.56,9110.46
1009,2024-01,88,84.0,9110.65,8429.73
1009,2024-02,80,114.0,4733.0,10166.35
1009,2024-03,91,93.0,9659.15,6444.85
1009,2024-04,111,95.0,9656.52,6253.79
1009,2024-05,76,109.0,6134.95,11074.94
1009,2024-06,121,125.0,15876.16,11574.08
1009,2024-07,78,125.0,8282.98,16012.35
1009,2024-08,100,129.0,11692.77,15210.46
1009,2024-09,110,109.0,11512.68,11515.59
1009,2024-10,119,87.0,16030.93,8468.92
1009,2024-11,119,97.0,11312.93,14628.19
1009,2024-12,93,68.0,7971.81,6260.71
1009,2025-01,143,105.0,16973.28,7870.8
1009,2025-02,107,116.0,14555.48,9580.82
1009,2025-03,112,107.0,8911.36,10647.95
1009,2025-04,94,41.0,10525.5,4653.75
1009,2025-05,91,66.0,11793.38,7038.9
1009,2025-06,120,135.0,10749.82,16241.02
1009,2025-07,95,98.0,9337.33,9796.77
1009,2025-08,122,103.0,11824.89,9587.92
1009,2025-09,106,77.0,9534.36,7599.36
1009,2025-10,88,97.0,7725.03,14559.6
1009,2025-11,126,111.0,12464.88,17179.37
1009,2025-12,106,97.0,11242.63,10441.91
1010,2022-01,128,99.0,18174.27,7717.0
1010,2022-02,113,74.0,15406.65,6788.45
1010,2022-03,98,123.0,12260.47,8880.98
1010,2022-04,93,65.0,9555.39,6335.27
1010,2022-05,93,82.0,8582.21,6669.89
1010,2022-06,110,137.0,6752.41,13302.81
1010,2022-07,91,112.0,7367.78,10789.98
1010,2022-08,79,117.0,8056.85,11227.69
1010,2022-09,107,93.0,7374.82,10685.07
1010,2022-10,105,96.0,12568.34,12524.39
1010,2022-11,78,80.0,10213.76,10837.7
1010,2022-12,85,70.0,7416.14,6128.3
1010,2023-01,68,100.0,5058.96,6974.03
1010,2023-02,118,82.0,11631.33,9489.65
1010,2023-03,116,91.0,11702.35,7222.2
1010,2023-04,134,116.0,10443.32,11611.77
1010,2023-05,114,111.0,15570.51,14908.19
1010,2023-06,89,97.0,6618.86,10304.92
1010,2023-07,103,167.0,10501.0,7960.67
1010,2023-08,86,102.0,6439.65,7988.62
1010,2023-09,92,108.0,8895.77,8399.07
1010,2023-10,115,86.0,10351.59,5633.75
1010,2023-11,84,116.0,5682.34,11393.6
1010,2023-12,114,90.0,11946.72,6487.21
1010,2024-01,126,127.0,13193.46,7127.62
1010,2024-02,79,124.0,10606.73,13319.51
1010,2024-03,124,84.0,11930.32,8402.41
1010,2024-04,108,61.0,12831.84,8116.88
1010,2024-05,77,66.0,8239.86,5520.39
1010,2024-06,52,120.0,5361.82,10570.06
1010,2024-07,142,103.0,12060.26,10560.47
1010,2024-08,79,80.0,8510.45,6891.6
1010,2024-09,90,141.0,10547.37,16929.96
1010,2024-10,110,112.0,14204.49,11145.27
1010,2024-11,137,76.0,13001.2,4980.67
1010,2024-12,93,112.0,11999.32,9342.68
1010,2025-01,100,91.0,8522.8,6394.16
1010,2025-02,101,56.0,10323.3,5629.33
1010,2025-03,86,74.0,6218.99,10861.96
1010,2025-04,73,138.0,8176.24,12544.13
1010,2025-05,76,126.0,10229.07,9657.82
1010,2025-06,94,126.0,10031.27,18899.88
1010,2025-07,88,113.0,6598.37,17220.89
1010,2025-08,85,44.0,8286.2,4246.63
1010,2025-09,138,91.0,13765.1,10450.07
1010,2025-10,131,98.0,15823.43,11069.31
1010,2025-11,94,101.0,9453.91,7787.04
1010,2025-12,124,65.0,15304.5,8050.93
1011,2022-01,98,80.0,9356.21,8945.55
1011,2022-02,114,107.0,13662.07,9208.86
1011,2022-03,104,60.0,11988.34,6229.76
1011,2022-04,91,129.0,10358.58,3817.13
1011,2022-05,100,63.0,12133.32,10220.29
1011,2022-06,89,101.0,8453.16,10985.8
1011,2022-07,112,132.0,8988.18,18386.39
1011,2022-08,81,106.0,9976.89,12489.98
1011,2022-09,81,82.0,7351.02,8095.1
1011,2022-10,122,67.0,13338.75,7721.7
1011,2022-11,111,111.0,14470.67,12453.67
1011,2022-12,117,114.0,15895.88,5985.56
1011,2023-01,125,93.0,11798.21,7045.97
1011,2023-02,62,90.0,5347.76,10111.89
1011,2023-03,70,135.0,7380.71,12663.33
1011,2023-04,85,80.0,6578.85,6911.28
1011,2023-05,100,95.0,7171.02,8868.66
1011,2023-06,82,103.0,11258.03,11909.43
1011,2023-07,93,59.0,6668.61,3412.08
1011,2023-08,114,80.0,11542.73,6755.97
1011,2023-09,101,135.0,8716.41,12349.28
1011,2023-10,83,121.0,6597.31,8672.73
1011,2023-11,72,64.0,7878.09,10510.6
1011,2023-12,80,123.0,8401.77,8911.28
1011,2024-01,94,94.0,8101.48,13936.93
1011,2024-02,61,109.0,6504.46,9320.55
1011,2024-03,102,121.0,10511.58,13362.41
1011,2024-04,113,49.0,14641.13,7690.92
1011,2024-05,119,125.0,8548.37,12129.91
1011,2024-06,83,85.0,9905.28,6791.71
1011,2024-07,97,52.0,9392.64,5317.02
1011,2024-08,85,82.0,11706.92,5720.02
1011,2024-09,78,79.0,9670.16,12050.55
1011,2024-10,106,82.0,9693.21,10382.87
1011,2024-11,81,136.0,10394.86,13838.71
1011,2024-12,112,118.0,14681.43,8698.22
1011,2025-01,123,90.0,10411.31,9231.01
1011,2025-02,95,75.0,6465.07,5733.57
1011,2025-03,129,149.0,14577.3,19317.57
1011,2025-04,89,98.0,9403.32,7150.84
1011,2025-05,80,102.0,7487.51,7487.93
1011,2025-06,107,93.0,12885.7,9287.95
1011,2025-07,93,103.0,8980.11,8579.78
1011,2025-08,91,118.0,10276.66,15594.37
1011,2025-09,66,90.0,6052.76,9386.49
1011,2025-10,90,87.0,10409.35,9087.34
1011,2025-11,76,133.0,9115.06,11391.58
1011,2025-12,116,81.0,14211.62,7658.89
1012,2022-01,83,90.0,7028.72,9432.31
1012,2022-02,103,100.0,9153.37,847.3
1012,2022-03,101,52.0,10593.26,6670.03
1012,2022-04,105,90.0,10122.26,8700.61
