transaction_id,transaction_date,transaction_time,store_id,product_id,customer_id,quantity,unit_price,discount_pct,total_amount,payment_method
TXN-202502-00028,2025-02-27,15:32:00,STR003,PRD002,CUS0007,1,5.5,0,5.5,Cash
TXN-202502-00029,2025-02-11,10:00:00,STR003,PRD007,,2,5.5,0,11.0,Card
TXN-202502-00030,2025-02-19,07:16:00,STR006,PRD006,CUS0004,3,7.0,0,21.0,Cash
TXN-202502-00031,2025-02-10,09:25:00,STR006,PRD009,CUS0046,2,6.0,0.1,10.8,Card
TXN-202502-00032,2025-02-21,12:23:00,STR005,PRD004,,1,5.5,0,5.5,Card
TXN-202502-00033,2025-02-15,13:26:00,STR006,PRD009,CUS0049,3,6.0,0.15,15.3,Card
TXN-202502-00034,2025-02-25,10:43:00,STR005,PRD014,CUS0034,2,12.0,0.05,22.8,Card
TXN-202502-00035,2025-02-03,09:03:00,STR005,PRD015,CUS0037,3,6.5,0,19.5,Card
TXN-202502-00036,2025-02-11,16:07:00,STR006,PRD004,CUS0032,1,5.5,0.05,5.22,Cash
TXN-202502-00037,2025-02-26,08:29:00,STR002,PRD009,CUS0037,1,6.0,0.05,5.7,Cash
TXN-202502-00038,2025-02-22,12:46:00,STR001,PRD007,,1,5.5,0.1,4.95,Card
TXN-202502-00039,2025-02-19,08:02:00,STR004,PRD006,CUS0035,1,7.0,0,7.0,Cash
TXN-202502-00040,2025-02-02,12:26:00,STR002,PRD013,,3,18.0,0.1,48.6,Cash
TXN-202502-00041,2025-02-12,14:28:00,STR004,PRD007,,3,5.5,0.15,14.03,Mobile
TXN-202502-00042,2025-02-05,13:07:00,STR002,PRD009,CUS0009,3,6.0,0,18.0,Card
TXN-202502-00043,2025-02-25,07:19:00,STR004,PRD011,CUS0028,3,5.5,0,16.5,Card
TXN-202502-00044,2025-02-08,16:22:00,STR002,PRD005,,3,6.5,0.15,16.57,Card
TXN-202502-00045,2025-02-02,15:39:00,STR001,PRD004,,1,5.5,0.05,5.22,Card
TXN-202502-00046,2025-02-15,08:15:00,STR006,PRD001,CUS0015,3,5.5,0,16.5,Card
TXN-202502-00047,2025-02-05,12:14:00,STR006,PRD010,CUS0039,3,14.0,0.15,35.7,Card
TXN-202502-00048,2025-02-08,12:56:00,STR002,PRD011,CUS0027,2,5.5,0,11.0,Card
TXN-202502-00049,2025-02-18,09:40:00,STR006,PRD007,CUS0004,2,5.5,0.1,9.9,Cash
TXN-202502-00050,2025-02-26,12:44:00,STR004,PRD007,,2,5.5,0,11.0,Mobile
TXN-202502-00051,2025-02-16,10:54:00,STR002,PRD005,CUS0010,2,6.5,0,13.0,Mobile
TXN-202502-00052,2025-02-14,15:35:00,STR005,PRD003,CUS0017,1,5.0,0,5.0,Card
TXN-202502-00053,2025-02-15,13:05:00,STR005,PRD012,CUS0004,2,5.5,0,11.0,Mobile
TXN-202502-00054,2025-02-20,08:55:00,STR001,PRD004,CUS0038,3,5.5,0.1,14.85,Mobile
TXN-202502-00055,2025-02-07,17:13:00,STR003,PRD005,CUS0001,1,6.5,0,6.5,Card
TXN-202502-00056,2025-02-24,17:58:00,STR002,PRD012,CUS0014,2,5.5,0,11.0,Mobile
TXN-202502-00057,2025-02-11,12:24:00,STR004,PRD009,CUS0020,2,6.0,0,12.0,Mobile
TXN-202502-00058,2025-02-16,16:06:00,STR006,PRD008,CUS0021,1,4.5,0,4.5,Card
TXN-202502-00059,2025-02-14,08:36:00,STR002,PRD012,,2,5.5,0.05,10.45,Mobile
TXN-202502-00060,2025-02-19,15:18:00,STR002,PRD004,CUS0025,3,5.5,0.15,14.03,Card
TXN-202502-00061,2025-02-16,12:16:00,STR004,PRD012,CUS0032,2,5.5,0,11.0,Card
TXN-202502-00062,2025-02-06,09:46:00,STR005,PRD008,,3,4.5,0.1,12.15,Card
TXN-202502-00063,2025-02-17,08:53:00,STR001,PRD014,CUS0049,1,12.0,0,12.0,Card
TXN-202502-00064,2025-02-27,10:04:00,STR006,PRD003,,3,5.0,0,15.0,Card
TXN-202502-00065,2025-02-02,17:42:00,STR004,PRD001,,3,5.5,0,16.5,Card
TXN-202502-00066,2025-02-01,11:34:00,STR003,PRD001,CUS0045,3,5.5,0,16.5,Card
TXN-202502-00067,2025-02-04,09:33:00,STR002,PRD004,,3,5.5,0,16.5,Card
TXN-202502-00068,2025-02-09,14:05:00,STR003,PRD007,CUS0016,3,5.5,0,16.5,Card
TXN-202502-00069,2025-02-22,08:41:00,STR006,PRD013,,2,18.0,0,36.0,Cash
TXN-202502-00070,2025-02-18,17:03:00,STR006,PRD001,CUS0006,2,5.5,0.15,9.35,Cash
TXN-202502-00071,2025-02-21,12:36:00,STR001,PRD015,CUS0003,1,6.5,0,6.5,Mobile
TXN-202502-00072,2025-02-16,11:02:00,STR001,PRD011,CUS0035,3,5.5,0.1,14.85,Card
TXN-202502-00073,2025-02-06,12:01:00,STR002,PRD010,,3,14.0,0.15,35.7,Cash
TXN-202502-00074,2025-02-03,12:10:00,STR005,PRD004,CUS0025,3,5.5,0.05,15.67,Card
TXN-202502-00075,2025-02-13,09:50:00,STR006,PRD012,,3,5.5,0,16.5,Card
TXN-202502-00076,2025-02-04,15:14:00,STR001,PRD006,CUS0040,3,7.0,0,21.0,Card
TXN-202502-00077,2025-02-01,11:50:00,STR004,PRD008,,3,4.5,0,13.5,Cash
TXN-202502-00078,2025-02-06,14:05:00,STR005,PRD005,CUS0046,1,6.5,0,6.5,Card
TXN-202502-00079,2025-02-05,14:45:00,STR006,PRD003,CUS0021,2,5.0,0,10.0,Card
TXN-202502-00080,2025-02-01,12:28:00,STR003,PRD013,,1,18.0,0,18.0,Card
TXN-202502-00081,2025-02-14,16:35:00,STR005,PRD009,CUS0002,1,6.0,0,6.0,Mobile
TXN-202502-00082,2025-02-03,12:55:00,STR004,PRD001,,2,5.5,0.15,9.35,Card
TXN-202502-00083,2025-02-24,10:36:00,STR005,PRD003,CUS0011,1,5.0,0,5.0,Card
TXN-202502-00084,2025-02-09,17:09:00,STR001,PRD003,CUS0027,2,5.0,0,10.0,Card
TXN-202502-00085,2025-02-12,11:15:00,STR006,PRD011,CUS0040,1,5.5,0,5.5,Card
TXN-202502-00086,2025-02-05,12:00:00,STR004,PRD006,CUS0025,2,7.0,0,14.0,Card
TXN-202502-00087,2025-02-14,09:19:00,STR003,PRD010,CUS0013,2,14.0,0,28.0,Card
TXN-202502-00088,2025-02-13,12:18:00,STR006,PRD012,CUS0037,1,5.5,0,5.5,Cash
TXN-202502-00089,2025-02-09,14:23:00,STR001,PRD015,CUS0038,3,6.5,0,19.5,Mobile
TXN-202502-00090,2025-02-01,16:45:00,STR002,PRD008,CUS0045,1,4.5,0.15,3.82,Cash
TXN-202502-00091,2025-02-22,17:08:00,STR006,PRD005,,3,6.5,0,19.5,Cash
TXN-202502-00092,2025-02-26,14:04:00,STR004,PRD010,CUS0026,3,14.0,0.05,39.9,Cash
TXN-202502-00093,2025-02-18,08:50:00,STR003,PRD012,CUS0035,3,5.5,0.1,14.85,Card
TXN-202502-00094,2025-02-04,10:42:00,STR006,PRD006,,3,7.0,0,21.0,Mobile
TXN-202502-00095,2025-02-21,14:48:00,STR003,PRD013,CUS0001,1,18.0,0,18.0,Card
TXN-202502-00096,2025-02-17,10:28:00,STR003,PRD007,CUS0044,3,5.5,0.1,14.85,Mobile
TXN-202502-00097,2025-02-05,13:01:00,STR004,PRD002,,1,5.5,0,5.5,Card
TXN-202502-00098,2025-02-12,12:21:00,STR004,PRD013,,2,18.0,0,36.0,Cash
TXN-202502-00099,2025-02-04,16:46:00,STR006,PRD008,CUS0020,1,4.5,0.15,3.82,Card
TXN-202502-00100,2025-02-01,12:41:00,STR001,PRD011,CUS0048,1,5.5,0.05,5.22,Card
TXN-202502-00101,2025-02-18,09:21:00,STR005,PRD007,CUS0015,2,5.5,0.1,9.9,Card
TXN-202502-00102,2025-02-06,15:25:00,STR001,PRD012,CUS0013,2,5.5,0.05,10.45,Cash
TXN-202502-00103,2025-02-13,07:45:00,STR002,PRD004,,3,5.5,0.15,14.03,Card
TXN-202502-00104,2025-02-19,09:51:00,STR005,PRD003,CUS0013,2,5.0,0,10.0,Card
TXN-202502-00105,2025-02-22,17:33:00,STR006,PRD006,CUS0040,2,7.0,0.05,13.3,Card
TXN-202502-00106,2025-02-12,13:54:00,STR004,PRD010,,3,14.0,0.1,37.8,Card
TXN-202502-00107,2025-02-20,08:43:00,STR002,PRD006,,2,7.0,0,14.0,Card
TXN-202502-00108,2025-02-12,09:32:00,STR004,PRD007,CUS0037,2,5.5,0,11.0,Card
TXN-202502-00109,2025-02-16,09:35:00,STR002,PRD008,,1,4.5,0,4.5,Cash
TXN-202502-00110,2025-02-20,08:55:00,STR003,PRD001,CUS0013,2,5.5,0.05,10.45,Mobile
TXN-202502-00111,2025-02-21,17:26:00,STR006,PRD008,CUS0029,2,4.5,0,9.0,Card
TXN-202502-00112,2025-02-19,07:50:00,STR002,PRD005,,1,6.5,0.05,6.17,Card
TXN-202502-00113,2025-02-06,16:36:00,STR006,PRD013,CUS0036,3,18.0,0,54.0,Mobile
TXN-202502-00114,2025-02-04,11:49:00,STR005,PRD014,CUS0035,1,12.0,0.15,10.2,Cash
TXN-202502-00115,2025-02-18,10:27:00,STR001,PRD012,CUS0049,1,5.5,0,5.5,Card
TXN-202502-00116,2025-02-15,11:22:00,STR001,PRD008,CUS0008,1,4.5,0,4.5,Mobile
TXN-202502-00117,2025-02-23,13:55:00,STR006,PRD010,CUS0011,3,14.0,0,42.0,Card
TXN-202502-00118,2025-02-27,10:51:00,STR001,PRD010,CUS0018,3,14.0,0.05,39.9,Card
TXN-202502-00119,2025-02-11,12:18:00,STR005,PRD005,CUS0033,3,6.5,0.15,16.57,Card
TXN-202502-00120,2025-02-05,15:58:00,STR001,PRD005,CUS0009,3,6.5,0.15,16.57,Card
TXN-202502-00121,2025-02-08,09:45:00,STR003,PRD014,,3,12.0,0,36.0,Cash
TXN-202502-00122,2025-02-05,11:40:00,STR004,PRD007,CUS0041,1,5.5,0,5.5,Mobile
TXN-202502-00123,2025-02-24,11:44:00,STR003,PRD008,CUS0021,3,4.5,0,13.5,Card
TXN-202502-00124,2025-02-24,16:40:00,STR006,PRD012,CUS0005,3,5.5,0,16.5,Card
TXN-202502-00125,2025-02-14,10:31:00,STR003,PRD006,CUS0022,3,7.0,0.05,19.95,Card
TXN-202502-00126,2025-02-19,17:50:00,STR003,PRD015,CUS0004,1,6.5,0,6.5,Cash
TXN-202502-00127,2025-02-01,09:59:00,STR002,PRD008,CUS0028,1,4.5,0.1,4.05,Card
TXN-202502-00128,2025-02-21,12:10:00,STR003,PRD002,CUS0017,1,5.5,0,5.5,Card
TXN-202502-00129,2025-02-02,14:40:00,STR003,PRD012,CUS0015,2,5.5,0.1,9.9,Card
TXN-202502-00130,2025-02-23,09:00:00,STR002,PRD008,,3,4.5,0,13.5,Mobile
TXN-202502-00131,2025-02-22,16:00:00,STR001,PRD012,CUS0008,2,5.5,0.1,9.9,Card
TXN-202502-00132,2025-02-16,08:14:00,STR004,PRD002,CUS0007,1,5.5,0,5.5,Card
TXN-202502-00133,2025-02-10,09:24:00,STR002,PRD011,CUS0010,1,5.5,0.05,5.22,Mobile
TXN-202502-00134,2025-02-01,09:28:00,STR003,PRD012,,3,5.5,0,16.5,Cash
TXN-202502-00135,2025-02-20,16:55:00,STR002,PRD002,CUS0009,1,5.5,0.05,5.22,Cash
TXN-202502-00136,2025-02-12,15:20:00,STR002,PRD004,,1,5.5,0,5.5,Mobile
TXN-202502-00137,2025-02-20,12:49:00,STR006,PRD001,CUS0043,2,5.5,0,11.0,Mobile
TXN-202502-00138,2025-02-20,10:47:00,STR004,PRD005,CUS0016,2,6.5,0,13.0,Card
TXN-202502-00139,2025-02-08,17:40:00,STR005,PRD002,CUS0001,2,5.5,0,11.0,Card
TXN-202502-00140,2025-02-13,15:23:00,STR005,PRD011,,2,5.5,0.15,9.35,Card
TXN-202502-00141,2025-02-01,08:00:00,STR003,PRD004,,1,5.5,0.15,4.67,Cash
TXN-202502-00142,2025-02-17,12:40:00,STR006,PRD009,CUS0028,3,6.0,0,18.0,Card
TXN-202502-00143,2025-02-21,09:17:00,STR001,PRD005,,1,6.5,0.15,5.52,Card
TXN-202502-00144,2025-02-18,12:25:00,STR005,PRD011,CUS0042,3,5.5,0.1,14.85,Card
TXN-202502-00145,2025-02-10,15:46:00,STR002,PRD001,,2,5.5,0,11.0,Cash
TXN-202502-00146,2025-02-20,08:19:00,STR006,PRD012,CUS0012,1,5.5,0,5.5,Card
TXN-202502-00147,2025-02-23,07:10:00,STR004,PRD006,CUS0047,2,7.0,0,14.0,Card
TXN-202502-00148,2025-02-05,11:46:00,STR001,PRD013,CUS0022,2,18.0,0,36.0,Mobile
TXN-202502-00149,2025-02-03,11:45:00,STR005,PRD011,,2,5.5,0.05,10.45,Card
TXN-202502-00150,2025-02-02,17:54:00,STR005,PRD003,CUS0017,1,5.0,0.05,4.75,Card
TXN-202502-00151,2025-02-08,07:02:00,STR001,PRD004,,2,5.5,0,11.0,Card
TXN-202502-00152,2025-02-06,08:35:00,STR006,PRD012,CUS0015,2,5.5,0,11.0,Cash
TXN-202502-00153,2025-02-24,12:17:00,STR001,PRD010,CUS0033,3,14.0,0,42.0,Card
TXN-202502-00154,2025-02-08,08:25:00,STR001,PRD015,CUS0019,2,6.5,0,13.0,Card
TXN-202502-00155,2025-02-18,16:00:00,STR003,PRD004,,2,5.5,0.1,9.9,Mobile
TXN-202502-00156,2025-02-08,16:23:00,STR005,PRD008,CUS0050,1,4.5,0.1,4.05,Mobile
TXN-202502-00157,2025-02-25,10:09:00,STR001,PRD015,CUS0015,3,6.5,0,19.5,Card
TXN-202502-00158,2025-02-11,07:48:00,STR006,PRD007,CUS0047,2,5.5,0,11.0,Card
TXN-202502-00159,2025-02-17,10:26:00,STR004,PRD001,CUS0010,3,5.5,0,16.5,Card
TXN-202502-00160,2025-02-02,10:57:00,STR005,PRD007,CUS0024,2,5.5,0.1,9.9,Card
TXN-202502-00161,2025-02-19,09:32:00,STR002,PRD011,CUS0005,3,5.5,0.05,15.67,Card
TXN-202502-00162,2025-02-14,09:15:00,STR003,PRD005,CUS0026,3,6.5,0.15,16.57,Card
TXN-202502-00163,2025-02-11,16:17:00,STR002,PRD002,CUS0009,3,5.5,0,16.5,Card
TXN-202502-00164,2025-02-04,09:28:00,STR004,PRD006,CUS0035,2,7.0,0.15,11.9,Card
TXN-202502-00165,2025-02-15,12:29:00,STR003,PRD014,,1,12.0,0.15,10.2,Card
TXN-202502-00166,2025-02-27,08:13:00,STR003,PRD003,,1,5.0,0,5.0,Cash
TXN-202502-00167,2025-02-17,08:43:00,STR003,PRD005,CUS0012,1,6.5,0,6.5,Cash
TXN-202502-00168,2025-02-18,10:06:00,STR004,PRD002,CUS0009,1,5.5,0,5.5,Card
TXN-202502-00169,2025-02-27,10:08:00,STR002,PRD014,CUS0044,3,12.0,0.1,32.4,Card
TXN-202502-00170,2025-02-19,11:58:00,STR001,PRD001,CUS0013,3,5.5,0,16.5,Card
TXN-202502-00171,2025-02-03,12:07:00,STR001,PRD008,,3,4.5,0,13.5,Cash
TXN-202502-00172,2025-02-16,07:24:00,STR006,PRD007,,1,5.5,0,5.5,Card
TXN-202502-00173,2025-02-09,16:56:00,STR002,PRD001,CUS0040,1,5.5,0.1,4.95,Card
TXN-202502-00174,2025-02-16,15:56:00,STR005,PRD008,,2,4.5,0,9.0,Card
TXN-202502-00175,2025-02-14,10:41:00,STR005,PRD004,CUS0035,1,5.5,0,5.5,Card
TXN-202502-00176,2025-02-16,17:22:00,STR005,PRD009,CUS0018,1,6.0,0,6.0,Card
TXN-202502-00177,2025-02-20,10:01:00,STR003,PRD001,CUS0031,3,5.5,0,16.5,Mobile
TXN-202502-00178,2025-02-08,09:06:00,STR002,PRD011,,3,5.5,0.15,14.03,Card
TXN-202502-00179,2025-02-25,10:36:00,STR004,PRD006,CUS0012,1,7.0,0,7.0,Mobile
TXN-202502-00180,2025-02-11,13:58:00,STR005,PRD001,CUS0023,3,5.5,0.05,15.67,Card
TXN-202502-00181,2025-02-19,10:53:00,STR004,PRD009,CUS0032,1,6.0,0,6.0,Card
TXN-202502-00182,2025-02-08,10:01:00,STR005,PRD008,,3,4.5,0,13.5,Card
TXN-202502-00183,2025-02-11,09:58:00,STR003,PRD001,,3,5.5,0.1,14.85,Card
TXN-202502-00184,2025-02-25,09:54:00,STR005,PRD014,CUS0005,2,12.0,0.1,21.6,Cash
TXN-202502-00185,2025-02-19,09:21:00,STR003,PRD006,,1,7.0,0.1,6.3,Cash
TXN-202502-00186,2025-02-26,17:41:00,STR003,PRD003,CUS0036,3,5.0,0.05,14.25,Card
TXN-202502-00187,2025-02-08,09:24:00,STR003,PRD012,CUS0009,1,5.5,0.1,4.95,Card
TXN-202502-00188,2025-02-23,14:54:00,STR005,PRD001,,2,5.5,0.15,9.35,Mobile
TXN-202502-00189,2025-02-08,09:59:00,STR004,PRD003,CUS0005,1,5.0,0,5.0,Card
TXN-202502-00190,2025-02-06,08:52:00,STR006,PRD011,CUS0022,2,5.5,0,11.0,Card
TXN-202502-00191,2025-02-07,10:44:00,STR001,PRD006,,1,7.0,0.1,6.3,Card
TXN-202502-00192,2025-02-02,14:28:00,STR006,PRD007,CUS0027,2,5.5,0,11.0,Card
TXN-202502-00193,2025-02-18,14:06:00,STR004,PRD013,CUS0042,3,18.0,0,54.0,Card
TXN-202502-00194,2025-02-15,08:51:00,STR001,PRD005,,2,6.5,0,13.0,Card
TXN-202502-00195,2025-02-11,09:56:00,STR004,PRD003,CUS0036,1,5.0,0,5.0,Mobile
TXN-202502-00196,2025-02-20,17:45:00,STR001,PRD007,CUS0011,3,5.5,0,16.5,Card
TXN-202502-00197,2025-02-02,09:21:00,STR002,PRD004,CUS0036,3,5.5,0.1,14.85,Mobile
TXN-202502-00198,2025-02-09,12:19:00,STR002,PRD002,,3,5.5,0.05,15.67,Cash
TXN-202502-00199,2025-02-05,08:23:00,STR001,PRD007,,3,5.5,0.1,14.85,Mobile
TXN-202502-00200,2025-02-16,10:06:00,STR001,PRD004,,2,5.5,0,11.0,Cash
TXN-202502-00201,2025-02-28,09:19:00,STR004,PRD008,CUS0043,2,4.5,0,9.0,Mobile
TXN-202502-00202,2025-02-13,09:23:00,STR004,PRD006,,1,7.0,0,7.0,Cash
TXN-202502-00203,2025-02-15,11:14:00,STR003,PRD010,,3,14.0,0.1,37.8,Card
TXN-202502-00204,2025-02-03,13:51:00,STR005,PRD007,CUS0038,1,5.5,0.05,5.22,Card
TXN-202502-00205,2025-02-27,14:52:00,STR005,PRD007,CUS0044,2,5.5,0.05,10.45,Card
TXN-202502-00206,2025-02-16,12:05:00,STR004,PRD015,CUS0003,3,6.5,0.05,18.52,Mobile
TXN-202502-00207,2025-02-26,09:07:00,STR004,PRD003,CUS0011,1,5.0,0.15,4.25,Card
TXN-202502-00208,2025-02-05,08:27:00,STR001,PRD011,CUS0041,1,5.5,0.15,4.67,Mobile
TXN-202502-00209,2025-02-09,12:58:00,STR006,PRD015,CUS0006,2,6.5,0.05,12.35,Cash
TXN-202502-00210,2025-02-18,12:54:00,STR003,PRD009,CUS0001,3,6.0,0.05,17.1,Mobile
TXN-202502-00211,2025-02-17,15:07:00,STR004,PRD003,,3,5.0,0.05,14.25,Card
TXN-202502-00212,2025-02-04,09:50:00,STR003,PRD014,CUS0023,2,12.0,0,24.0,Cash
TXN-202502-00213,2025-02-21,17:36:00,STR005,PRD008,,2,4.5,0,9.0,Card
TXN-202502-00214,2025-02-20,14:02:00,STR004,PRD015,CUS0045,1,6.5,0,6.5,Cash
TXN-202502-00215,2025-02-09,13:01:00,STR003,PRD014,CUS0020,2,12.0,0.15,20.4,Cash
TXN-202502-00216,2025-02-28,09:55:00,STR002,PRD003,CUS0048,2,5.0,0.15,8.5,Card
TXN-202502-00217,2025-02-09,15:38:00,STR006,PRD002,,1,5.5,0.15,4.67,Cash
TXN-202502-00218,2025-02-24,17:48:00,STR005,PRD014,CUS0004,3,12.0,0.15,30.6,Card
TXN-202502-00219,2025-02-03,12:45:00,STR005,PRD007,,3,5.5,0.05,15.67,Card
TXN-202502-00220,2025-02-06,10:56:00,STR002,PRD014,,1,12.0,0,12.0,Card
