transaction_id,transaction_date,transaction_time,store_id,product_id,customer_id,quantity,unit_price,discount_pct,total_amount,payment_method
TXN-202501-00037,2025-01-27,08:17:00,STR004,PRD004,CUS0037,3,5.5,0.1,14.85,Cash
TXN-202501-00038,2025-01-11,07:31:00,STR003,PRD003,CUS0023,2,5.0,0,10.0,Card
TXN-202501-00039,2025-01-20,11:35:00,STR001,PRD009,CUS0006,1,6.0,0.1,5.4,Cash
TXN-202501-00040,2025-01-16,10:44:00,STR004,PRD011,CUS0029,1,5.5,0,5.5,Card
TXN-202501-00041,2025-01-08,14:44:00,STR002,PRD005,CUS0024,2,6.5,0.05,12.35,Mobile
TXN-202501-00042,2025-01-12,15:47:00,STR005,PRD006,CUS0030,2,7.0,0,14.0,Card
TXN-202501-00043,2025-01-08,09:46:00,STR002,PRD006,,3,7.0,0.15,17.85,Card
TXN-202501-00044,2025-01-07,10:47:00,STR004,PRD005,CUS0049,3,6.5,0.05,18.52,Card
TXN-202501-00045,2025-01-04,10:18:00,STR002,PRD006,,1,7.0,0.1,6.3,Mobile
TXN-202501-00046,2025-01-05,11:02:00,STR001,PRD009,,1,6.0,0.1,5.4,Cash
TXN-202501-00047,2025-01-04,07:36:00,STR003,PRD008,CUS0022,1,4.5,0,4.5,Card
TXN-202501-00048,2025-01-28,17:07:00,STR001,PRD007,CUS0037,3,5.5,0.1,14.85,Card
TXN-202501-00049,2025-01-05,09:51:00,STR005,PRD005,,1,6.5,0,6.5,Mobile
TXN-202501-00050,2025-01-25,15:38:00,STR005,PRD013,CUS0050,3,18.0,0,54.0,Cash
TXN-202501-00051,2025-01-15,12:55:00,STR005,PRD007,CUS0040,1,5.5,0.05,5.22,Card
TXN-202501-00052,2025-01-25,10:40:00,STR002,PRD005,CUS0011,1,6.5,0,6.5,Mobile
TXN-202501-00053,2025-01-03,09:00:00,STR004,PRD008,CUS0031,2,4.5,0,9.0,Card
TXN-202501-00054,2025-01-10,12:44:00,STR004,PRD002,CUS0017,3,5.5,0.05,15.67,Card
TXN-202501-00055,2025-01-14,09:34:00,STR002,PRD011,,2,5.5,0.15,9.35,Card
TXN-202501-00056,2025-01-03,08:10:00,STR003,PRD010,CUS0037,2,14.0,0,28.0,Card
TXN-202501-00057,2025-01-15,12:44:00,STR004,PRD005,CUS0032,2,6.5,0,13.0,Mobile
TXN-202501-00058,2025-01-02,15:47:00,STR003,PRD010,,1,14.0,0,14.0,Mobile
TXN-202501-00059,2025-01-19,07:48:00,STR006,PRD014,,1,12.0,0.15,10.2,Card
TXN-202501-00060,2025-01-16,16:58:00,STR003,PRD003,CUS0028,3,5.0,0.15,12.75,Cash
TXN-202501-00061,2025-01-03,17:22:00,STR004,PRD006,CUS0007,1,7.0,0,7.0,Cash
TXN-202501-00062,2025-01-23,17:18:00,STR006,PRD007,CUS0036,1,5.5,0,5.5,Card
TXN-202501-00063,2025-01-11,11:20:00,STR001,PRD013,CUS0033,1,18.0,0.1,16.2,Mobile
TXN-202501-00064,2025-01-15,15:03:00,STR002,PRD009,CUS0049,2,6.0,0.1,10.8,Cash
TXN-202501-00065,2025-01-25,08:13:00,STR003,PRD009,,2,6.0,0,12.0,Cash
TXN-202501-00066,2025-01-04,07:40:00,STR005,PRD013,,1,18.0,0,18.0,Mobile
TXN-202501-00067,2025-01-01,15:05:00,STR002,PRD014,CUS0030,1,12.0,0.1,10.8,Card
TXN-202501-00068,2025-01-16,12:32:00,STR006,PRD005,CUS0031,2,6.5,0,13.0,Cash
TXN-202501-00069,2025-01-18,09:24:00,STR002,PRD015,CUS0048,1,6.5,0.15,5.52,Card
TXN-202501-00070,2025-01-09,15:21:00,STR005,PRD005,CUS0019,3,6.5,0,19.5,Mobile
TXN-202501-00071,2025-01-19,17:55:00,STR002,PRD008,CUS0023,2,4.5,0.05,8.55,Mobile
TXN-202501-00072,2025-01-13,16:59:00,STR003,PRD014,,3,12.0,0,36.0,Mobile
TXN-202501-00073,2025-01-13,10:54:00,STR004,PRD001,CUS0031,3,5.5,0.15,14.03,Cash
TXN-202501-00074,2025-01-13,09:31:00,STR001,PRD003,CUS0038,2,5.0,0.15,8.5,Card
TXN-202501-00075,2025-01-28,16:06:00,STR005,PRD015,CUS0047,1,6.5,0,6.5,Card
TXN-202501-00076,2025-01-03,17:50:00,STR003,PRD006,CUS0026,3,7.0,0,21.0,Card
TXN-202501-00077,2025-01-28,14:20:00,STR006,PRD012,CUS0032,3,5.5,0,16.5,Mobile
TXN-202501-00078,2025-01-03,10:40:00,STR006,PRD015,,1,6.5,0.1,5.85,Card
TXN-202501-00079,2025-01-14,09:48:00,STR006,PRD012,CUS0029,1,5.5,0.1,4.95,Card
TXN-202501-00080,2025-01-01,08:20:00,STR001,PRD005,CUS0028,1,6.5,0,6.5,Mobile
TXN-202501-00081,2025-01-14,09:10:00,STR002,PRD002,CUS0025,3,5.5,0.1,14.85,Card
TXN-202501-00082,2025-01-16,09:14:00,STR004,PRD011,,2,5.5,0.1,9.9,Card
TXN-202501-00083,2025-01-26,16:57:00,STR003,PRD011,CUS0005,2,5.5,0,11.0,Mobile
TXN-202501-00084,2025-01-10,15:44:00,STR003,PRD008,CUS0013,2,4.5,0.15,7.65,Cash
TXN-202501-00085,2025-01-04,10:24:00,STR005,PRD006,CUS0045,2,7.0,0,14.0,Cash
TXN-202501-00086,2025-01-09,07:36:00,STR006,PRD013,CUS0004,3,18.0,0.1,48.6,Cash
TXN-202501-00087,2025-01-27,12:49:00,STR002,PRD010,CUS0015,3,14.0,0,42.0,Mobile
TXN-202501-00088,2025-01-09,09:40:00,STR001,PRD015,CUS0003,2,6.5,0.15,11.05,Cash
TXN-202501-00089,2025-01-02,13:46:00,STR002,PRD002,CUS0021,3,5.5,0,16.5,Card
TXN-202501-00090,2025-01-07,09:50:00,STR005,PRD015,CUS0034,3,6.5,0,19.5,Card
TXN-202501-00091,2025-01-09,17:51:00,STR003,PRD012,CUS0008,2,5.5,0,11.0,Card
TXN-202501-00092,2025-01-25,10:55:00,STR006,PRD012,CUS0026,3,5.5,0,16.5,Card
TXN-202501-00093,2025-01-26,14:00:00,STR003,PRD009,,2,6.0,0.1,10.8,Card
TXN-202501-00094,2025-01-19,14:52:00,STR006,PRD006,,1,7.0,0,7.0,Card
TXN-202501-00095,2025-01-20,12:58:00,STR005,PRD004,CUS0041,2,5.5,0.1,9.9,Card
TXN-202501-00096,2025-01-21,15:07:00,STR002,PRD001,CUS0020,2,5.5,0,11.0,Card
TXN-202501-00097,2025-01-08,09:24:00,STR004,PRD006,CUS0048,3,7.0,0.05,19.95,Cash
TXN-202501-00098,2025-01-19,09:56:00,STR004,PRD011,,2,5.5,0.05,10.45,Cash
TXN-202501-00099,2025-01-09,08:44:00,STR003,PRD004,CUS0016,2,5.5,0,11.0,Card
TXN-202501-00100,2025-01-18,13:03:00,STR004,PRD005,,1,6.5,0.15,5.52,Cash
TXN-202501-00101,2025-01-03,10:41:00,STR006,PRD010,CUS0004,2,14.0,0,28.0,Card
TXN-202501-00102,2025-01-26,10:04:00,STR005,PRD004,CUS0015,2,5.5,0.15,9.35,Card
TXN-202501-00103,2025-01-26,07:17:00,STR002,PRD003,CUS0012,1,5.0,0.1,4.5,Card
TXN-202501-00104,2025-01-05,07:22:00,STR002,PRD010,CUS0012,2,14.0,0,28.0,Card
TXN-202501-00105,2025-01-24,15:33:00,STR001,PRD012,,2,5.5,0.15,9.35,Card
TXN-202501-00106,2025-01-17,09:28:00,STR005,PRD004,CUS0003,3,5.5,0.15,14.03,Mobile
TXN-202501-00107,2025-01-10,16:41:00,STR001,PRD001,CUS0026,2,5.5,0.1,9.9,Card
TXN-202501-00108,2025-01-16,16:04:00,STR001,PRD006,CUS0005,1,7.0,0,7.0,Mobile
TXN-202501-00109,2025-01-21,12:24:00,STR005,PRD009,,3,6.0,0.05,17.1,Cash
TXN-202501-00110,2025-01-04,09:54:00,STR006,PRD011,CUS0036,3,5.5,0.15,14.03,Card
TXN-202501-00111,2025-01-14,16:56:00,STR002,PRD007,CUS0030,2,5.5,0,11.0,Card
TXN-202501-00112,2025-01-11,15:20:00,STR006,PRD005,CUS0010,3,6.5,0,19.5,Card
TXN-202501-00113,2025-01-03,08:05:00,STR004,PRD002,CUS0024,1,5.5,0.05,5.22,Card
TXN-202501-00114,2025-01-19,12:42:00,STR001,PRD007,CUS0043,2,5.5,0.15,9.35,Card
TXN-202501-00115,2025-01-10,12:22:00,STR001,PRD010,CUS0010,3,14.0,0,42.0,Card
TXN-202501-00116,2025-01-28,09:22:00,STR005,PRD006,,2,7.0,0.05,13.3,Card
TXN-202501-00117,2025-01-26,15:54:00,STR005,PRD013,CUS0040,3,18.0,0.1,48.6,Mobile
TXN-202501-00118,2025-01-01,11:01:00,STR002,PRD005,CUS0020,2,6.5,0,13.0,Card
TXN-202501-00119,2025-01-06,09:36:00,STR006,PRD007,,3,5.5,0.1,14.85,Card
TXN-202501-00120,2025-01-03,10:24:00,STR004,PRD008,CUS0024,2,4.5,0.1,8.1,Card
TXN-202501-00121,2025-01-25,08:56:00,STR001,PRD003,,3,5.0,0,15.0,Card
TXN-202501-00122,2025-01-09,16:42:00,STR004,PRD008,CUS0027,2,4.5,0,9.0,Mobile
TXN-202501-00123,2025-01-04,13:27:00,STR001,PRD005,CUS0038,2,6.5,0.05,12.35,Card
TXN-202501-00124,2025-01-02,10:25:00,STR005,PRD001,,2,5.5,0,11.0,Card
TXN-202501-00125,2025-01-25,11:18:00,STR003,PRD002,,3,5.5,0,16.5,Card
TXN-202501-00126,2025-01-05,14:34:00,STR006,PRD004,CUS0043,2,5.5,0,11.0,Cash
TXN-202501-00127,2025-01-28,08:27:00,STR001,PRD008,CUS0021,3,4.5,0,13.5,Mobile
TXN-202501-00128,2025-01-13,15:18:00,STR001,PRD007,,2,5.5,0,11.0,Mobile
TXN-202501-00129,2025-01-15,13:05:00,STR004,PRD014,,2,12.0,0.05,22.8,Cash
TXN-202501-00130,2025-01-17,08:25:00,STR003,PRD012,CUS0022,1,5.5,0,5.5,Mobile
TXN-202501-00131,2025-01-21,09:33:00,STR005,PRD004,CUS0023,2,5.5,0.1,9.9,Card
TXN-202501-00132,2025-01-08,09:09:00,STR003,PRD004,,1,5.5,0.15,4.67,Card
TXN-202501-00133,2025-01-06,17:29:00,STR005,PRD013,CUS0044,3,18.0,0.1,48.6,Mobile
TXN-202501-00134,2025-01-11,12:09:00,STR004,PRD002,CUS0041,2,5.5,0.15,9.35,Card
TXN-202501-00135,2025-01-19,08:22:00,STR005,PRD002,CUS0029,1,5.5,0,5.5,Card
TXN-202501-00136,2025-01-27,12:04:00,STR006,PRD014,CUS0006,3,12.0,0.05,34.2,Mobile
TXN-202501-00137,2025-01-13,16:37:00,STR005,PRD013,CUS0003,2,18.0,0.15,30.6,Mobile
TXN-202501-00138,2025-01-21,10:20:00,STR005,PRD008,CUS0004,2,4.5,0,9.0,Card
TXN-202501-00139,2025-01-23,08:32:00,STR006,PRD003,,3,5.0,0,15.0,Cash
TXN-202501-00140,2025-01-17,09:23:00,STR003,PRD015,,2,6.5,0.15,11.05,Card
TXN-202501-00141,2025-01-22,08:50:00,STR006,PRD011,CUS0022,1,5.5,0.05,5.22,Cash
TXN-202501-00142,2025-01-10,11:46:00,STR006,PRD015,CUS0010,2,6.5,0,13.0,Mobile
TXN-202501-00143,2025-01-22,09:58:00,STR003,PRD005,CUS0045,3,6.5,0,19.5,Card
TXN-202501-00144,2025-01-20,08:19:00,STR005,PRD007,CUS0022,1,5.5,0.1,4.95,Mobile
TXN-202501-00145,2025-01-03,15:32:00,STR003,PRD001,CUS0012,1,5.5,0,5.5,Cash
TXN-202501-00146,2025-01-07,10:08:00,STR002,PRD002,,1,5.5,0.05,5.22,Mobile
TXN-202501-00147,2025-01-27,08:42:00,STR003,PRD015,CUS0009,3,6.5,0,19.5,Card
TXN-202501-00148,2025-01-06,09:53:00,STR006,PRD013,CUS0011,3,18.0,0,54.0,Card
TXN-202501-00149,2025-01-14,13:43:00,STR006,PRD004,CUS0040,2,5.5,0.15,9.35,Cash
TXN-202501-00150,2025-01-08,10:19:00,STR004,PRD015,CUS0024,3,6.5,0.05,18.52,Cash
TXN-202501-00151,2025-01-15,12:49:00,STR004,PRD009,CUS0011,1,6.0,0.15,5.1,Mobile
TXN-202501-00152,2025-01-05,11:03:00,STR006,PRD008,CUS0036,1,4.5,0.1,4.05,Mobile
TXN-202501-00153,2025-01-28,09:18:00,STR001,PRD013,,2,18.0,0.05,34.2,Card
TXN-202501-00154,2025-01-27,15:05:00,STR002,PRD014,CUS0023,1,12.0,0,12.0,Card
TXN-202501-00155,2025-01-13,13:15:00,STR004,PRD002,CUS0002,2,5.5,0,11.0,Card
TXN-202501-00156,2025-01-26,09:08:00,STR001,PRD005,CUS0031,3,6.5,0.15,16.57,Card
TXN-202501-00157,2025-01-25,17:28:00,STR005,PRD001,CUS0002,2,5.5,0,11.0,Card
TXN-202501-00158,2025-01-18,15:07:00,STR003,PRD004,CUS0004,1,5.5,0,5.5,Mobile
TXN-202501-00159,2025-01-15,08:07:00,STR004,PRD010,CUS0041,3,14.0,0.05,39.9,Card
TXN-202501-00160,2025-01-23,09:18:00,STR004,PRD001,CUS0016,3,5.5,0,16.5,Card
TXN-202501-00161,2025-01-22,08:33:00,STR003,PRD002,CUS0035,3,5.5,0.15,14.03,Mobile
TXN-202501-00162,2025-01-18,07:24:00,STR004,PRD001,CUS0024,2,5.5,0.1,9.9,Card
TXN-202501-00163,2025-01-12,08:22:00,STR002,PRD012,CUS0007,3,5.5,0.1,14.85,Card
TXN-202501-00164,2025-01-05,08:22:00,STR005,PRD006,CUS0012,3,7.0,0,21.0,Cash
TXN-202501-00165,2025-01-21,09:51:00,STR002,PRD002,CUS0030,1,5.5,0,5.5,Card
TXN-202501-00166,2025-01-02,10:56:00,STR001,PRD006,CUS0033,2,7.0,0.15,11.9,Mobile
TXN-202501-00167,2025-01-16,11:02:00,STR006,PRD004,,1,5.5,0.15,4.67,Card
TXN-202501-00168,2025-01-09,09:51:00,STR003,PRD007,CUS0048,2,5.5,0,11.0,Card
TXN-202501-00169,2025-01-06,17:44:00,STR004,PRD006,CUS0034,2,7.0,0.15,11.9,Card
TXN-202501-00170,2025-01-24,15:05:00,STR004,PRD010,CUS0012,3,14.0,0,42.0,Card
TXN-202501-00171,2025-01-04,08:20:00,STR006,PRD005,CUS0039,3,6.5,0,19.5,Card
TXN-202501-00172,2025-01-23,16:22:00,STR004,PRD001,CUS0023,3,5.5,0,16.5,Card
TXN-202501-00173,2025-01-21,08:04:00,STR006,PRD011,CUS0033,3,5.5,0.1,14.85,Card
TXN-202501-00174,2025-01-01,09:54:00,STR005,PRD011,CUS0003,1,5.5,0,5.5,Card
TXN-202501-00175,2025-01-25,13:23:00,STR004,PRD010,,1,14.0,0.1,12.6,Cash
TXN-202501-00176,2025-01-12,13:28:00,STR001,PRD010,,2,14.0,0,28.0,Card
TXN-202501-00177,2025-01-21,11:15:00,STR001,PRD001,CUS0032,3,5.5,0,16.5,Mobile
TXN-202501-00178,2025-01-04,11:49:00,STR003,PRD012,CUS0040,2,5.5,0.1,9.9,Cash
TXN-202501-00179,2025-01-07,09:08:00,STR001,PRD008,,3,4.5,0,13.5,Card
TXN-202501-00180,2025-01-26,12:42:00,STR003,PRD012,,3,5.5,0,16.5,Card
TXN-202501-00181,2025-01-28,09:45:00,STR006,PRD015,CUS0012,2,6.5,0.05,12.35,Card
TXN-202501-00182,2025-01-04,10:50:00,STR002,PRD004,CUS0002,2,5.5,0.05,10.45,Mobile
TXN-202501-00183,2025-01-12,16:51:00,STR005,PRD003,CUS0006,1,5.0,0,5.0,Cash
TXN-202501-00184,2025-01-23,17:33:00,STR004,PRD013,CUS0037,1,18.0,0,18.0,Card
TXN-202501-00185,2025-01-21,08:28:00,STR004,PRD011,CUS0009,3,5.5,0.1,14.85,Mobile
TXN-202501-00186,2025-01-06,09:27:00,STR005,PRD015,CUS0008,3,6.5,0,19.5,Card
TXN-202501-00187,2025-01-06,09:20:00,STR006,PRD004,CUS0034,2,5.5,0.15,9.35,Card
TXN-202501-00188,2025-01-09,10:40:00,STR005,PRD005,,2,6.5,0.05,12.35,Mobile
TXN-202501-00189,2025-01-03,09:37:00,STR005,PRD003,,3,5.0,0.1,13.5,Mobile
TXN-202501-00190,2025-01-11,08:52:00,STR001,PRD002,,3,5.5,0.15,14.03,Mobile
TXN-202501-00191,2025-01-09,10:49:00,STR005,PRD007,CUS0002,2,5.5,0.1,9.9,Mobile
TXN-202501-00192,2025-01-10,12:30:00,STR002,PRD013,CUS0026,2,18.0,0,36.0,Card
TXN-202501-00193,2025-01-23,08:10:00,STR004,PRD007,CUS0014,2,5.5,0.05,10.45,Card
TXN-202501-00194,2025-01-11,12:46:00,STR003,PRD007,,2,5.5,0.05,10.45,Mobile
TXN-202501-00195,2025-01-04,12:15:00,STR004,PRD002,,1,5.5,0,5.5,Card
TXN-202501-00196,2025-01-02,12:24:00,STR005,PRD007,,1,5.5,0.15,4.67,Card
TXN-202501-00197,2025-01-19,12:12:00,STR002,PRD008,CUS0030,2,4.5,0,9.0,Cash
TXN-202501-00198,2025-01-01,08:25:00,STR005,PRD008,CUS0014,3,4.5,0,13.5,Card
TXN-202501-00199,2025-01-02,12:31:00,STR005,PRD015,CUS0044,2,6.5,0,13.0,Mobile
TXN-202501-00200,2025-01-01,09:27:00,STR002,PRD015,,2,6.5,0.15,11.05,Cash
